"","NVC_Class","NCells","State"
"1573",7200,28,"Nebraska"
"1574",7292,2512070,"Nebraska"
"1575",7295,34142,"Nebraska"
"1576",7296,1237634,"Nebraska"
"1577",7297,431718,"Nebraska"
"1578",7298,185919,"Nebraska"
"1579",7299,6294700,"Nebraska"
"1580",7900,278954,"Nebraska"
"1581",7901,93277,"Nebraska"
"1582",7902,117848,"Nebraska"
"1583",7903,2276615,"Nebraska"
"1584",7904,438483,"Nebraska"
"1585",7905,27583,"Nebraska"
"1586",7906,6036,"Nebraska"
"1587",7907,10581,"Nebraska"
"1588",7908,241217,"Nebraska"
"1589",7909,49712,"Nebraska"
"1590",7920,42857,"Nebraska"
"1591",7921,2233,"Nebraska"
"1592",7922,14617,"Nebraska"
"1593",7923,12889,"Nebraska"
"1594",7924,439655,"Nebraska"
"1595",7930,12556,"Nebraska"
"1596",7932,10547,"Nebraska"
"1597",7933,314,"Nebraska"
"1598",7934,61576,"Nebraska"
"1599",7940,12829,"Nebraska"
"1600",7942,5800,"Nebraska"
"1601",7943,573,"Nebraska"
"1602",7944,20613,"Nebraska"
"1603",7952,1055,"Nebraska"
"1604",7953,1,"Nebraska"
"1605",7954,1943,"Nebraska"
"1606",7960,13,"Nebraska"
"1607",7961,367,"Nebraska"
"1608",7963,10633,"Nebraska"
"1609",7964,88266689,"Nebraska"
"1610",7965,6108566,"Nebraska"
"1611",7966,7143408,"Nebraska"
"1612",7967,3657421,"Nebraska"
"1613",7968,10456548,"Nebraska"
"1614",7970,1,"Nebraska"
"1615",7974,13895565,"Nebraska"
"1616",7975,123432,"Nebraska"
"1617",7976,19212,"Nebraska"
"1618",7977,903857,"Nebraska"
"1619",7978,4567,"Nebraska"
"1620",9314,16018,"Nebraska"
"1621",9315,219311,"Nebraska"
"1622",9316,459808,"Nebraska"
"1623",9317,10141,"Nebraska"
"1624",9318,132540,"Nebraska"
"1625",9327,30,"Nebraska"
"1626",9816,10718716,"Nebraska"
"1627",9817,2587169,"Nebraska"
"1628",9827,5,"Nebraska"
"1629",-9999,6979439,"Massachusetts"
"1630",6029,1248001,"Massachusetts"
"1631",6030,7522,"Massachusetts"
"1632",6031,3994116,"Massachusetts"
"1633",6032,664196,"Massachusetts"
"1634",6036,1185034,"Massachusetts"
"1635",6043,6406661,"Massachusetts"
"1636",6044,3448632,"Massachusetts"
"1637",6045,329731,"Massachusetts"
"1638",6047,2245408,"Massachusetts"
"1639",6049,155630,"Massachusetts"
"1640",6052,6292,"Massachusetts"
"1641",6101,72112,"Massachusetts"
"1642",6103,315430,"Massachusetts"
"1643",6104,206659,"Massachusetts"
"1644",6105,1082184,"Massachusetts"
"1645",6106,86823,"Massachusetts"
"1646",6129,91,"Massachusetts"
"1647",6130,3652,"Massachusetts"
"1648",6189,376,"Massachusetts"
"1649",6190,52620,"Massachusetts"
"1650",6194,15833,"Massachusetts"
"1651",6197,68,"Massachusetts"
"1652",6208,65982,"Massachusetts"
"1653",6209,39055,"Massachusetts"
"1654",6211,22191,"Massachusetts"
"1655",6212,14012,"Massachusetts"
"1656",6213,31030,"Massachusetts"
"1657",6220,6947,"Massachusetts"
"1658",6222,4297,"Massachusetts"
"1659",6228,123559,"Massachusetts"
"1660",6230,123676,"Massachusetts"
"1661",6232,402,"Massachusetts"
"1662",6233,3502,"Massachusetts"
"1663",6253,12526,"Massachusetts"
"1664",6256,17534,"Massachusetts"
"1665",6292,14,"Massachusetts"
"1666",6298,43605,"Massachusetts"
"1667",6310,25,"Massachusetts"
"1668",6326,482,"Massachusetts"
"1669",6450,253656,"Massachusetts"
"1670",6451,144169,"Massachusetts"
"1671",6501,5034,"Massachusetts"
"1672",6503,10474,"Massachusetts"
"1673",6504,86,"Massachusetts"
"1674",6505,114,"Massachusetts"
"1675",6590,284,"Massachusetts"
"1676",6593,34,"Massachusetts"
"1677",6594,36750,"Massachusetts"
"1678",6613,238912,"Massachusetts"
"1679",6630,5259,"Massachusetts"
"1680",6692,10,"Massachusetts"
"1681",6827,10341,"Massachusetts"
"1682",7191,99906,"Massachusetts"
"1683",7192,23500,"Massachusetts"
"1684",7193,101723,"Massachusetts"
"1685",7195,1618,"Massachusetts"
"1686",7196,421,"Massachusetts"
"1687",7197,944,"Massachusetts"
"1688",7198,1154,"Massachusetts"
"1689",7199,155,"Massachusetts"
"1690",7200,956,"Massachusetts"
"1691",7292,7148728,"Massachusetts"
"1692",7295,32804,"Massachusetts"
"1693",7296,1680295,"Massachusetts"
"1694",7297,1308150,"Massachusetts"
"1695",7298,460069,"Massachusetts"
"1696",7299,3248187,"Massachusetts"
"1697",7905,253005,"Massachusetts"
"1698",7906,369463,"Massachusetts"
"1699",7907,582226,"Massachusetts"
"1700",7908,641729,"Massachusetts"
"1701",7909,116888,"Massachusetts"
"1702",7930,751507,"Massachusetts"
"1703",7931,348503,"Massachusetts"
"1704",7932,955502,"Massachusetts"
"1705",7933,78509,"Massachusetts"
"1706",7934,264120,"Massachusetts"
"1707",7951,2,"Massachusetts"
"1708",7952,679471,"Massachusetts"
"1709",7953,16021,"Massachusetts"
"1710",7954,99438,"Massachusetts"
"1711",7970,17429,"Massachusetts"
"1712",7971,1347,"Massachusetts"
"1713",7972,51690,"Massachusetts"
"1714",7973,1417,"Massachusetts"
"1715",7974,304188,"Massachusetts"
"1716",7975,224002,"Massachusetts"
"1717",7976,124798,"Massachusetts"
"1718",7977,704264,"Massachusetts"
"1719",7978,476,"Massachusetts"
"1720",9312,400689,"Massachusetts"
"1721",9314,3259,"Massachusetts"
"1722",9315,150804,"Massachusetts"
"1723",9317,30087,"Massachusetts"
"1724",9318,4641,"Massachusetts"
"1725",9817,143139,"Massachusetts"
"1726",-9999,2096433,"Pennsylvania"
"1727",6009,1,"Pennsylvania"
"1728",6015,351885,"Pennsylvania"
"1729",6028,782240,"Pennsylvania"
"1730",6029,2016,"Pennsylvania"
"1731",6030,1418148,"Pennsylvania"
"1732",6031,25400183,"Pennsylvania"
"1733",6032,862553,"Pennsylvania"
"1734",6033,4156524,"Pennsylvania"
"1735",6034,10269884,"Pennsylvania"
"1736",6035,76326,"Pennsylvania"
"1737",6036,10988279,"Pennsylvania"
"1738",6042,417,"Pennsylvania"
"1739",6043,643144,"Pennsylvania"
"1740",6044,71774,"Pennsylvania"
"1741",6045,762,"Pennsylvania"
"1742",6047,34479229,"Pennsylvania"
"1743",6049,121,"Pennsylvania"
"1744",6052,71,"Pennsylvania"
"1745",6054,5065,"Pennsylvania"
"1746",6055,2445,"Pennsylvania"
"1747",6097,47160,"Pennsylvania"
"1748",6098,362669,"Pennsylvania"
"1749",6099,105,"Pennsylvania"
"1750",6102,28283,"Pennsylvania"
"1751",6103,2022939,"Pennsylvania"
"1752",6104,832968,"Pennsylvania"
"1753",6105,634690,"Pennsylvania"
"1754",6106,90022,"Pennsylvania"
"1755",6109,5145,"Pennsylvania"
"1756",6112,69810,"Pennsylvania"
"1757",6113,1945,"Pennsylvania"
"1758",6115,41,"Pennsylvania"
"1759",6130,64,"Pennsylvania"
"1760",6174,7333,"Pennsylvania"
"1761",6190,86,"Pennsylvania"
"1762",6194,19,"Pennsylvania"
"1763",6196,1341,"Pennsylvania"
"1764",6197,112,"Pennsylvania"
"1765",6199,664,"Pennsylvania"
"1766",6206,509,"Pennsylvania"
"1767",6208,924,"Pennsylvania"
"1768",6209,27073,"Pennsylvania"
"1769",6212,1943,"Pennsylvania"
"1770",6213,83410,"Pennsylvania"
"1771",6220,18123,"Pennsylvania"
"1772",6222,6926,"Pennsylvania"
"1773",6227,107,"Pennsylvania"
"1774",6228,124753,"Pennsylvania"
"1775",6230,136997,"Pennsylvania"
"1776",6231,3698,"Pennsylvania"
"1777",6232,549,"Pennsylvania"
"1778",6233,1427,"Pennsylvania"
"1779",6253,72319,"Pennsylvania"
"1780",6254,134666,"Pennsylvania"
"1781",6255,42686,"Pennsylvania"
"1782",6256,353,"Pennsylvania"
"1783",6298,101,"Pennsylvania"
"1784",6305,246,"Pennsylvania"
"1785",6309,210,"Pennsylvania"
"1786",6310,85,"Pennsylvania"
"1787",6356,2139,"Pennsylvania"
"1788",6357,2848,"Pennsylvania"
"1789",6450,187,"Pennsylvania"
"1790",6451,485,"Pennsylvania"
"1791",6502,31,"Pennsylvania"
"1792",6503,38401,"Pennsylvania"
"1793",6504,381,"Pennsylvania"
"1794",6505,7863,"Pennsylvania"
"1795",6593,640,"Pennsylvania"
"1796",6594,5046,"Pennsylvania"
"1797",6606,179,"Pennsylvania"
"1798",6609,613,"Pennsylvania"
"1799",6613,510595,"Pennsylvania"
"1800",6630,29075,"Pennsylvania"
"1801",6631,127,"Pennsylvania"
"1802",6827,29983,"Pennsylvania"
"1803",7191,296100,"Pennsylvania"
"1804",7192,80706,"Pennsylvania"
"1805",7193,270767,"Pennsylvania"
"1806",7195,25935,"Pennsylvania"
"1807",7196,7930,"Pennsylvania"
"1808",7197,3064,"Pennsylvania"
"1809",7198,4916,"Pennsylvania"
"1810",7199,861,"Pennsylvania"
"1811",7200,61619,"Pennsylvania"
"1812",7292,8466479,"Pennsylvania"
"1813",7295,171572,"Pennsylvania"
"1814",7296,4064481,"Pennsylvania"
"1815",7297,1920948,"Pennsylvania"
"1816",7298,914116,"Pennsylvania"
"1817",7299,8596004,"Pennsylvania"
"1818",7905,1695861,"Pennsylvania"
"1819",7906,437790,"Pennsylvania"
"1820",7907,2310897,"Pennsylvania"
"1821",7908,5314479,"Pennsylvania"
"1822",7909,433507,"Pennsylvania"
"1823",7930,776231,"Pennsylvania"
"1824",7931,206795,"Pennsylvania"
"1825",7932,2710315,"Pennsylvania"
"1826",7933,267488,"Pennsylvania"
"1827",7934,682324,"Pennsylvania"
"1828",7935,2185010,"Pennsylvania"
"1829",7936,95777,"Pennsylvania"
"1830",7937,1637228,"Pennsylvania"
"1831",7938,15642,"Pennsylvania"
"1832",7939,241366,"Pennsylvania"
"1833",7951,13175,"Pennsylvania"
"1834",7952,256877,"Pennsylvania"
"1835",7953,5038,"Pennsylvania"
"1836",7954,65163,"Pennsylvania"
"1837",7957,223687,"Pennsylvania"
"1838",7958,277,"Pennsylvania"
"1839",7959,8631,"Pennsylvania"
"1840",7970,116987,"Pennsylvania"
"1841",7971,178421,"Pennsylvania"
"1842",7972,27119,"Pennsylvania"
"1843",7973,347458,"Pennsylvania"
"1844",7974,14202694,"Pennsylvania"
"1845",7975,2996785,"Pennsylvania"
"1846",7976,652952,"Pennsylvania"
"1847",7977,13636147,"Pennsylvania"
"1848",7978,492903,"Pennsylvania"
"1849",7979,40,"Pennsylvania"
"1850",9312,2642326,"Pennsylvania"
"1851",9314,109617,"Pennsylvania"
"1852",9315,10788721,"Pennsylvania"
"1853",9317,352307,"Pennsylvania"
"1854",9318,54704,"Pennsylvania"
"1855",9319,463,"Pennsylvania"
"1856",9320,5701,"Pennsylvania"
"1857",9321,127235,"Pennsylvania"
"1858",9322,14534,"Pennsylvania"
"1859",9323,1897,"Pennsylvania"
"1860",9324,218598,"Pennsylvania"
"1861",9817,2939453,"Pennsylvania"
"1862",9823,105113,"Pennsylvania"
"1863",6015,34401,"Illinois"
"1864",6030,9,"Illinois"
"1865",6034,1508578,"Illinois"
"1866",6035,675160,"Illinois"
"1867",6036,3656321,"Illinois"
"1868",6037,559430,"Illinois"
"1869",6053,37717,"Illinois"
"1870",6055,516310,"Illinois"
"1871",6056,36614983,"Illinois"
"1872",6097,12007,"Illinois"
"1873",6098,339842,"Illinois"
"1874",6099,80159,"Illinois"
"1875",6100,172,"Illinois"
"1876",6102,2179369,"Illinois"
"1877",6103,2951508,"Illinois"
"1878",6106,28751,"Illinois"
"1879",6112,53391,"Illinois"
"1880",6113,60221,"Illinois"
"1881",6115,20830,"Illinois"
"1882",6163,244211,"Illinois"
"1883",6164,3746,"Illinois"
"1884",6165,9861,"Illinois"
"1885",6175,3304,"Illinois"
"1886",6176,15,"Illinois"
"1887",6192,2132,"Illinois"
"1888",6196,55820,"Illinois"
"1889",6199,265,"Illinois"
"1890",6208,108333,"Illinois"
"1891",6209,43098,"Illinois"
"1892",6227,218,"Illinois"
"1893",6228,79701,"Illinois"
"1894",6229,47079,"Illinois"
"1895",6231,712193,"Illinois"
"1896",6232,3539,"Illinois"
"1897",6251,18539,"Illinois"
"1898",6305,31333,"Illinois"
"1899",6309,285,"Illinois"
"1900",6310,6621,"Illinois"
"1901",6327,180324,"Illinois"
"1902",6356,499318,"Illinois"
"1903",6357,209196,"Illinois"
"1904",6414,15068,"Illinois"
"1905",6415,21,"Illinois"
"1906",6437,718,"Illinois"
"1907",6502,7152,"Illinois"
"1908",6503,98,"Illinois"
"1909",6510,17477,"Illinois"
"1910",6512,6,"Illinois"
"1911",6513,5702,"Illinois"
"1912",6573,45445,"Illinois"
"1913",6575,27889,"Illinois"
"1914",6591,418,"Illinois"
"1915",6593,881,"Illinois"
"1916",6609,2869,"Illinois"
"1917",6613,20418,"Illinois"
"1918",6631,6912,"Illinois"
"1919",6726,4923,"Illinois"
"1920",7191,31143,"Illinois"
"1921",7192,2380,"Illinois"
"1922",7193,148832,"Illinois"
"1923",7195,1473,"Illinois"
"1924",7196,1421,"Illinois"
"1925",7197,2809,"Illinois"
"1926",7198,514,"Illinois"
"1927",7199,221,"Illinois"
"1928",7200,1760,"Illinois"
"1929",7292,10479890,"Illinois"
"1930",7295,114203,"Illinois"
"1931",7296,5715459,"Illinois"
"1932",7297,2447985,"Illinois"
"1933",7298,1202018,"Illinois"
"1934",7299,10584847,"Illinois"
"1935",7905,1244372,"Illinois"
"1936",7906,376473,"Illinois"
"1937",7907,580370,"Illinois"
"1938",7908,3553008,"Illinois"
"1939",7909,1161545,"Illinois"
"1940",7915,4589,"Illinois"
"1941",7916,687,"Illinois"
"1942",7917,766,"Illinois"
"1943",7918,19854,"Illinois"
"1944",7919,2014,"Illinois"
"1945",7930,1173647,"Illinois"
"1946",7931,6521,"Illinois"
"1947",7932,1279188,"Illinois"
"1948",7933,41692,"Illinois"
"1949",7934,2185080,"Illinois"
"1950",7935,2000,"Illinois"
"1951",7936,152,"Illinois"
"1952",7937,6929,"Illinois"
"1953",7938,70,"Illinois"
"1954",7939,6181,"Illinois"
"1955",7950,220,"Illinois"
"1956",7952,140417,"Illinois"
"1957",7953,1809,"Illinois"
"1958",7954,74160,"Illinois"
"1959",7957,432,"Illinois"
"1960",7959,55,"Illinois"
"1961",7970,11790,"Illinois"
"1962",7971,5,"Illinois"
"1963",7972,182,"Illinois"
"1964",7973,11595,"Illinois"
"1965",7974,120763311,"Illinois"
"1966",7975,3353696,"Illinois"
"1967",7976,135279,"Illinois"
"1968",7977,15366196,"Illinois"
"1969",7978,646607,"Illinois"
"1970",7979,12,"Illinois"
"1971",7990,58,"Illinois"
"1972",7993,69,"Illinois"
"1973",7994,1018291,"Illinois"
"1974",7995,143664,"Illinois"
"1975",7996,6672,"Illinois"
"1976",7997,99845,"Illinois"
"1977",7998,847,"Illinois"
"1978",9312,441997,"Illinois"
"1979",9314,289117,"Illinois"
"1980",9315,3609625,"Illinois"
"1981",9317,125400,"Illinois"
"1982",9318,254893,"Illinois"
"1983",9319,8285,"Illinois"
"1984",9320,7001,"Illinois"
"1985",9321,72057,"Illinois"
"1986",9322,12139,"Illinois"
"1987",9323,1067,"Illinois"
"1988",9324,5133,"Illinois"
"1989",9332,2,"Illinois"
"1990",9817,7635322,"Illinois"
"1991",9823,71393,"Illinois"
"1992",-9999,12159320,"Ohio"
"1993",6028,4754922,"Ohio"
"1994",6030,16646,"Ohio"
"1995",6031,11789809,"Ohio"
"1996",6033,46620,"Ohio"
"1997",6034,19555192,"Ohio"
"1998",6035,5922510,"Ohio"
"1999",6036,3771548,"Ohio"
"2000",6037,320605,"Ohio"
"2001",6046,2270,"Ohio"
"2002",6047,1811728,"Ohio"
"2003",6053,3663,"Ohio"
"2004",6055,10228,"Ohio"
"2005",6056,2572852,"Ohio"
"2006",6098,793626,"Ohio"
"2007",6102,864736,"Ohio"
"2008",6103,773557,"Ohio"
"2009",6105,84187,"Ohio"
"2010",6106,486144,"Ohio"
"2011",6163,807,"Ohio"
"2012",6165,16790,"Ohio"
"2013",6175,316,"Ohio"
"2014",6192,275,"Ohio"
"2015",6196,13493,"Ohio"
"2016",6197,14,"Ohio"
"2017",6199,2426,"Ohio"
"2018",6209,78189,"Ohio"
"2019",6212,32,"Ohio"
"2020",6213,10683,"Ohio"
"2021",6222,6,"Ohio"
"2022",6227,2,"Ohio"
"2023",6228,142304,"Ohio"
"2024",6230,4308,"Ohio"
"2025",6231,181975,"Ohio"
"2026",6232,183,"Ohio"
"2027",6305,14924,"Ohio"
"2028",6309,35,"Ohio"
"2029",6310,124,"Ohio"
"2030",6356,9916,"Ohio"
"2031",6357,1185,"Ohio"
"2032",6437,6409,"Ohio"
"2033",6450,804,"Ohio"
"2034",6502,9763,"Ohio"
"2035",6503,2895,"Ohio"
"2036",6573,2,"Ohio"
"2037",6575,14935,"Ohio"
"2038",6577,5,"Ohio"
"2039",6593,562,"Ohio"
"2040",6609,38386,"Ohio"
"2041",6613,162726,"Ohio"
"2042",6630,889,"Ohio"
"2043",6631,69848,"Ohio"
"2044",7191,213578,"Ohio"
"2045",7192,67735,"Ohio"
"2046",7193,175869,"Ohio"
"2047",7195,1155,"Ohio"
"2048",7196,275,"Ohio"
"2049",7197,2409,"Ohio"
"2050",7198,2475,"Ohio"
"2051",7199,418,"Ohio"
"2052",7200,1763,"Ohio"
"2053",7292,14238986,"Ohio"
"2054",7295,119009,"Ohio"
"2055",7296,4871285,"Ohio"
"2056",7297,2348197,"Ohio"
"2057",7298,1163714,"Ohio"
"2058",7299,9136416,"Ohio"
"2059",7905,1747500,"Ohio"
"2060",7906,275210,"Ohio"
"2061",7907,922122,"Ohio"
"2062",7908,4029390,"Ohio"
"2063",7909,912484,"Ohio"
"2064",7930,1623533,"Ohio"
"2065",7931,66909,"Ohio"
"2066",7932,3990895,"Ohio"
"2067",7933,453686,"Ohio"
"2068",7934,3197776,"Ohio"
"2069",7935,630701,"Ohio"
"2070",7936,31345,"Ohio"
"2071",7937,43071,"Ohio"
"2072",7938,2482,"Ohio"
"2073",7939,59858,"Ohio"
"2074",7952,292626,"Ohio"
"2075",7953,12366,"Ohio"
"2076",7954,109138,"Ohio"
"2077",7957,34814,"Ohio"
"2078",7958,108,"Ohio"
"2079",7959,4199,"Ohio"
"2080",7970,16826,"Ohio"
"2081",7971,5257,"Ohio"
"2082",7972,1,"Ohio"
"2083",7973,4574,"Ohio"
"2084",7974,47618302,"Ohio"
"2085",7975,1970408,"Ohio"
"2086",7976,232171,"Ohio"
"2087",7977,10454555,"Ohio"
"2088",7978,2654587,"Ohio"
"2089",9312,1335284,"Ohio"
"2090",9314,144936,"Ohio"
"2091",9315,3074444,"Ohio"
"2092",9317,232744,"Ohio"
"2093",9318,189423,"Ohio"
"2094",9817,3942829,"Ohio"
"2095",-9999,732698,"Connecticut"
"2096",6029,244965,"Connecticut"
"2097",6030,10885,"Connecticut"
"2098",6031,3404352,"Connecticut"
"2099",6032,765731,"Connecticut"
"2100",6036,1383483,"Connecticut"
"2101",6043,1887088,"Connecticut"
"2102",6044,354447,"Connecticut"
"2103",6045,7020,"Connecticut"
"2104",6047,1831723,"Connecticut"
"2105",6049,9882,"Connecticut"
"2106",6052,4090,"Connecticut"
"2107",6054,13,"Connecticut"
"2108",6101,7325,"Connecticut"
"2109",6103,237161,"Connecticut"
"2110",6104,49537,"Connecticut"
"2111",6105,379533,"Connecticut"
"2112",6106,33372,"Connecticut"
"2113",6129,3,"Connecticut"
"2114",6130,391,"Connecticut"
"2115",6190,21424,"Connecticut"
"2116",6194,4146,"Connecticut"
"2117",6197,5,"Connecticut"
"2118",6208,13743,"Connecticut"
"2119",6209,19702,"Connecticut"
"2120",6211,1139,"Connecticut"
"2121",6212,6135,"Connecticut"
"2122",6213,12310,"Connecticut"
"2123",6220,8868,"Connecticut"
"2124",6222,2101,"Connecticut"
"2125",6228,40079,"Connecticut"
"2126",6230,44383,"Connecticut"
"2127",6232,199,"Connecticut"
"2128",6233,1308,"Connecticut"
"2129",6253,10143,"Connecticut"
"2130",6254,7,"Connecticut"
"2131",6255,7,"Connecticut"
"2132",6256,6638,"Connecticut"
"2133",6298,16928,"Connecticut"
"2134",6326,44,"Connecticut"
"2135",6450,6354,"Connecticut"
"2136",6451,12361,"Connecticut"
"2137",6501,690,"Connecticut"
"2138",6503,5120,"Connecticut"
"2139",6504,116,"Connecticut"
"2140",6505,194,"Connecticut"
"2141",6593,2,"Connecticut"
"2142",6594,26543,"Connecticut"
"2143",6613,152183,"Connecticut"
"2144",6630,2165,"Connecticut"
"2145",6827,9995,"Connecticut"
"2146",7191,33984,"Connecticut"
"2147",7192,6852,"Connecticut"
"2148",7193,29444,"Connecticut"
"2149",7195,156,"Connecticut"
"2150",7196,7,"Connecticut"
"2151",7197,263,"Connecticut"
"2152",7198,479,"Connecticut"
"2153",7199,41,"Connecticut"
"2154",7200,201,"Connecticut"
"2155",7292,5282931,"Connecticut"
"2156",7295,15850,"Connecticut"
"2157",7296,951460,"Connecticut"
"2158",7297,585410,"Connecticut"
"2159",7298,195081,"Connecticut"
"2160",7299,1866471,"Connecticut"
"2161",7905,379028,"Connecticut"
"2162",7906,125843,"Connecticut"
"2163",7907,488058,"Connecticut"
"2164",7908,436142,"Connecticut"
"2165",7909,61120,"Connecticut"
"2166",7930,841508,"Connecticut"
"2167",7931,153143,"Connecticut"
"2168",7932,543297,"Connecticut"
"2169",7933,31890,"Connecticut"
"2170",7934,148502,"Connecticut"
"2171",7951,1177,"Connecticut"
"2172",7952,243086,"Connecticut"
"2173",7953,4089,"Connecticut"
"2174",7954,37387,"Connecticut"
"2175",7970,9868,"Connecticut"
"2176",7971,405,"Connecticut"
"2177",7972,819,"Connecticut"
"2178",7973,5,"Connecticut"
"2179",7974,256447,"Connecticut"
"2180",7975,353570,"Connecticut"
"2181",7976,73097,"Connecticut"
"2182",7977,307876,"Connecticut"
"2183",7978,1485,"Connecticut"
"2184",9312,128733,"Connecticut"
"2185",9314,1695,"Connecticut"
"2186",9315,91769,"Connecticut"
"2187",9317,7024,"Connecticut"
"2188",9318,2312,"Connecticut"
"2189",9817,59538,"Connecticut"
"2190",-9999,194936,"Rhode Island"
"2191",6029,82999,"Rhode Island"
"2192",6031,1179495,"Rhode Island"
"2193",6032,79594,"Rhode Island"
"2194",6036,402106,"Rhode Island"
"2195",6047,208348,"Rhode Island"
"2196",6103,56206,"Rhode Island"
"2197",6104,64005,"Rhode Island"
"2198",6105,180602,"Rhode Island"
"2199",6106,2088,"Rhode Island"
"2200",6190,3003,"Rhode Island"
"2201",6194,1056,"Rhode Island"
"2202",6208,5129,"Rhode Island"
"2203",6209,1906,"Rhode Island"
"2204",6213,3275,"Rhode Island"
"2205",6220,896,"Rhode Island"
"2206",6228,3761,"Rhode Island"
"2207",6230,14535,"Rhode Island"
"2208",6233,108,"Rhode Island"
"2209",6253,1465,"Rhode Island"
"2210",6298,2891,"Rhode Island"
"2211",6503,1007,"Rhode Island"
"2212",6505,1,"Rhode Island"
"2213",6593,12,"Rhode Island"
"2214",6594,5411,"Rhode Island"
"2215",6613,55091,"Rhode Island"
"2216",6630,30,"Rhode Island"
"2217",7191,8367,"Rhode Island"
"2218",7192,1415,"Rhode Island"
"2219",7193,3906,"Rhode Island"
"2220",7198,112,"Rhode Island"
"2221",7199,17,"Rhode Island"
"2222",7200,30,"Rhode Island"
"2223",7292,904258,"Rhode Island"
"2224",7295,5439,"Rhode Island"
"2225",7296,215079,"Rhode Island"
"2226",7297,210293,"Rhode Island"
"2227",7298,77878,"Rhode Island"
"2228",7299,455544,"Rhode Island"
"2229",7905,30888,"Rhode Island"
"2230",7906,22661,"Rhode Island"
"2231",7907,70023,"Rhode Island"
"2232",7908,72813,"Rhode Island"
"2233",7909,14143,"Rhode Island"
"2234",7930,197130,"Rhode Island"
"2235",7931,12572,"Rhode Island"
"2236",7932,93438,"Rhode Island"
"2237",7933,8075,"Rhode Island"
"2238",7934,37919,"Rhode Island"
"2239",7952,104639,"Rhode Island"
"2240",7953,1053,"Rhode Island"
"2241",7954,8053,"Rhode Island"
"2242",7970,983,"Rhode Island"
"2243",7971,196,"Rhode Island"
"2244",7972,2,"Rhode Island"
"2245",7974,48491,"Rhode Island"
"2246",7975,20327,"Rhode Island"
"2247",7976,5034,"Rhode Island"
"2248",7977,57298,"Rhode Island"
"2249",9312,36962,"Rhode Island"
"2250",9314,86,"Rhode Island"
"2251",9315,17691,"Rhode Island"
"2252",9317,1386,"Rhode Island"
"2253",9318,135,"Rhode Island"
"2254",9817,14674,"Rhode Island"
"2255",6030,677,"Indiana"
"2256",6034,9313492,"Indiana"
"2257",6035,3437768,"Indiana"
"2258",6036,1835952,"Indiana"
"2259",6037,581817,"Indiana"
"2260",6044,752,"Indiana"
"2261",6046,13045,"Indiana"
"2262",6053,3395,"Indiana"
"2263",6055,16211,"Indiana"
"2264",6056,11511143,"Indiana"
"2265",6097,357,"Indiana"
"2266",6098,584015,"Indiana"
"2267",6099,8427,"Indiana"
"2268",6102,811316,"Indiana"
"2269",6103,1145725,"Indiana"
"2270",6106,258970,"Indiana"
"2271",6163,64662,"Indiana"
"2272",6165,7809,"Indiana"
"2273",6175,4659,"Indiana"
"2274",6192,3185,"Indiana"
"2275",6196,33015,"Indiana"
"2276",6208,29403,"Indiana"
"2277",6209,64837,"Indiana"
"2278",6213,81,"Indiana"
"2279",6222,76,"Indiana"
"2280",6227,28,"Indiana"
"2281",6228,98295,"Indiana"
"2282",6229,4362,"Indiana"
"2283",6231,180450,"Indiana"
"2284",6232,1318,"Indiana"
"2285",6305,31861,"Indiana"
"2286",6309,10,"Indiana"
"2287",6310,886,"Indiana"
"2288",6327,8,"Indiana"
"2289",6356,29339,"Indiana"
"2290",6357,282,"Indiana"
"2291",6437,1255,"Indiana"
"2292",6450,389,"Indiana"
"2293",6502,3804,"Indiana"
"2294",6503,39,"Indiana"
"2295",6573,179,"Indiana"
"2296",6575,36769,"Indiana"
"2297",6593,2141,"Indiana"
"2298",6609,14471,"Indiana"
"2299",6613,31625,"Indiana"
"2300",6631,20613,"Indiana"
"2301",7191,29532,"Indiana"
"2302",7192,1989,"Indiana"
"2303",7193,9270,"Indiana"
"2304",7195,3496,"Indiana"
"2305",7196,896,"Indiana"
"2306",7197,6165,"Indiana"
"2307",7198,575,"Indiana"
"2308",7199,19,"Indiana"
"2309",7200,102,"Indiana"
"2310",7292,4687530,"Indiana"
"2311",7295,76705,"Indiana"
"2312",7296,2685833,"Indiana"
"2313",7297,1266970,"Indiana"
"2314",7298,679016,"Indiana"
"2315",7299,6751005,"Indiana"
"2316",7905,1021938,"Indiana"
"2317",7906,257152,"Indiana"
"2318",7907,412386,"Indiana"
"2319",7908,2134142,"Indiana"
"2320",7909,920876,"Indiana"
"2321",7930,1088250,"Indiana"
"2322",7931,14533,"Indiana"
"2323",7932,2026599,"Indiana"
"2324",7933,76096,"Indiana"
"2325",7934,3419953,"Indiana"
"2326",7952,159295,"Indiana"
"2327",7953,3111,"Indiana"
"2328",7954,62112,"Indiana"
"2329",7970,9785,"Indiana"
"2330",7971,20858,"Indiana"
"2331",7972,3855,"Indiana"
"2332",7973,5434,"Indiana"
"2333",7974,67447758,"Indiana"
"2334",7975,1539394,"Indiana"
"2335",7976,157979,"Indiana"
"2336",7977,8183218,"Indiana"
"2337",7978,1083246,"Indiana"
"2338",9312,179392,"Indiana"
"2339",9314,170668,"Indiana"
"2340",9315,2274636,"Indiana"
"2341",9317,86027,"Indiana"
"2342",9318,116140,"Indiana"
"2343",9817,3923119,"Indiana"
"2344",-9999,1909717,"New Jersey"
