"","NVC_Class","CDL_Class","CDLYear","State","FIPS","Mismatch_NCells","Mismatch_PctTile"
"234",7974,111,2012,"AL","01043",3,2.49126396768665e-06
"235",7974,111,2012,"AL","01049",6,4.98252793537329e-06
"236",7974,111,2012,"AL","01059",4,3.32382004943283e-06
"237",7974,111,2012,"AL","01071",311,0.000258894548614474
"238",7974,111,2012,"AL","01073",1,8.3113290895687e-07
"239",7974,111,2012,"AL","01077",65,5.3977385966544e-05
"240",7974,111,2012,"AL","01081",6,4.98679745374122e-06
"241",7974,111,2012,"AL","01083",15,1.24991250612457e-05
"242",7974,111,2012,"AL","01089",36,2.99979001469897e-05
"243",7974,111,2012,"AL","01095",20,1.66084264512443e-05
"244",7974,111,2012,"AL","01117",6,4.98736534113579e-06
"245",7974,111,2012,"AL","01121",36,2.99241920468147e-05
"246",7974,111,2012,"AL","01123",1,8.3113290895687e-07
"247",7974,111,2012,"AL","01127",2,1.66155423151909e-06
"248",7974,111,2012,"AL","13055",19,1.57780051286821e-05
"249",7974,111,2012,"AL","13115",1,8.30421322562215e-07
"250",7974,111,2012,"AL","13129",1,8.35706740476286e-07
"251",7974,111,2012,"AL","13213",3,2.50712022142886e-06
"252",7974,111,2012,"AL","13285",4,3.32453163582748e-06
"253",7974,111,2012,"AL","13295",35,2.90647462896775e-05
"254",7974,111,2012,"AL","47051",1,8.33275004083048e-07
"255",7974,111,2012,"AL","47103",6,4.99965002449829e-06
"256",7974,111,2013,"AL","01007",1,8.3113290895687e-07
"257",7974,111,2013,"AL","01009",3,2.49126396768665e-06
"258",7974,111,2013,"AL","01015",22,1.82813660650779e-05
"259",7974,111,2013,"AL","01019",3,2.49126396768665e-06
"260",7974,111,2013,"AL","01029",3,2.49339872687061e-06
"261",7974,111,2013,"AL","01033",255,0.000211757437253365
"262",7974,111,2013,"AL","01043",35,2.90846707087279e-05
"263",7974,111,2013,"AL","01055",21,1.74388477738065e-05
"264",7974,111,2013,"AL","01059",1,8.30421322562215e-07
"265",7974,111,2013,"AL","01077",21,1.74930677227023e-05
"266",7974,111,2013,"AL","01079",204,0.000169405949802692
"267",7974,111,2013,"AL","01083",3,2.49411764920748e-06
"268",7974,111,2013,"AL","01103",30,2.49339872687061e-05
"269",7974,111,2013,"AL","01111",1,8.3113290895687e-07
"270",7974,111,2013,"AL","01115",11,9.13534613457902e-06
"271",7974,111,2013,"AL","01121",11,9.14246199852557e-06
"272",7974,111,2013,"AL","13015",7,5.83490875869818e-06
"273",7974,111,2013,"AL","13047",1,8.33275004083048e-07
"274",7974,111,2013,"AL","13213",10,8.33275004083048e-06
"275",7974,111,2013,"AL","13313",4,3.33310001633219e-06
"276",7974,111,2013,"AL","47055",10,8.33275004083048e-06
"277",7974,111,2013,"AL","47099",3,2.49982501224914e-06
"278",7974,111,2014,"AL","01009",4,3.32775933644479e-06
"279",7974,111,2014,"AL","01019",62,5.15295287689313e-05
"280",7974,111,2014,"AL","01033",2,1.66568946218219e-06
"281",7974,111,2014,"AL","01037",3,2.49339872687061e-06
"282",7974,111,2014,"AL","01049",7,5.81366084433016e-06
"283",7974,111,2014,"AL","01055",2,1.66226581791374e-06
"284",7974,111,2014,"AL","01071",32,2.65936381793346e-05
"285",7974,111,2014,"AL","01077",1,8.32844731091093e-07
"286",7974,111,2014,"AL","01081",2,1.66226581791374e-06
"287",7974,111,2014,"AL","01083",32,2.66648001306575e-05
"288",7974,111,2014,"AL","01089",110,9.14350312541561e-05
"289",7974,111,2014,"AL","01095",67,5.57029304681781e-05
"290",7974,111,2014,"AL","01123",1,8.3113290895687e-07
"291",7974,111,2014,"AL","01127",1,8.30421322562215e-07
"292",7974,111,2014,"AL","13015",7,5.81793036269809e-06
"293",7974,111,2014,"AL","13083",1,8.30421322562215e-07
"294",7974,111,2014,"AL","13115",7,5.81793036269809e-06
"295",7974,111,2014,"AL","13143",11,9.13463454818437e-06
"296",7974,111,2014,"AL","13199",5,4.1677919704987e-06
"297",7974,111,2014,"AL","13223",1,8.30421322562215e-07
"298",7974,111,2014,"AL","13233",4,3.32168529024886e-06
"299",7974,111,2014,"AL","47055",13,1.08325750530796e-05
"300",7974,111,2015,"AL","01015",3,2.49339872687061e-06
"301",7974,111,2015,"AL","01017",2,1.66226581791374e-06
"302",7974,111,2015,"AL","01027",2,1.66084264512443e-06
"303",7974,111,2015,"AL","01033",44,3.65385381927375e-05
"304",7974,111,2015,"AL","01043",3,2.4919755540813e-06
"305",7974,111,2015,"AL","01071",80,6.66620003266438e-05
"306",7974,111,2015,"AL","01077",29,2.41107551695126e-05
"307",7974,111,2015,"AL","01079",1,8.3113290895687e-07
"308",7974,111,2015,"AL","01103",14,1.16358607253962e-05
"309",7974,111,2015,"AL","01117",12,9.97473068227158e-06
"310",7974,111,2015,"AL","01121",7,5.81849825009266e-06
"311",7974,111,2015,"AL","01127",1,8.30421322562215e-07
"312",7974,111,2015,"AL","01133",2,1.66226581791374e-06
"313",7974,111,2015,"AL","13083",1,8.33275004083048e-07
"314",7974,111,2015,"AL","13295",2,1.6665500081661e-06
"315",7974,111,2015,"AL","47051",1,8.33275004083048e-07
"316",7974,111,2015,"AL","47099",20,1.6665500081661e-05
"317",7974,111,2015,"AL","47181",2,1.6665500081661e-06
"318",7974,111,2016,"AL","01019",86,7.14760069975015e-05
"319",7974,111,2016,"AL","01043",4,3.32453163582748e-06
"320",7974,111,2016,"AL","01049",13,1.08047278164393e-05
"321",7974,111,2016,"AL","01055",6,4.98679745374122e-06
"322",7974,111,2016,"AL","01077",2,1.6665500081661e-06
"323",7974,111,2016,"AL","01083",139,0.000115428563836148
"324",7974,111,2016,"AL","01089",30,2.49126396768665e-05
"325",7974,111,2016,"AL","01093",2,1.66084264512443e-06
"326",7974,111,2016,"AL","01095",2,1.66226581791374e-06
"327",7974,111,2016,"AL","01103",130,0.000107957618278667
"328",7974,111,2016,"AL","01115",3,2.49126396768665e-06
"329",7974,111,2016,"AL","13015",1,8.3355839409974e-07
"330",7974,111,2016,"AL","13055",2,1.66226581791374e-06
"331",7974,111,2016,"AL","13115",81,6.73217656255065e-05
"332",7974,111,2016,"AL","13129",4,3.33137892436437e-06
"333",7974,111,2016,"AL","13233",2,1.66226581791374e-06
"334",7974,111,2016,"AL","47099",3,2.49982501224914e-06
"335",7974,111,2017,"AL","01033",2,1.66568946218219e-06
"336",7974,111,2017,"AL","01049",8,6.64337058049772e-06
"337",7974,111,2017,"AL","01071",12,9.97641241497366e-06
"338",7974,111,2017,"AL","01073",1,8.30421322562215e-07
"339",7974,111,2017,"AL","01079",13,1.08047278164393e-05
"340",7974,111,2017,"AL","01089",91,7.57131189760282e-05
"341",7974,111,2017,"AL","01095",19,1.57933235802633e-05
"342",7974,111,2017,"AL","01121",33,2.74039036445531e-05
"343",7974,111,2017,"AL","01127",2,1.66084264512443e-06
"344",7974,111,2017,"AL","01133",1,8.30421322562215e-07
"345",7974,111,2017,"AL","13045",1,8.3355839409974e-07
"346",7974,111,2017,"AL","47051",1,8.34084008941381e-07
"347",7974,111,2017,"AL","47103",10,8.34084008941381e-06
"348",7974,111,2017,"AL","47181",2,1.67141348095257e-06
"349",7974,121,2012,"AL","01017",45,3.74009809030592e-05
"350",7974,121,2012,"AL","01019",4,3.32168529024886e-06
"351",7974,121,2012,"AL","01027",7,5.81294925793551e-06
"352",7974,121,2012,"AL","01033",372,0.000308916731993144
"353",7974,121,2012,"AL","01037",4,3.32775933644479e-06
"354",7974,121,2012,"AL","01043",24,1.99301117414932e-05
"355",7974,121,2012,"AL","01049",121,0.000100480980030028
"356",7974,121,2012,"AL","01059",149,0.000123822436947497
"357",7974,121,2012,"AL","01071",637,0.00052976314489036
"358",7974,121,2012,"AL","01073",1,8.3113290895687e-07
"359",7974,121,2012,"AL","01077",281,0.000233348391639982
"360",7974,121,2012,"AL","01081",9,7.48019618061183e-06
"361",7974,121,2012,"AL","01083",220,0.00018332050089827
"362",7974,121,2012,"AL","01089",756,0.000629955903086784
"363",7974,121,2012,"AL","01093",34,2.82585189045336e-05
"364",7974,121,2012,"AL","01095",36,2.98951676122397e-05
"365",7974,121,2012,"AL","01115",24,1.99494613645432e-05
"366",7974,121,2012,"AL","01117",139,0.000115543479512
"367",7974,121,2012,"AL","01121",36,2.99241920468147e-05
"368",7974,121,2012,"AL","01123",1,8.3113290895687e-07
"369",7974,121,2012,"AL","01127",30,2.49226018863916e-05
"370",7974,121,2012,"AL","01133",1,8.30421322562215e-07
"371",7974,121,2012,"AL","13047",6,4.99965002449829e-06
"372",7974,121,2012,"AL","13055",250,0.000207605330640554
"373",7974,121,2012,"AL","13083",8,6.66620003266438e-06
"374",7974,121,2012,"AL","13123",2,1.67141348095257e-06
"375",7974,121,2012,"AL","13129",11,9.19277414523915e-06
"376",7974,121,2012,"AL","13213",106,8.85849144904863e-05
"377",7974,121,2012,"AL","13295",269,0.00022370580178109
"378",7974,121,2012,"AL","47051",4,3.33310001633219e-06
"379",7974,121,2012,"AL","47103",256,0.00021331840104526
"380",7974,121,2013,"AL","01007",2,1.66226581791374e-06
"381",7974,121,2013,"AL","01009",15,1.24563198384332e-05
"382",7974,121,2013,"AL","01015",85,7.05922166953402e-05
"383",7974,121,2013,"AL","01019",12,9.96505587074658e-06
"384",7974,121,2013,"AL","01029",1,8.3113290895687e-07
"385",7974,121,2013,"AL","01033",243,0.000201792381382618
"386",7974,121,2013,"AL","01043",318,0.000264214874680926
"387",7974,121,2013,"AL","01055",44,3.65385381927375e-05
"388",7974,121,2013,"AL","01059",24,1.99301117414932e-05
"389",7974,121,2013,"AL","01077",513,0.000427381612967458
"390",7974,121,2013,"AL","01079",551,0.000457562148731781
"391",7974,121,2013,"AL","01083",65,5.41428994947523e-05
"392",7974,121,2013,"AL","01103",163,0.00013547466415997
"393",7974,121,2013,"AL","01111",11,9.14246199852557e-06
"394",7974,121,2013,"AL","01115",39,3.24006633078195e-05
"395",7974,121,2013,"AL","01121",189,0.000157084119792848
"396",7974,121,2013,"AL","01125",2,1.66226581791374e-06
"397",7974,121,2013,"AL","13015",153,0.00012753443429726
"398",7974,121,2013,"AL","13047",22,1.8332050089827e-05
"399",7974,121,2013,"AL","13057",1,8.3355839409974e-07
"400",7974,121,2013,"AL","13129",2,1.6665500081661e-06
"401",7974,121,2013,"AL","13143",2,1.66084264512443e-06
"402",7974,121,2013,"AL","13213",44,3.66641001796541e-05
"403",7974,121,2013,"AL","13233",45,3.73689595152997e-05
"404",7974,121,2013,"AL","13295",32,2.66648001306575e-05
"405",7974,121,2013,"AL","13313",49,4.08304752000693e-05
"406",7974,121,2013,"AL","47055",26,2.16651501061592e-05
"407",7974,121,2013,"AL","47099",136,0.000113325400555294
"408",7974,121,2014,"AL","01007",15,1.24669936343531e-05
"409",7974,121,2014,"AL","01009",92,7.65384647382301e-05
"410",7974,121,2014,"AL","01017",39,3.24141834493179e-05
"411",7974,121,2014,"AL","01019",400,0.000332451028823564
"412",7974,121,2014,"AL","01021",4,3.32453163582748e-06
"413",7974,121,2014,"AL","01033",206,0.000171566014604765
"414",7974,121,2014,"AL","01037",1,8.3113290895687e-07
"415",7974,121,2014,"AL","01043",37,3.07817738621143e-05
"416",7974,121,2014,"AL","01049",274,0.000227626525440563
"417",7974,121,2014,"AL","01055",36,2.99207847224473e-05
"418",7974,121,2014,"AL","01057",14,1.16358607253962e-05
"419",7974,121,2014,"AL","01071",149,0.000123821462834083
"420",7974,121,2014,"AL","01077",9,7.49560257981984e-06
"421",7974,121,2014,"AL","01081",6,4.98679745374122e-06
"422",7974,121,2014,"AL","01083",486,0.000404971651984361
"423",7974,121,2014,"AL","01089",576,0.000478787072749036
"424",7974,121,2014,"AL","01095",241,0.000200448352890187
"425",7974,121,2014,"AL","01117",5,4.1549529583897e-06
"426",7974,121,2014,"AL","01123",4,3.32453163582748e-06
"427",7974,121,2014,"AL","01125",1,8.3113290895687e-07
"428",7974,121,2014,"AL","01127",8,6.64337058049772e-06
"429",7974,121,2014,"AL","01133",18,1.49475838061199e-05
"430",7974,121,2014,"AL","13015",243,0.000201965296876519
"431",7974,121,2014,"AL","13077",7,5.82991311763765e-06
"432",7974,121,2014,"AL","13083",2,1.66084264512443e-06
"433",7974,121,2014,"AL","13115",39,3.24141834493179e-05
"434",7974,121,2014,"AL","13143",17,1.41171624835577e-05
"435",7974,121,2014,"AL","13199",10,8.33487027798876e-06
"436",7974,121,2014,"AL","13233",207,0.000171980469378553
"437",7974,121,2014,"AL","13295",6,4.98252793537329e-06
"438",7974,121,2014,"AL","47055",221,0.000184153775902354
"439",7974,121,2014,"AL","47103",4,3.33310001633219e-06
"440",7974,121,2015,"AL","01015",155,0.000128825600888315
"441",7974,121,2015,"AL","01017",5,4.15210661281108e-06
"442",7974,121,2015,"AL","01027",2,1.66084264512443e-06
"443",7974,121,2015,"AL","01033",33,2.74039036445531e-05
"444",7974,121,2015,"AL","01043",41,3.40629291257332e-05
"445",7974,121,2015,"AL","01059",1,8.30421322562215e-07
"446",7974,121,2015,"AL","01071",22,1.8332050089827e-05
"447",7974,121,2015,"AL","01077",427,0.000355654327941336
