"","NVC_Class","CDL_Class","CDLYear","State","FIPS","Mismatch_NCells","Mismatch_PctTile"
"125",7970,176,2012,"AL","01073",16,1.32967033705206e-05
"126",7970,176,2012,"AL","01077",4,3.33310001633219e-06
"127",7970,176,2012,"AL","01081",1,8.3113290895687e-07
"128",7970,176,2012,"AL","01089",1,8.31227556855965e-07
"129",7970,176,2012,"AL","01095",2,1.66387966822239e-06
"130",7970,176,2012,"AL","01103",1,8.3113290895687e-07
"131",7970,176,2012,"AL","01111",1,8.3113290895687e-07
"132",7970,176,2012,"AL","01115",4,3.32168529024886e-06
"133",7970,176,2012,"AL","01117",10,8.31289388877636e-06
"134",7970,176,2012,"AL","01123",2,1.66226581791374e-06
"135",7970,176,2012,"AL","01125",2,1.66084264512443e-06
"136",7970,176,2012,"AL","01127",39,3.23928358574783e-05
"137",7970,176,2012,"AL","13015",1,8.32844731091093e-07
"138",7970,176,2012,"AL","13067",41,3.41758941580894e-05
"139",7970,176,2012,"AL","13083",1,8.30421322562215e-07
"140",7970,176,2012,"AL","13097",2,1.66568946218219e-06
"141",7970,176,2012,"AL","13123",14,1.1699894366668e-05
"142",7970,176,2012,"AL","13129",1,8.33275004083048e-07
"143",7970,176,2012,"AL","13145",30,2.50067518229922e-05
"144",7970,176,2012,"AL","13199",139,0.000115863903116855
"145",7970,176,2012,"AL","13285",88,7.33410112550628e-05
"146",7970,176,2013,"AL","01071",13,1.08325750530796e-05
"147",7970,176,2013,"AL","01081",2,1.66226581791374e-06
"148",7970,176,2013,"AL","01103",1,8.3113290895687e-07
"149",7970,176,2013,"AL","13285",1,8.3113290895687e-07
"150",7970,176,2013,"AL","47103",7,5.83292502858133e-06
"151",7970,190,2012,"AL","01049",3,2.4919755540813e-06
"152",7970,190,2012,"AL","01071",3,2.49982501224914e-06
"153",7972,37,2012,"AL","01123",2,1.66226581791374e-06
"154",7972,61,2012,"AL","01087",1,8.3113290895687e-07
"155",7972,131,2012,"AL","01123",1,8.3113290895687e-07
"156",7972,176,2012,"AL","01087",2,1.66226581791374e-06
"157",7972,176,2012,"AL","01123",33,2.74273859955767e-05
"158",7972,176,2013,"AL","01123",2,1.66226581791374e-06
"159",7973,111,2012,"AL","01049",1,8.3113290895687e-07
"160",7973,111,2012,"AL","13213",1,8.33275004083048e-07
"161",7973,111,2012,"AL","13295",1,8.33275004083048e-07
"162",7973,111,2013,"AL","01071",8,6.66620003266438e-06
"163",7973,111,2015,"AL","01009",1,8.31227556855965e-07
"164",7973,121,2012,"AL","01019",5,4.15566454478435e-06
"165",7973,121,2012,"AL","01049",8,6.64906327165496e-06
"166",7973,121,2012,"AL","01077",8,6.66620003266438e-06
"167",7973,121,2012,"AL","13295",1,8.33275004083048e-07
"168",7973,121,2012,"AL","47099",1,8.33275004083048e-07
"169",7973,121,2013,"AL","01043",1,8.3113290895687e-07
"170",7973,121,2014,"AL","01071",1,8.30421322562215e-07
"171",7973,122,2012,"AL","01049",1,8.30421322562215e-07
"172",7973,122,2012,"AL","01121",1,8.31227556855965e-07
"173",7973,122,2013,"AL","01071",1,8.30421322562215e-07
"174",7973,131,2012,"AL","01121",1,8.30421322562215e-07
"175",7973,131,2013,"AL","01115",1,8.3113290895687e-07
"176",7973,131,2014,"AL","01089",1,8.31227556855965e-07
"177",7973,131,2015,"AL","01009",6,4.99163900466718e-06
"178",7973,131,2015,"AL","01019",1,8.30421322562215e-07
"179",7973,131,2017,"AL","01015",1,8.3113290895687e-07
"180",7973,131,2017,"AL","01019",1,8.3113290895687e-07
"181",7973,141,2012,"AL","01019",31,2.5765120177663e-05
"182",7973,141,2012,"AL","01049",34,2.8255672558955e-05
"183",7973,141,2012,"AL","01071",1,8.31227556855965e-07
"184",7973,141,2012,"AL","01073",1,8.3113290895687e-07
"185",7973,141,2012,"AL","01077",11,9.16602504491352e-06
"186",7973,141,2012,"AL","01095",1,8.31939834111197e-07
"187",7973,141,2012,"AL","01103",1,8.30421322562215e-07
"188",7973,141,2012,"AL","13047",2,1.6665500081661e-06
"189",7973,141,2012,"AL","13213",3,2.49982501224914e-06
"190",7973,141,2012,"AL","13233",1,8.3113290895687e-07
"191",7973,141,2012,"AL","13295",8,6.66620003266438e-06
"192",7973,141,2012,"AL","13313",8,6.66620003266438e-06
"193",7973,141,2013,"AL","01019",4,3.32453163582748e-06
"194",7973,141,2013,"AL","01049",2,1.66155423151909e-06
"195",7973,141,2013,"AL","01077",3,2.49982501224914e-06
"196",7973,141,2013,"AL","13213",1,8.35706740476286e-07
"197",7973,141,2013,"AL","13295",24,1.99986000979931e-05
"198",7973,141,2014,"AL","01007",1,8.3113290895687e-07
"199",7973,141,2014,"AL","01019",7,5.81793036269809e-06
"200",7973,141,2014,"AL","01049",6,4.98608586734657e-06
"201",7973,141,2014,"AL","01051",1,8.3113290895687e-07
"202",7973,141,2014,"AL","01073",1,8.30421322562215e-07
"203",7973,141,2014,"AL","01117",1,8.31227556855965e-07
"204",7973,141,2014,"AL","13295",8,6.66620003266438e-06
"205",7973,141,2014,"AL","13313",1,8.33275004083048e-07
"206",7973,141,2015,"AL","01019",4,3.32453163582748e-06
"207",7973,141,2015,"AL","01049",8,6.64906327165496e-06
"208",7973,141,2015,"AL","01117",1,8.30421322562215e-07
"209",7973,141,2016,"AL","01049",3,2.49339872687061e-06
"210",7973,141,2016,"AL","01071",1,8.30421322562215e-07
"211",7973,141,2017,"AL","01019",1,8.3113290895687e-07
"212",7973,141,2017,"AL","01071",1,8.30421322562215e-07
"213",7973,142,2012,"AL","01019",3,2.49339872687061e-06
"214",7973,142,2012,"AL","01049",7,5.81650718990878e-06
"215",7973,142,2012,"AL","01051",1,8.3113290895687e-07
"216",7973,142,2012,"AL","01073",8,6.64906327165496e-06
"217",7973,142,2012,"AL","01077",3,2.49982501224914e-06
"218",7973,142,2012,"AL","01117",1,8.31227556855965e-07
"219",7973,142,2012,"AL","01127",1,8.30421322562215e-07
"220",7973,142,2012,"AL","13047",2,1.6665500081661e-06
"221",7973,142,2012,"AL","13115",2,1.66084264512443e-06
"222",7973,142,2012,"AL","13233",1,8.3113290895687e-07
"223",7973,142,2012,"AL","13295",1,8.33275004083048e-07
"224",7973,142,2012,"AL","13313",1,8.33275004083048e-07
"225",7973,142,2013,"AL","01049",1,8.3113290895687e-07
"226",7973,142,2013,"AL","13115",2,1.66084264512443e-06
"227",7973,142,2013,"AL","13295",4,3.33310001633219e-06
"228",7973,142,2014,"AL","01019",2,1.66226581791374e-06
"229",7973,142,2014,"AL","01077",1,8.33275004083048e-07
"230",7973,142,2014,"AL","01127",1,8.30421322562215e-07
"231",7973,142,2014,"AL","13213",1,8.33275004083048e-07
"232",7973,142,2014,"AL","13295",1,8.33275004083048e-07
"233",7973,142,2015,"AL","01019",1,8.3113290895687e-07
"234",7973,142,2015,"AL","01049",2,1.66155423151909e-06
"235",7973,142,2015,"AL","01051",3,2.49339872687061e-06
"236",7973,142,2015,"AL","01117",1,8.31227556855965e-07
"237",7973,142,2016,"AL","01019",1,8.3113290895687e-07
"238",7973,142,2016,"AL","13295",1,8.33275004083048e-07
"239",7973,142,2017,"AL","01073",1,8.3113290895687e-07
"240",7973,143,2012,"AL","01019",8,6.64906327165496e-06
"241",7973,143,2012,"AL","01049",20,1.66219465927427e-05
"242",7973,143,2012,"AL","01077",1,8.33275004083048e-07
"243",7973,143,2012,"AL","13295",1,8.33275004083048e-07
"244",7973,143,2012,"AL","13313",2,1.6665500081661e-06
"245",7973,143,2013,"AL","01019",1,8.3113290895687e-07
"246",7973,143,2013,"AL","13295",21,1.7498775085744e-05
"247",7973,143,2014,"AL","01019",1,8.3113290895687e-07
"248",7973,143,2014,"AL","01049",3,2.49339872687061e-06
"249",7973,143,2014,"AL","13313",1,8.33275004083048e-07
"250",7973,143,2016,"AL","13295",1,8.33275004083048e-07
"251",7973,143,2017,"AL","01019",1,8.3113290895687e-07
"252",7973,152,2012,"AL","01007",1,8.3113290895687e-07
"253",7973,152,2012,"AL","01019",14,1.16358607253962e-05
"254",7973,152,2012,"AL","01043",2,1.66084264512443e-06
"255",7973,152,2012,"AL","01049",23,1.91117873876401e-05
"256",7973,152,2012,"AL","01073",3,2.49339872687061e-06
"257",7973,152,2012,"AL","01117",2,1.66245511371193e-06
"258",7973,152,2012,"AL","01125",1,8.30421322562215e-07
"259",7973,152,2012,"AL","13213",5,4.16880675680848e-06
"260",7973,152,2012,"AL","13295",25,2.08318751020762e-05
"261",7973,152,2012,"AL","13313",10,8.33275004083048e-06
"262",7973,152,2013,"AL","01019",1,8.3113290895687e-07
"263",7973,152,2013,"AL","01043",1,8.30421322562215e-07
"264",7973,152,2013,"AL","01049",8,6.64621692607634e-06
"265",7973,152,2013,"AL","01071",1,8.31227556855965e-07
"266",7973,152,2013,"AL","01073",6,4.98323952176795e-06
"267",7973,152,2013,"AL","01095",1,8.31227556855965e-07
"268",7973,152,2013,"AL","01127",2,1.66155423151909e-06
"269",7973,152,2013,"AL","13213",3,2.49982501224914e-06
"270",7973,152,2013,"AL","13295",2,1.6665500081661e-06
"271",7973,152,2013,"AL","13313",2,1.6665500081661e-06
"272",7973,152,2014,"AL","01007",4,3.32453163582748e-06
"273",7973,152,2014,"AL","01019",6,4.98679745374122e-06
"274",7973,152,2014,"AL","01043",1,8.30421322562215e-07
"275",7973,152,2014,"AL","01049",8,6.64764009886565e-06
"276",7973,152,2014,"AL","01051",1,8.3113290895687e-07
