"","NVC_Class","CDL_Class","CDLYear","State","Mismatch_NCells","Mismatch_PctTile"
"424",7990,2,2014,"AL",24,1.00001994350175
"425",7990,2,2015,"AL",15,1.00001246272412
"426",7990,2,2016,"AL",21,1.00001747023093
"427",7990,2,2017,"AL",1,1.00000083042132
"428",7990,4,2014,"AL",3,1.00000249440104
"429",7990,4,2015,"AL",2,1.00000166226582
"430",7990,5,2012,"AL",131,1.00010878761666
"431",7990,5,2013,"AL",42,1.00003490117915
"432",7990,5,2014,"AL",15,1.00001245945691
"433",7990,5,2015,"AL",11,1.00000913748089
"434",7990,5,2016,"AL",54,1.00004499399654
"435",7990,5,2017,"AL",20,1.00001660842645
"436",7990,10,2012,"AL",248,1.00020595208526
"437",7990,10,2013,"AL",55,1.00004576542191
"438",7990,10,2014,"AL",54,1.00004486199997
"439",7990,10,2015,"AL",7,1.00000581721878
"440",7990,10,2016,"AL",29,1.00002415997934
"441",7990,10,2017,"AL",9,1.0000074737919
"442",7990,12,2013,"AL",8,1.0000066770679
"443",7990,24,2012,"AL",1,1.00000083355839
"444",7990,24,2015,"AL",1,1.00000083042132
"445",7990,24,2017,"AL",2,1.00000166711679
"446",7990,26,2012,"AL",24,1.00001993011174
"447",7990,26,2013,"AL",22,1.00001832727948
"448",7990,26,2014,"AL",4,1.00000332239688
"449",7990,26,2016,"AL",3,1.00000249982501
"450",7990,27,2015,"AL",96,1.00007978875926
"451",7990,27,2017,"AL",1,1.00000083284473
"452",7990,28,2013,"AL",12,1.00000997359491
"453",7990,28,2015,"AL",11,1.00000914103883
"454",7990,29,2012,"AL",14,1.0000116266101
"455",7990,29,2014,"AL",1,1.00000083113291
"456",7990,29,2016,"AL",12,1.00000999930005
"457",7990,36,2013,"AL",3,1.00000249339873
"458",7990,37,2012,"AL",519,1.00043130796014
"459",7990,37,2013,"AL",934,1.00077718168723
"460",7990,37,2014,"AL",673,1.00055919714079
"461",7990,37,2015,"AL",278,1.00023096401999
"462",7990,37,2016,"AL",87,1.00007234071839
"463",7990,37,2017,"AL",60,1.00004984580322
"464",7990,44,2012,"AL",66,1.00005480780729
"465",7990,44,2013,"AL",7,1.0000058185929
"466",7990,46,2012,"AL",4,1.00000332168529
"467",7990,48,2013,"AL",14,1.00001169703236
"468",7990,53,2014,"AL",1,1.00000083355839
"469",7990,59,2012,"AL",26,1.00002159095439
"470",7990,59,2013,"AL",12,1.00000997217173
"471",7990,59,2014,"AL",4,1.00000332767604
"472",7990,59,2015,"AL",8,1.00000665505928
"473",7990,59,2016,"AL",23,1.00001915676405
"474",7990,59,2017,"AL",37,1.00003073942707
"475",7990,61,2012,"AL",906,1.00075262334805
"476",7990,61,2013,"AL",1353,1.00112582990231
"477",7990,61,2014,"AL",309,1.0002569631128
"478",7990,61,2015,"AL",69,1.00005737985154
"479",7990,61,2016,"AL",22,1.00001831809738
"480",7990,61,2017,"AL",24,1.00001996490195
"481",7990,69,2014,"AL",3,1.00000249339873
"482",7990,111,2012,"AL",44,1.00003654946792
"483",7990,111,2013,"AL",18,1.0000149637132
"484",7990,111,2014,"AL",7,1.00000581679584
"485",7990,111,2015,"AL",3,1.00000249197555
"486",7990,121,2012,"AL",409,1.00033977068022
"487",7990,121,2013,"AL",169,1.00014060706469
"488",7990,121,2014,"AL",96,1.00007976149649
"489",7990,121,2015,"AL",9,1.00000747734984
"490",7990,121,2016,"AL",125,1.00010413389543
"491",7990,121,2017,"AL",3,1.00000249126397
"492",7990,122,2012,"AL",8,1.00000664337058
"493",7990,122,2013,"AL",2,1.00000166855147
"494",7990,122,2014,"AL",1,1.00000083113291
"495",7990,122,2015,"AL",1,1.00000083042132
"496",7990,123,2012,"AL",2,1.00000166084265
"497",7990,123,2014,"AL",1,1.000000833275
"498",7990,131,2012,"AL",17,1.00001411716248
"499",7990,131,2013,"AL",9,1.00000747844139
"500",7990,131,2014,"AL",3,1.00000249197555
"501",7990,131,2016,"AL",2,1.00000166369633
"502",7990,131,2017,"AL",7,1.00000582748971
"503",7990,141,2012,"AL",251,1.00020890420424
"504",7990,141,2013,"AL",224,1.00018617036774
"505",7990,141,2014,"AL",362,1.00030080881693
"506",7990,141,2015,"AL",43,1.00003574017841
"507",7990,141,2016,"AL",17,1.00001412974736
"508",7990,141,2017,"AL",29,1.00002411485927
"509",7990,142,2012,"AL",699,1.0005807550748
"510",7990,142,2013,"AL",768,1.00063900318459
"511",7990,142,2014,"AL",409,1.00033985140467
"512",7990,142,2015,"AL",35,1.00002909994282
"513",7990,142,2016,"AL",115,1.00009579045886
"514",7990,142,2017,"AL",102,1.0000849306334
"515",7990,143,2012,"AL",86,1.00007153184291
"516",7990,143,2013,"AL",65,1.00005402538281
"517",7990,143,2014,"AL",172,1.00014289993805
"518",7990,143,2015,"AL",3,1.00000249511055
"519",7990,143,2016,"AL",4,1.00000333095792
"520",7990,143,2017,"AL",2,1.00000166640313
"521",7990,152,2012,"AL",1535,1.00127517944737
"522",7990,152,2013,"AL",1879,1.00156382520164
"523",7990,152,2014,"AL",1329,1.00110430648038
"524",7990,152,2015,"AL",271,1.00022520961533
"525",7990,152,2016,"AL",234,1.0001948412979
"526",7990,152,2017,"AL",125,1.00010392682123
"527",7990,176,2012,"AL",7672,1.00637384165215
"528",7990,176,2013,"AL",4882,1.00406549899807
"529",7990,176,2014,"AL",4975,1.00413357771592
"530",7990,176,2015,"AL",182,1.00015126161742
"531",7990,176,2016,"AL",756,1.00062979114194
"532",7990,176,2017,"AL",99,1.00008225617691
"533",7990,190,2012,"AL",1194,1.00099158714907
"534",7990,190,2013,"AL",1172,1.00097452711707
"535",7990,190,2014,"AL",35,1.00002907899269
"536",7990,190,2015,"AL",25,1.00002076195624
"537",7990,190,2016,"AL",232,1.00019330094365
"538",7990,190,2017,"AL",5,1.00000416223052
"539",7990,195,2012,"AL",100,1.00008305296664
"540",7990,195,2013,"AL",86,1.0000714855746
"541",7990,195,2014,"AL",5,1.0000041646549
"542",7990,195,2015,"AL",5,1.00000415210661
"543",7990,195,2016,"AL",8,1.00000666210514
"544",7990,205,2017,"AL",2,1.00000166568946
"545",7990,238,2012,"AL",21,1.00001743884777
"546",7990,238,2013,"AL",8,1.00000665135239
"547",7990,238,2014,"AL",1,1.00000083355839
"548",7990,240,2012,"AL",3,1.00000249126397
