"Class","NCells","State","County"
"44",28,"AL","Barbour County"
"48",5,"AL","Barbour County"
"53",305,"AL","Barbour County"
"57",156,"AL","Barbour County"
"59",669,"AL","Barbour County"
"61",89316,"AL","Barbour County"
"74",81,"AL","Barbour County"
"111",51975,"AL","Barbour County"
"121",90032,"AL","Barbour County"
"122",16732,"AL","Barbour County"
"123",4486,"AL","Barbour County"
"124",1437,"AL","Barbour County"
"131",364,"AL","Barbour County"
"141",629466,"AL","Barbour County"
"142",862485,"AL","Barbour County"
"143",124537,"AL","Barbour County"
"152",360765,"AL","Barbour County"
"176",147119,"AL","Barbour County"
"190",63872,"AL","Barbour County"
"195",442,"AL","Barbour County"
"225",1447,"AL","Barbour County"
"226",15,"AL","Barbour County"
"236",85,"AL","Barbour County"
"238",954,"AL","Barbour County"
"240",3,"AL","Barbour County"
"1",400,"AL","Bibb County"
"2",189,"AL","Bibb County"
"4",2,"AL","Bibb County"
"5",952,"AL","Bibb County"
"10",1,"AL","Bibb County"
"24",36,"AL","Bibb County"
"26",1140,"AL","Bibb County"
"27",4,"AL","Bibb County"
"28",3,"AL","Bibb County"
"29",4,"AL","Bibb County"
"37",12625,"AL","Bibb County"
"44",1,"AL","Bibb County"
"48",1,"AL","Bibb County"
"59",93,"AL","Bibb County"
"61",814,"AL","Bibb County"
"67",12,"AL","Bibb County"
"74",1,"AL","Bibb County"
"92",12,"AL","Bibb County"
"111",11666,"AL","Bibb County"
"121",65974,"AL","Bibb County"
"122",6437,"AL","Bibb County"
"123",1702,"AL","Bibb County"
"124",358,"AL","Bibb County"
"131",2370,"AL","Bibb County"
"141",592966,"AL","Bibb County"
"142",644814,"AL","Bibb County"
"143",157997,"AL","Bibb County"
"152",128790,"AL","Bibb County"
"176",137295,"AL","Bibb County"
"190",37345,"AL","Bibb County"
"195",121,"AL","Bibb County"
"209",2,"AL","Bibb County"
"229",1,"AL","Bibb County"
"236",1,"AL","Bibb County"
"238",1,"AL","Bibb County"
"1",8258,"AL","Blount County"
"2",6238,"AL","Blount County"
"4",34,"AL","Blount County"
"5",15394,"AL","Blount County"
"10",998,"AL","Blount County"
"12",1,"AL","Blount County"
"24",97,"AL","Blount County"
"26",3167,"AL","Blount County"
"28",1,"AL","Blount County"
"36",7,"AL","Blount County"
"37",42706,"AL","Blount County"
"43",14,"AL","Blount County"
"44",11,"AL","Blount County"
"46",40,"AL","Blount County"
"48",11,"AL","Blount County"
"53",1,"AL","Blount County"
"54",41,"AL","Blount County"
"59",214,"AL","Blount County"
"61",1032,"AL","Blount County"
"111",19268,"AL","Blount County"
"121",86559,"AL","Blount County"
"122",19378,"AL","Blount County"
"123",4557,"AL","Blount County"
"124",1025,"AL","Blount County"
"131",3403,"AL","Blount County"
"141",755551,"AL","Blount County"
"142",168235,"AL","Blount County"
"143",45921,"AL","Blount County"
"152",93126,"AL","Blount County"
"176",605899,"AL","Blount County"
"190",3092,"AL","Blount County"
"195",9,"AL","Blount County"
"222",9,"AL","Blount County"
"229",10,"AL","Blount County"
"236",15,"AL","Blount County"
"1",4899,"AL","Bullock County"
"2",6807,"AL","Bullock County"
"4",65,"AL","Bullock County"
"5",3233,"AL","Bullock County"
"10",3648,"AL","Bullock County"
"24",1205,"AL","Bullock County"
"26",43,"AL","Bullock County"
"27",24,"AL","Bullock County"
"28",345,"AL","Bullock County"
"29",57,"AL","Bullock County"
"36",101,"AL","Bullock County"
"37",31613,"AL","Bullock County"
"44",1749,"AL","Bullock County"
"53",7936,"AL","Bullock County"
"57",219,"AL","Bullock County"
"59",3512,"AL","Bullock County"
"61",18154,"AL","Bullock County"
"74",377,"AL","Bullock County"
"92",6,"AL","Bullock County"
"111",19175,"AL","Bullock County"
"121",60536,"AL","Bullock County"
"122",6568,"AL","Bullock County"
"123",1062,"AL","Bullock County"
"124",264,"AL","Bullock County"
"131",1164,"AL","Bullock County"
"141",380915,"AL","Bullock County"
"142",531874,"AL","Bullock County"
"143",164408,"AL","Bullock County"
"152",251883,"AL","Bullock County"
"176",215642,"AL","Bullock County"
"190",87525,"AL","Bullock County"
"195",1192,"AL","Bullock County"
"225",4,"AL","Bullock County"
"226",1,"AL","Bullock County"
"236",20,"AL","Bullock County"
"238",684,"AL","Bullock County"
"1",5718,"AL","Butler County"
"2",5279,"AL","Butler County"
"4",16,"AL","Butler County"
"5",1922,"AL","Butler County"
"10",3937,"AL","Butler County"
"24",454,"AL","Butler County"
"26",1277,"AL","Butler County"
"27",34,"AL","Butler County"
"28",18,"AL","Butler County"
"29",124,"AL","Butler County"
"37",40883,"AL","Butler County"
"44",11,"AL","Butler County"
"46",275,"AL","Butler County"
"48",1,"AL","Butler County"
"53",4,"AL","Butler County"
"57",1,"AL","Butler County"
"59",50,"AL","Butler County"
"61",13044,"AL","Butler County"
"74",202,"AL","Butler County"
"111",7940,"AL","Butler County"
"121",90115,"AL","Butler County"
"122",9745,"AL","Butler County"
"123",2542,"AL","Butler County"
"124",702,"AL","Butler County"
"131",454,"AL","Butler County"
"141",681965,"AL","Butler County"
"142",898777,"AL","Butler County"
"143",59944,"AL","Butler County"
"152",167930,"AL","Butler County"
"176",178742,"AL","Butler County"
"190",66040,"AL","Butler County"
"195",133,"AL","Butler County"
"229",1,"AL","Butler County"
"236",69,"AL","Butler County"
"238",29,"AL","Butler County"
"241",5,"AL","Butler County"
"1",8426,"AL","Calhoun County"
"2",9891,"AL","Calhoun County"
"4",40,"AL","Calhoun County"
"5",8486,"AL","Calhoun County"
"12",3,"AL","Calhoun County"
"24",93,"AL","Calhoun County"
"26",9975,"AL","Calhoun County"
"37",21398,"AL","Calhoun County"
"43",2,"AL","Calhoun County"
"44",24,"AL","Calhoun County"
"48",2,"AL","Calhoun County"
"53",2,"AL","Calhoun County"
"59",49,"AL","Calhoun County"
"61",821,"AL","Calhoun County"
"111",19240,"AL","Calhoun County"
"121",168739,"AL","Calhoun County"
"122",60577,"AL","Calhoun County"
"123",16856,"AL","Calhoun County"
"124",5514,"AL","Calhoun County"
"131",2777,"AL","Calhoun County"
"141",729317,"AL","Calhoun County"
"142",316192,"AL","Calhoun County"
"143",41095,"AL","Calhoun County"
"152",30233,"AL","Calhoun County"
"176",319877,"AL","Calhoun County"
"190",1614,"AL","Calhoun County"
"195",2,"AL","Calhoun County"
"222",7,"AL","Calhoun County"
"229",2,"AL","Calhoun County"
"236",2,"AL","Calhoun County"
"238",2,"AL","Calhoun County"
"240",1,"AL","Calhoun County"
"1",949,"AL","Chambers County"
"2",1712,"AL","Chambers County"
"5",119,"AL","Chambers County"
"10",18,"AL","Chambers County"
"24",852,"AL","Chambers County"
"26",47,"AL","Chambers County"
"27",3,"AL","Chambers County"
"28",9,"AL","Chambers County"
"29",3,"AL","Chambers County"
"37",17058,"AL","Chambers County"
"42",33,"AL","Chambers County"
"44",3,"AL","Chambers County"
"59",57,"AL","Chambers County"
"61",696,"AL","Chambers County"
"74",1,"AL","Chambers County"
"92",3,"AL","Chambers County"
"111",21805,"AL","Chambers County"
"121",75230,"AL","Chambers County"
"122",21410,"AL","Chambers County"
"123",2962,"AL","Chambers County"
"124",1012,"AL","Chambers County"
"131",745,"AL","Chambers County"
"141",575003,"AL","Chambers County"
"142",568096,"AL","Chambers County"
"143",606,"AL","Chambers County"
"152",81716,"AL","Chambers County"
"176",347849,"AL","Chambers County"
"190",14337,"AL","Chambers County"
"195",12,"AL","Chambers County"
"225",2,"AL","Chambers County"
"226",49,"AL","Chambers County"
"238",3,"AL","Chambers County"
"242",2,"AL","Chambers County"
"1",16604,"AL","Cherokee County"
"2",67526,"AL","Cherokee County"
"4",1,"AL","Cherokee County"
"5",34414,"AL","Cherokee County"
"10",7,"AL","Cherokee County"
"12",5,"AL","Cherokee County"
"24",48,"AL","Cherokee County"
"26",40594,"AL","Cherokee County"
"27",1,"AL","Cherokee County"
"37",16064,"AL","Cherokee County"
"43",5,"AL","Cherokee County"
"44",181,"AL","Cherokee County"
"48",5,"AL","Cherokee County"
"53",16,"AL","Cherokee County"
"58",2,"AL","Cherokee County"
"59",448,"AL","Cherokee County"
"61",5648,"AL","Cherokee County"
"92",1,"AL","Cherokee County"
"111",132499,"AL","Cherokee County"
"121",68050,"AL","Cherokee County"
"122",17004,"AL","Cherokee County"
"123",3070,"AL","Cherokee County"
"124",844,"AL","Cherokee County"
"131",1018,"AL","Cherokee County"
"141",487069,"AL","Cherokee County"
"142",316072,"AL","Cherokee County"
"143",124508,"AL","Cherokee County"
"152",69826,"AL","Cherokee County"
"176",310640,"AL","Cherokee County"
"190",12737,"AL","Cherokee County"
"195",44,"AL","Cherokee County"
"222",6,"AL","Cherokee County"
"225",2,"AL","Cherokee County"
"238",149,"AL","Cherokee County"
"239",391,"AL","Cherokee County"
"1",3107,"AL","Chilton County"
"2",3356,"AL","Chilton County"
"4",4,"AL","Chilton County"
"5",2810,"AL","Chilton County"
"10",72,"AL","Chilton County"
"12",4,"AL","Chilton County"
"24",143,"AL","Chilton County"
"26",1174,"AL","Chilton County"
"27",1,"AL","Chilton County"
"28",2,"AL","Chilton County"
"29",6,"AL","Chilton County"
"37",18948,"AL","Chilton County"
"44",18,"AL","Chilton County"
"48",20,"AL","Chilton County"
"53",34,"AL","Chilton County"
"54",11,"AL","Chilton County"
"57",2,"AL","Chilton County"
"59",393,"AL","Chilton County"
"61",949,"AL","Chilton County"
"67",2254,"AL","Chilton County"
"74",12,"AL","Chilton County"
"92",2,"AL","Chilton County"
"111",22081,"AL","Chilton County"
"121",86709,"AL","Chilton County"
"122",19537,"AL","Chilton County"
"123",5018,"AL","Chilton County"
"124",1365,"AL","Chilton County"
"131",3212,"AL","Chilton County"
"141",730885,"AL","Chilton County"
"142",488256,"AL","Chilton County"
"143",80517,"AL","Chilton County"
"152",194784,"AL","Chilton County"
"176",344671,"AL","Chilton County"
"190",4745,"AL","Chilton County"
"195",41,"AL","Chilton County"
"209",64,"AL","Chilton County"
"229",61,"AL","Chilton County"
"238",6,"AL","Chilton County"
"1",844,"AL","Choctaw County"
"2",1075,"AL","Choctaw County"
"4",3,"AL","Choctaw County"
"5",453,"AL","Choctaw County"
"10",9,"AL","Choctaw County"
"24",13,"AL","Choctaw County"
"26",52,"AL","Choctaw County"
"29",7,"AL","Choctaw County"
"37",1246,"AL","Choctaw County"
"48",4,"AL","Choctaw County"
"61",3114,"AL","Choctaw County"
"74",2,"AL","Choctaw County"
"92",41,"AL","Choctaw County"
"111",25532,"AL","Choctaw County"
"121",78968,"AL","Choctaw County"
"122",4496,"AL","Choctaw County"
"123",1492,"AL","Choctaw County"
"124",395,"AL","Choctaw County"
"131",211,"AL","Choctaw County"
"141",494369,"AL","Choctaw County"
"142",822067,"AL","Choctaw County"
"143",423721,"AL","Choctaw County"
"152",306583,"AL","Choctaw County"
"176",181253,"AL","Choctaw County"
"190",299295,"AL","Choctaw County"
"195",523,"AL","Choctaw County"
"238",1,"AL","Choctaw County"
"1",454,"AL","Clarke County"
"2",1916,"AL","Clarke County"
"4",5,"AL","Clarke County"
"5",206,"AL","Clarke County"
"6",1,"AL","Clarke County"
"10",173,"AL","Clarke County"
"24",7,"AL","Clarke County"
"26",91,"AL","Clarke County"
"27",3,"AL","Clarke County"
"28",2,"AL","Clarke County"
"29",182,"AL","Clarke County"
"37",6979,"AL","Clarke County"
"44",10,"AL","Clarke County"
"48",16,"AL","Clarke County"
"53",1,"AL","Clarke County"
"58",1,"AL","Clarke County"
"59",8,"AL","Clarke County"
"61",1804,"AL","Clarke County"
"67",1,"AL","Clarke County"
"74",58,"AL","Clarke County"
"92",3,"AL","Clarke County"
"111",46403,"AL","Clarke County"
"121",96092,"AL","Clarke County"
"122",8039,"AL","Clarke County"
"123",3512,"AL","Clarke County"
"124",1357,"AL","Clarke County"
"131",985,"AL","Clarke County"
"141",420488,"AL","Clarke County"
"142",1407421,"AL","Clarke County"
"143",533775,"AL","Clarke County"
"152",249595,"AL","Clarke County"
"176",247296,"AL","Clarke County"
"190",579882,"AL","Clarke County"
"195",1823,"AL","Clarke County"
"238",1635,"AL","Clarke County"
"1",552,"AL","Clay County"
"2",59,"AL","Clay County"
"5",1513,"AL","Clay County"
"12",15,"AL","Clay County"
"24",7,"AL","Clay County"
"26",100,"AL","Clay County"
"27",1,"AL","Clay County"
"37",15876,"AL","Clay County"
"44",2,"AL","Clay County"
"48",1,"AL","Clay County"
"59",14,"AL","Clay County"
"61",123,"AL","Clay County"
"74",4,"AL","Clay County"
"111",5135,"AL","Clay County"
"121",58308,"AL","Clay County"
"122",2154,"AL","Clay County"
"123",706,"AL","Clay County"
"124",139,"AL","Clay County"
"131",821,"AL","Clay County"
"141",915397,"AL","Clay County"
"142",496614,"AL","Clay County"
"143",1377,"AL","Clay County"
"152",21805,"AL","Clay County"
"176",226009,"AL","Clay County"
"190",412,"AL","Clay County"
"195",6,"AL","Clay County"
"1",1995,"AL","Cleburne County"
"2",196,"AL","Cleburne County"
"5",937,"AL","Cleburne County"
"24",50,"AL","Cleburne County"
"26",28,"AL","Cleburne County"
"27",3,"AL","Cleburne County"
"28",1,"AL","Cleburne County"
"37",6685,"AL","Cleburne County"
"42",1,"AL","Cleburne County"
"43",3,"AL","Cleburne County"
"44",2,"AL","Cleburne County"
"53",1,"AL","Cleburne County"
"59",15,"AL","Cleburne County"
"61",330,"AL","Cleburne County"
"67",4,"AL","Cleburne County"
"74",20,"AL","Cleburne County"
"111",5529,"AL","Cleburne County"
"121",57645,"AL","Cleburne County"
"122",8982,"AL","Cleburne County"
"123",1965,"AL","Cleburne County"
"124",253,"AL","Cleburne County"
"131",734,"AL","Cleburne County"
"141",762422,"AL","Cleburne County"
"142",472720,"AL","Cleburne County"
"143",8032,"AL","Cleburne County"
"152",42442,"AL","Cleburne County"
"176",244798,"AL","Cleburne County"
"190",954,"AL","Cleburne County"
"195",16,"AL","Cleburne County"
"225",8,"AL","Cleburne County"
"238",2,"AL","Cleburne County"
"240",19,"AL","Cleburne County"
"1",25537,"AL","Coffee County"
"2",72192,"AL","Coffee County"
"4",1170,"AL","Coffee County"
"5",5959,"AL","Coffee County"
"10",50865,"AL","Coffee County"
"24",2236,"AL","Coffee County"
"26",4812,"AL","Coffee County"
"27",112,"AL","Coffee County"
"28",1596,"AL","Coffee County"
"29",4504,"AL","Coffee County"
"37",90180,"AL","Coffee County"
"44",8,"AL","Coffee County"
"53",10,"AL","Coffee County"
"57",65,"AL","Coffee County"
"59",1287,"AL","Coffee County"
"61",99600,"AL","Coffee County"
"74",283,"AL","Coffee County"
"111",14401,"AL","Coffee County"
"121",94607,"AL","Coffee County"
"122",17840,"AL","Coffee County"
"123",4904,"AL","Coffee County"
"124",1892,"AL","Coffee County"
"131",318,"AL","Coffee County"
"141",220829,"AL","Coffee County"
"142",603526,"AL","Coffee County"
"143",201137,"AL","Coffee County"
"152",211146,"AL","Coffee County"
"176",153437,"AL","Coffee County"
"190",66159,"AL","Coffee County"
"195",360,"AL","Coffee County"
"225",9,"AL","Coffee County"
"226",3,"AL","Coffee County"
"236",1713,"AL","Coffee County"
"238",5563,"AL","Coffee County"
"240",297,"AL","Coffee County"
"1",95027,"AL","Colbert County"
"2",9254,"AL","Colbert County"
"4",18,"AL","Colbert County"
"5",17634,"AL","Colbert County"
"6",2,"AL","Colbert County"
"10",9,"AL","Colbert County"
"24",202,"AL","Colbert County"
"26",95595,"AL","Colbert County"
"37",22566,"AL","Colbert County"
"59",67,"AL","Colbert County"
"61",957,"AL","Colbert County"
"92",1,"AL","Colbert County"
"111",94927,"AL","Colbert County"
"121",87585,"AL","Colbert County"
"122",40526,"AL","Colbert County"
"123",12549,"AL","Colbert County"
"124",4398,"AL","Colbert County"
"131",2123,"AL","Colbert County"
"141",739305,"AL","Colbert County"
"142",86888,"AL","Colbert County"
"143",25061,"AL","Colbert County"
"152",159359,"AL","Colbert County"
"176",283463,"AL","Colbert County"
"190",24824,"AL","Colbert County"
"195",301,"AL","Colbert County"
"236",6,"AL","Colbert County"
"1",5575,"AL","Conecuh County"
"2",28879,"AL","Conecuh County"
"4",74,"AL","Conecuh County"
"5",2144,"AL","Conecuh County"
"10",5537,"AL","Conecuh County"
"24",1720,"AL","Conecuh County"
"26",334,"AL","Conecuh County"
"27",161,"AL","Conecuh County"
"28",49,"AL","Conecuh County"
"29",122,"AL","Conecuh County"
"37",38853,"AL","Conecuh County"
"44",10,"AL","Conecuh County"
"46",21,"AL","Conecuh County"
"48",4,"AL","Conecuh County"
"53",2,"AL","Conecuh County"
"54",1,"AL","Conecuh County"
"57",4,"AL","Conecuh County"
"59",125,"AL","Conecuh County"
"61",14711,"AL","Conecuh County"
"74",180,"AL","Conecuh County"
"111",7579,"AL","Conecuh County"
"121",69256,"AL","Conecuh County"
"122",6616,"AL","Conecuh County"
"123",1290,"AL","Conecuh County"
"124",319,"AL","Conecuh County"
"131",1025,"AL","Conecuh County"
"141",460200,"AL","Conecuh County"
"142",1092079,"AL","Conecuh County"
"143",178943,"AL","Conecuh County"
"152",193504,"AL","Conecuh County"
"176",262774,"AL","Conecuh County"
"190",90847,"AL","Conecuh County"
"195",465,"AL","Conecuh County"
"209",4,"AL","Conecuh County"
"226",53,"AL","Conecuh County"
"236",133,"AL","Conecuh County"
"238",452,"AL","Conecuh County"
"239",36,"AL","Conecuh County"
"1",248,"AL","Coosa County"
"2",587,"AL","Coosa County"
"5",785,"AL","Coosa County"
"10",3,"AL","Coosa County"
"26",14,"AL","Coosa County"
"37",2599,"AL","Coosa County"
"59",3,"AL","Coosa County"
"61",381,"AL","Coosa County"
"67",5,"AL","Coosa County"
"74",7,"AL","Coosa County"
"111",51204,"AL","Coosa County"
"121",79238,"AL","Coosa County"
"122",3727,"AL","Coosa County"
"123",469,"AL","Coosa County"
"124",34,"AL","Coosa County"
"131",819,"AL","Coosa County"
"141",889397,"AL","Coosa County"
"142",660330,"AL","Coosa County"
"143",5593,"AL","Coosa County"
"152",40036,"AL","Coosa County"
"176",190227,"AL","Coosa County"
"190",863,"AL","Coosa County"
"195",13,"AL","Coosa County"
"1",14644,"AL","Covington County"
"2",72802,"AL","Covington County"
"4",487,"AL","Covington County"
"5",4766,"AL","Covington County"
"10",28913,"AL","Covington County"
"24",2225,"AL","Covington County"
"26",3035,"AL","Covington County"
"27",72,"AL","Covington County"
"28",120,"AL","Covington County"
"29",924,"AL","Covington County"
"37",75394,"AL","Covington County"
"44",50,"AL","Covington County"
"46",44,"AL","Covington County"
"48",13,"AL","Covington County"
"53",1,"AL","Covington County"
"54",7,"AL","Covington County"
"57",6,"AL","Covington County"
"59",3058,"AL","Covington County"
"61",70273,"AL","Covington County"
"74",2073,"AL","Covington County"
"92",5,"AL","Covington County"
"111",33452,"AL","Covington County"
"121",142448,"AL","Covington County"
"122",19847,"AL","Covington County"
"123",4260,"AL","Covington County"
"124",1599,"AL","Covington County"
"131",883,"AL","Covington County"
"141",301673,"AL","Covington County"
"142",1345742,"AL","Covington County"
"143",236449,"AL","Covington County"
"152",244774,"AL","Covington County"
"176",296299,"AL","Covington County"
"190",102452,"AL","Covington County"
"195",675,"AL","Covington County"
"225",1,"AL","Covington County"
"226",7,"AL","Covington County"
"236",14,"AL","Covington County"
"238",1974,"AL","Covington County"
"239",1,"AL","Covington County"
"240",9,"AL","Covington County"
"241",70,"AL","Covington County"
"1",9607,"AL","Crenshaw County"
"2",3716,"AL","Crenshaw County"
"4",38,"AL","Crenshaw County"
"5",2467,"AL","Crenshaw County"
"10",7038,"AL","Crenshaw County"
"24",1748,"AL","Crenshaw County"
"26",762,"AL","Crenshaw County"
"27",18,"AL","Crenshaw County"
"28",34,"AL","Crenshaw County"
"29",264,"AL","Crenshaw County"
"37",71903,"AL","Crenshaw County"
"42",2,"AL","Crenshaw County"
"44",18,"AL","Crenshaw County"
"48",28,"AL","Crenshaw County"
"53",2,"AL","Crenshaw County"
"57",110,"AL","Crenshaw County"
"59",30,"AL","Crenshaw County"
"61",18472,"AL","Crenshaw County"
"74",288,"AL","Crenshaw County"
"111",8321,"AL","Crenshaw County"
"121",70747,"AL","Crenshaw County"
"122",6368,"AL","Crenshaw County"
"123",956,"AL","Crenshaw County"
"124",245,"AL","Crenshaw County"
"131",319,"AL","Crenshaw County"
"141",550960,"AL","Crenshaw County"
"142",550156,"AL","Crenshaw County"
"143",55492,"AL","Crenshaw County"
"152",145930,"AL","Crenshaw County"
"176",156788,"AL","Crenshaw County"
"190",92555,"AL","Crenshaw County"
"195",189,"AL","Crenshaw County"
"226",1,"AL","Crenshaw County"
"236",11,"AL","Crenshaw County"
"238",438,"AL","Crenshaw County"
"239",1,"AL","Crenshaw County"
"240",5,"AL","Crenshaw County"
"1",14644,"AL","Cullman County"
"2",2144,"AL","Cullman County"
"4",167,"AL","Cullman County"
"5",32053,"AL","Cullman County"
"10",36,"AL","Cullman County"
"13",1,"AL","Cullman County"
"24",812,"AL","Cullman County"
"26",9491,"AL","Cullman County"
"27",247,"AL","Cullman County"
"28",9,"AL","Cullman County"
"29",31,"AL","Cullman County"
"36",2,"AL","Cullman County"
"37",36930,"AL","Cullman County"
"43",15,"AL","Cullman County"
"44",9,"AL","Cullman County"
"46",1510,"AL","Cullman County"
"48",103,"AL","Cullman County"
"54",6,"AL","Cullman County"
"58",1,"AL","Cullman County"
"59",319,"AL","Cullman County"
"61",365,"AL","Cullman County"
"67",3,"AL","Cullman County"
"74",10,"AL","Cullman County"
"111",46930,"AL","Cullman County"
"121",112820,"AL","Cullman County"
"122",45032,"AL","Cullman County"
"123",12961,"AL","Cullman County"
"124",4627,"AL","Cullman County"
"131",2816,"AL","Cullman County"
"141",685055,"AL","Cullman County"
"142",146056,"AL","Cullman County"
"143",53565,"AL","Cullman County"
"152",127212,"AL","Cullman County"
"176",829598,"AL","Cullman County"
"190",3081,"AL","Cullman County"
"195",68,"AL","Cullman County"
"219",47,"AL","Cullman County"
"222",3,"AL","Cullman County"
"229",4,"AL","Cullman County"
"236",73,"AL","Cullman County"
"238",9,"AL","Cullman County"
"1",6199,"AL","Dale County"
"2",62801,"AL","Dale County"
"4",467,"AL","Dale County"
"5",617,"AL","Dale County"
"10",43369,"AL","Dale County"
"24",1569,"AL","Dale County"
"26",84,"AL","Dale County"
"27",161,"AL","Dale County"
"28",536,"AL","Dale County"
"29",766,"AL","Dale County"
"36",2,"AL","Dale County"
"37",63711,"AL","Dale County"
"44",2,"AL","Dale County"
"48",9,"AL","Dale County"
"50",1,"AL","Dale County"
"53",6,"AL","Dale County"
"57",64,"AL","Dale County"
"59",686,"AL","Dale County"
"61",76012,"AL","Dale County"
"74",478,"AL","Dale County"
"111",10224,"AL","Dale County"
"121",81670,"AL","Dale County"
"122",24039,"AL","Dale County"
"123",9220,"AL","Dale County"
"124",3821,"AL","Dale County"
"131",210,"AL","Dale County"
"141",302910,"AL","Dale County"
"142",481973,"AL","Dale County"
"143",62183,"AL","Dale County"
"152",223824,"AL","Dale County"
"176",87936,"AL","Dale County"
"190",68570,"AL","Dale County"
"195",146,"AL","Dale County"
"225",18,"AL","Dale County"
"226",831,"AL","Dale County"
"236",1198,"AL","Dale County"
"238",4403,"AL","Dale County"
"240",4,"AL","Dale County"
"242",4,"AL","Dale County"
"1",18573,"AL","Dallas County"
"2",44392,"AL","Dallas County"
"4",9,"AL","Dallas County"
"5",35938,"AL","Dallas County"
"6",2,"AL","Dallas County"
"10",3952,"AL","Dallas County"
"24",2529,"AL","Dallas County"
"26",11388,"AL","Dallas County"
"27",11,"AL","Dallas County"
"28",6,"AL","Dallas County"
"29",13,"AL","Dallas County"
"37",59823,"AL","Dallas County"
"43",2,"AL","Dallas County"
"44",55,"AL","Dallas County"
"48",228,"AL","Dallas County"
"53",3,"AL","Dallas County"
"54",12,"AL","Dallas County"
"57",401,"AL","Dallas County"
"59",47,"AL","Dallas County"
"61",2914,"AL","Dallas County"
"67",1,"AL","Dallas County"
"74",2204,"AL","Dallas County"
"92",68,"AL","Dallas County"
"111",69730,"AL","Dallas County"
"121",136040,"AL","Dallas County"
"122",21461,"AL","Dallas County"
"123",7041,"AL","Dallas County"
"124",2813,"AL","Dallas County"
"131",1472,"AL","Dallas County"
"141",529479,"AL","Dallas County"
"142",623509,"AL","Dallas County"
"143",101620,"AL","Dallas County"
"152",257507,"AL","Dallas County"
"176",428319,"AL","Dallas County"
"190",490070,"AL","Dallas County"
"195",17364,"AL","Dallas County"
"209",9,"AL","Dallas County"
"222",37,"AL","Dallas County"
"229",154,"AL","Dallas County"
"236",203,"AL","Dallas County"
"238",2718,"AL","Dallas County"
"240",2,"AL","Dallas County"
"1",53614,"AL","DeKalb County"
"2",647,"AL","DeKalb County"
"5",45078,"AL","DeKalb County"
"10",3,"AL","DeKalb County"
