"","NVC_Class","NCells","State"
"993",6103,200652,"CT"
"994",6104,28722,"CT"
"995",6105,249272,"CT"
"996",6106,10507,"CT"
"997",6130,60,"CT"
"998",6190,3642,"CT"
"999",6194,576,"CT"
"1000",6197,5,"CT"
"1001",6208,13029,"CT"
"1002",6209,13058,"CT"
"1003",6212,3023,"CT"
"1004",6213,9108,"CT"
"1005",6220,8741,"CT"
"1006",6228,26032,"CT"
"1007",6230,29550,"CT"
"1008",6233,141,"CT"
"1009",6253,8355,"CT"
"1010",6298,7459,"CT"
"1011",6326,2,"CT"
"1012",6450,1459,"CT"
"1013",6451,4241,"CT"
"1014",6501,105,"CT"
"1015",6503,3690,"CT"
"1016",6504,34,"CT"
"1017",6505,69,"CT"
"1018",6593,2,"CT"
"1019",6594,7388,"CT"
"1020",6613,108129,"CT"
"1021",6630,1471,"CT"
"1022",6827,175,"CT"
"1023",7191,25869,"CT"
"1024",7192,5420,"CT"
"1025",7193,16551,"CT"
"1026",7195,9,"CT"
"1027",7198,362,"CT"
"1028",7199,38,"CT"
"1029",7200,121,"CT"
"1030",7292,2016306,"CT"
"1031",7295,10358,"CT"
"1032",7296,694605,"CT"
"1033",7297,442282,"CT"
"1034",7298,150615,"CT"
"1035",7299,1347619,"CT"
"1036",7905,299956,"CT"
"1037",7906,73115,"CT"
"1038",7907,350231,"CT"
"1039",7908,290869,"CT"
"1040",7909,38081,"CT"
"1041",7930,594017,"CT"
"1042",7931,62032,"CT"
"1043",7932,420704,"CT"
"1044",7933,18292,"CT"
"1045",7934,87290,"CT"
"1046",7952,196935,"CT"
"1047",7953,2885,"CT"
"1048",7954,25951,"CT"
"1049",7970,6932,"CT"
"1050",7971,394,"CT"
"1051",7972,811,"CT"
"1052",7973,3,"CT"
"1053",7974,190401,"CT"
"1054",7975,321740,"CT"
"1055",7976,48010,"CT"
"1056",7977,162169,"CT"
"1057",7978,296,"CT"
"1058",9312,68066,"CT"
"1059",9314,1305,"CT"
"1060",9315,67676,"CT"
"1061",9317,4308,"CT"
"1062",9318,1552,"CT"
"1063",9817,37036,"CT"
"1064",NA,9959708,"CT"
"1065",-9999,7526,"DE"
"1066",6006,5,"DE"
"1067",6015,231647,"DE"
"1068",6028,692,"DE"
"1069",6029,4992,"DE"
"1070",6030,7339,"DE"
"1071",6031,169560,"DE"
"1072",6032,1362,"DE"
"1073",6033,328,"DE"
"1074",6047,3973,"DE"
"1075",6054,23,"DE"
"1076",6097,1,"DE"
"1077",6098,16,"DE"
"1078",6103,3558,"DE"
"1079",6104,691835,"DE"
"1080",6109,15,"DE"
"1081",6112,13236,"DE"
"1082",6113,1721,"DE"
"1083",6115,5,"DE"
"1084",6190,3157,"DE"
"1085",6194,30,"DE"
"1086",6196,1,"DE"
"1087",6220,3911,"DE"
"1088",6222,2,"DE"
"1089",6228,3,"DE"
"1090",6230,34,"DE"
"1091",6253,36912,"DE"
"1092",6254,89381,"DE"
"1093",6255,21959,"DE"
"1094",6256,99,"DE"
"1095",6504,695,"DE"
"1096",6505,6599,"DE"
"1097",6594,7691,"DE"
"1098",7191,12327,"DE"
"1099",7192,2005,"DE"
"1100",7193,808,"DE"
"1101",7195,21,"DE"
"1102",7197,2,"DE"
"1103",7198,234,"DE"
"1104",7199,12,"DE"
"1105",7200,44,"DE"
"1106",7292,1622889,"DE"
"1107",7295,1979,"DE"
"1108",7296,261186,"DE"
"1109",7297,131358,"DE"
"1110",7298,56058,"DE"
"1111",7299,174538,"DE"
"1112",7905,36331,"DE"
"1113",7906,36077,"DE"
"1114",7907,53956,"DE"
"1115",7908,301789,"DE"
"1116",7909,54448,"DE"
"1117",7930,70108,"DE"
"1118",7931,7933,"DE"
"1119",7932,243059,"DE"
"1120",7933,5666,"DE"
"1121",7934,92333,"DE"
"1122",7935,24989,"DE"
"1123",7936,307,"DE"
"1124",7937,14214,"DE"
"1125",7938,37,"DE"
"1126",7939,538,"DE"
"1127",7951,2648,"DE"
"1128",7952,53766,"DE"
"1129",7953,9,"DE"
"1130",7954,31864,"DE"
"1131",7957,1368,"DE"
"1132",7959,18,"DE"
"1133",7970,4456,"DE"
"1134",7971,15,"DE"
"1135",7972,10,"DE"
"1136",7973,102135,"DE"
"1137",7974,1580433,"DE"
"1138",7975,256821,"DE"
"1139",7976,77983,"DE"
"1140",7977,90547,"DE"
"1141",7978,11721,"DE"
"1142",9312,258,"DE"
"1143",9314,213,"DE"
"1144",9315,18696,"DE"
"1145",9317,88,"DE"
"1146",9318,9,"DE"
"1147",9319,20,"DE"
"1148",9320,6549,"DE"
"1149",9321,119789,"DE"
"1150",9322,119349,"DE"
"1151",9323,1472,"DE"
"1152",9324,126029,"DE"
"1153",9817,2134,"DE"
"1154",9823,40154,"DE"
"1155",NA,9568212,"DE"
"1156",-9999,48,"NM"
"1157",6021,1082936,"NM"
"1158",6022,2899100,"NM"
"1159",6023,9587978,"NM"
"1160",6024,763271,"NM"
"1161",6025,1468908,"NM"
"1162",6026,8394110,"NM"
"1163",6027,6256,"NM"
"1164",6040,58,"NM"
"1165",6063,13882,"NM"
"1166",6069,3270,"NM"
"1167",6070,2349021,"NM"
"1168",6071,15372,"NM"
"1169",6072,1361333,"NM"
"1170",6073,79033,"NM"
"1171",6074,227396,"NM"
"1172",6075,21172261,"NM"
"1173",6076,175464,"NM"
"1174",6077,5209356,"NM"
"1175",6078,903829,"NM"
"1176",6079,6801398,"NM"
"1177",6081,1340,"NM"
"1178",6083,3467003,"NM"
"1179",6084,15647371,"NM"
"1180",6100,74576,"NM"
"1181",6117,261817,"NM"
"1182",6145,1902,"NM"
"1183",6149,99359,"NM"
"1184",6151,2038295,"NM"
"1185",6152,1824331,"NM"
"1186",6153,4620992,"NM"
"1187",6155,1987227,"NM"
"1188",6156,234,"NM"
"1189",6157,408983,"NM"
"1190",6159,711581,"NM"
"1191",6160,7986285,"NM"
"1192",6161,61164753,"NM"
"1193",6182,100665,"NM"
"1194",6183,3533719,"NM"
"1195",6234,1,"NM"
"1196",6235,93188,"NM"
"1197",6236,17,"NM"
"1198",6237,74526,"NM"
"1199",6239,77742,"NM"
"1200",6240,224540,"NM"
"1201",6241,1153,"NM"
"1202",6242,179407,"NM"
"1203",6243,49231,"NM"
"1204",6249,53758,"NM"
"1205",6251,284,"NM"
"1206",6252,854,"NM"
"1207",6258,59779,"NM"
"1208",6259,180752,"NM"
"1209",6261,43996366,"NM"
"1210",6262,1885781,"NM"
"1211",6263,9924299,"NM"
"1212",6264,329372,"NM"
"1213",6266,8705328,"NM"
"1214",6267,302985,"NM"
"1215",6268,467769,"NM"
"1216",6269,4037421,"NM"
"1217",6271,206,"NM"
"1218",6272,575116,"NM"
"1219",6273,3802,"NM"
"1220",6274,386,"NM"
"1221",6276,261763,"NM"
"1222",6279,3648336,"NM"
"1223",6281,10599611,"NM"
"1224",6282,18593472,"NM"
"1225",6283,2222,"NM"
"1226",6285,2325428,"NM"
"1227",6286,9491319,"NM"
"1228",6287,1018823,"NM"
"1229",6288,2533603,"NM"
"1230",6289,405142,"NM"
"1231",6290,83572,"NM"
"1232",6291,8424578,"NM"
"1233",6293,2406,"NM"
"1234",6294,2932,"NM"
"1235",6313,157065,"NM"
"1236",6318,369967,"NM"
"1237",6319,1168175,"NM"
"1238",6320,5967505,"NM"
"1239",6322,15794,"NM"
"1240",6331,267425,"NM"
"1241",6427,1322783,"NM"
"1242",6637,203646,"NM"
"1243",6641,3927,"NM"
"1244",6659,1018987,"NM"
"1245",6661,3671,"NM"
"1246",6663,11944,"NM"
"1247",6666,17389843,"NM"
"1248",6667,1170987,"NM"
"1249",6668,267366,"NM"
"1250",6669,652493,"NM"
"1251",6673,185421,"NM"
"1252",6674,70111,"NM"
"1253",6676,7080,"NM"
"1254",6677,20349,"NM"
"1255",6683,503,"NM"
"1256",6684,93959,"NM"
"1257",6689,10,"NM"
"1258",6731,16818,"NM"
"1259",7191,36883,"NM"
"1260",7192,16929,"NM"
"1261",7193,65457,"NM"
"1262",7195,341729,"NM"
"1263",7196,259616,"NM"
"1264",7197,764751,"NM"
"1265",7198,18293,"NM"
"1266",7199,8652,"NM"
"1267",7200,27476,"NM"
"1268",7292,616465,"NM"
"1269",7295,661257,"NM"
"1270",7296,573852,"NM"
"1271",7297,250149,"NM"
"1272",7298,60761,"NM"
"1273",7299,1984155,"NM"
"1274",7735,213,"NM"
"1275",7900,18245,"NM"
"1276",7901,97111,"NM"
"1277",7902,13108,"NM"
"1278",7903,128530,"NM"
"1279",7904,514433,"NM"
"1280",7910,45427,"NM"
"1281",7911,82532,"NM"
"1282",7912,29832,"NM"
"1283",7913,206496,"NM"
"1284",7914,258613,"NM"
"1285",7920,887,"NM"
"1286",7921,108964,"NM"
"1287",7922,81,"NM"
"1288",7923,200681,"NM"
"1289",7924,119335,"NM"
"1290",7925,116,"NM"
"1291",7926,144568,"NM"
"1292",7927,6251,"NM"
"1293",7928,482036,"NM"
"1294",7929,127206,"NM"
"1295",7940,1320,"NM"
"1296",7942,23973,"NM"
"1297",7943,19716,"NM"
"1298",7944,9112,"NM"
"1299",7945,4561,"NM"
"1300",7947,27122,"NM"
"1301",7948,9052,"NM"
"1302",7949,6553,"NM"
"1303",7960,1706,"NM"
"1304",7963,96648,"NM"
"1305",7964,1167275,"NM"
"1306",7965,568541,"NM"
"1307",7966,1524903,"NM"
"1308",7967,565991,"NM"
"1309",7968,2287480,"NM"
"1310",7980,192268,"NM"
"1311",7981,186,"NM"
"1312",7983,83780,"NM"
"1313",7984,298383,"NM"
"1314",7985,561608,"NM"
"1315",7986,1058575,"NM"
"1316",7987,168610,"NM"
"1317",7988,39369,"NM"
"1318",7989,32,"NM"
"1319",9307,666950,"NM"
"1320",9308,44543,"NM"
"1321",9309,99318,"NM"
"1322",9310,4410416,"NM"
"1323",9325,397153,"NM"
"1324",9327,151331,"NM"
"1325",9328,152102,"NM"
"1326",9329,34067,"NM"
"1327",9336,534340,"NM"
"1328",9810,153607,"NM"
"1329",9825,251977,"NM"
"1330",9827,187098,"NM"
"1331",9828,319998,"NM"
"1332",9829,78166,"NM"
"1333",NA,87107323,"NM"
"1334",-9999,350322,"CA"
"1335",6016,22920058,"CA"
"1336",6017,486925,"CA"
"1337",6018,14399819,"CA"
"1338",6022,137723,"CA"
"1339",6025,10483,"CA"
"1340",6059,1527,"CA"
"1341",6060,80937,"CA"
"1342",6067,171998,"CA"
"1343",6068,67,"CA"
"1344",6069,30341,"CA"
"1345",6070,4758,"CA"
"1346",6071,14831,"CA"
"1347",6072,168286,"CA"
"1348",6075,3442,"CA"
"1349",6077,62304,"CA"
"1350",6078,162388,"CA"
"1351",6080,2975110,"CA"
"1352",6081,2755711,"CA"
"1353",6082,664728,"CA"
"1354",6085,50849164,"CA"
"1355",6086,5485946,"CA"
"1356",6087,1478286,"CA"
"1357",6088,7469,"CA"
"1358",6089,863558,"CA"
"1359",6091,108638,"CA"
"1360",6092,39554,"CA"
"1361",6094,180,"CA"
"1362",6095,2746717,"CA"
"1363",6096,8581043,"CA"
"1364",6117,306000,"CA"
"1365",6122,214228,"CA"
"1366",6125,362987,"CA"
"1367",6136,41239,"CA"
"1368",6137,1433182,"CA"
"1369",6138,31258486,"CA"
"1370",6139,214824,"CA"
"1371",6140,562320,"CA"
"1372",6141,5385354,"CA"
"1373",6143,3038668,"CA"
"1374",6144,3360,"CA"
"1375",6145,306895,"CA"
"1376",6147,179,"CA"
"1377",6149,2147892,"CA"
"1378",6151,22871,"CA"
"1379",6152,3241,"CA"
"1380",6153,38846,"CA"
"1381",6154,160295,"CA"
"1382",6181,6217727,"CA"
"1383",6183,1337786,"CA"
"1384",6201,55129,"CA"
"1385",6202,30644,"CA"
"1386",6239,153641,"CA"
"1387",6240,2808263,"CA"
"1388",6241,398,"CA"
"1389",6242,386968,"CA"
"1390",6243,535880,"CA"
"1391",6245,1269087,"CA"
"1392",6249,20942,"CA"
"1393",6257,292909,"CA"
"1394",6258,84519,"CA"
"1395",6259,175167,"CA"
"1396",6261,5202,"CA"
"1397",6266,16192,"CA"
"1398",6270,15699,"CA"
"1399",6271,16373833,"CA"
"1400",6272,33946506,"CA"
"1401",6273,3798,"CA"
"1402",6274,5097951,"CA"
"1403",6276,12916455,"CA"
"1404",6279,395,"CA"
"1405",6281,40805,"CA"
"1406",6282,1150297,"CA"
"1407",6285,3918377,"CA"
"1408",6286,4684838,"CA"
"1409",6287,44129,"CA"
"1410",6288,5525127,"CA"
"1411",6291,2992442,"CA"
"1412",6293,790608,"CA"
"1413",6294,72072,"CA"
"1414",6295,8451,"CA"
"1415",6308,3816123,"CA"
"1416",6313,1406,"CA"
"1417",6316,1408166,"CA"
"1418",6319,7104310,"CA"
"1419",6320,554450,"CA"
"1420",6322,4743962,"CA"
"1421",6330,6401,"CA"
"1422",6331,1879818,"CA"
"1423",6333,48874,"CA"
"1424",6388,88725,"CA"
"1425",6389,143205,"CA"
"1426",6480,56008,"CA"
"1427",6482,285293,"CA"
"1428",6522,12993,"CA"
"1429",6525,2171,"CA"
"1430",6601,365404,"CA"
"1431",6602,328978,"CA"
"1432",6603,63338,"CA"
"1433",6659,5906314,"CA"
"1434",6666,16175,"CA"
"1435",6672,17787421,"CA"
"1436",6673,63590,"CA"
"1437",6674,2476923,"CA"
"1438",6676,35915,"CA"
"1439",6677,1082421,"CA"
"1440",6684,34,"CA"
"1441",6689,224943,"CA"
"1442",6731,857298,"CA"
"1443",7191,339170,"CA"
"1444",7192,332471,"CA"
"1445",7193,441553,"CA"
"1446",7195,3123072,"CA"
"1447",7196,2717578,"CA"
"1448",7197,1903774,"CA"
"1449",7198,18550,"CA"
"1450",7199,17495,"CA"
"1451",7200,51379,"CA"
"1452",7292,22501011,"CA"
"1453",7295,522890,"CA"
"1454",7296,4529495,"CA"
"1455",7297,4982037,"CA"
"1456",7298,1557350,"CA"
"1457",7299,12047300,"CA"
"1458",7735,45374,"CA"
"1459",7900,284052,"CA"
"1460",7901,994681,"CA"
"1461",7902,122237,"CA"
"1462",7903,288648,"CA"
"1463",7904,315592,"CA"
"1464",7910,310874,"CA"
"1465",7911,484565,"CA"
"1466",7912,206339,"CA"
"1467",7913,2594838,"CA"
"1468",7914,2095439,"CA"
"1469",7920,130322,"CA"
"1470",7921,796755,"CA"
"1471",7922,309474,"CA"
"1472",7923,347590,"CA"
"1473",7924,1513522,"CA"
"1474",7925,241970,"CA"
"1475",7926,200887,"CA"
"1476",7927,106521,"CA"
"1477",7928,2080629,"CA"
"1478",7929,2303371,"CA"
"1479",7940,2353,"CA"
"1480",7942,87091,"CA"
"1481",7943,11519,"CA"
"1482",7944,78361,"CA"
"1483",7945,18195,"CA"
"1484",7947,38970,"CA"
"1485",7948,57696,"CA"
"1486",7949,275880,"CA"
"1487",7960,104658,"CA"
"1488",7961,741198,"CA"
"1489",7962,306,"CA"
"1490",7963,334,"CA"
"1491",7964,166084,"CA"
"1492",7965,854623,"CA"
"1493",7966,290655,"CA"
"1494",7967,1709166,"CA"
"1495",7968,10319,"CA"
"1496",7980,11733135,"CA"
"1497",7981,3595176,"CA"
"1498",7982,99389,"CA"
"1499",7983,15641,"CA"
"1500",7984,10835819,"CA"
"1501",7985,3697983,"CA"
"1502",7986,5681966,"CA"
"1503",7987,2310836,"CA"
"1504",7988,923515,"CA"
"1505",7989,12864,"CA"
"1506",9301,31406044,"CA"
"1507",9302,1228662,"CA"
"1508",9307,41511,"CA"
"1509",9308,867944,"CA"
"1510",9309,153253,"CA"
"1511",9310,1413233,"CA"
"1512",9327,42143,"CA"
"1513",9328,488344,"CA"
"1514",9329,421458,"CA"
"1515",9336,797487,"CA"
"1516",9337,5230465,"CA"
"1517",9810,1099866,"CA"
"1518",9827,73255,"CA"
"1519",9828,557375,"CA"
"1520",9829,1643193,"CA"
"1521",NA,492628963,"CA"
"1522",-9999,73512,"NJ"
"1523",6009,1,"NJ"
"1524",6015,12878,"NJ"
"1525",6028,12980,"NJ"
"1526",6029,5462,"NJ"
"1527",6030,72635,"NJ"
"1528",6031,961496,"NJ"
"1529",6032,1767264,"NJ"
"1530",6033,102836,"NJ"
"1531",6034,1652,"NJ"
"1532",6036,1382448,"NJ"
"1533",6043,436105,"NJ"
"1534",6044,2865,"NJ"
"1535",6045,586,"NJ"
"1536",6047,282259,"NJ"
"1537",6052,25,"NJ"
"1538",6055,5,"NJ"
"1539",6097,13726,"NJ"
"1540",6098,19017,"NJ"
"1541",6102,11893,"NJ"
"1542",6103,335790,"NJ"
"1543",6104,1941594,"NJ"
"1544",6105,125012,"NJ"
"1545",6106,25009,"NJ"
"1546",6109,46532,"NJ"
"1547",6112,57744,"NJ"
"1548",6113,292,"NJ"
"1549",6115,20,"NJ"
"1550",6130,52,"NJ"
"1551",6190,22678,"NJ"
"1552",6194,1232,"NJ"
"1553",6196,118,"NJ"
"1554",6197,20,"NJ"
"1555",6199,1,"NJ"
"1556",6206,2,"NJ"
"1557",6208,322,"NJ"
"1558",6209,4494,"NJ"
"1559",6212,574,"NJ"
"1560",6213,2237,"NJ"
"1561",6220,16675,"NJ"
"1562",6222,44159,"NJ"
"1563",6227,11,"NJ"
"1564",6228,5207,"NJ"
"1565",6230,17977,"NJ"
"1566",6232,2179,"NJ"
"1567",6233,27365,"NJ"
"1568",6253,93608,"NJ"
"1569",6254,111878,"NJ"
"1570",6255,25174,"NJ"
"1571",6256,42771,"NJ"
"1572",6298,302196,"NJ"
"1573",6305,58,"NJ"
"1574",6310,60,"NJ"
"1575",6356,23,"NJ"
"1576",6357,7,"NJ"
"1577",6503,857,"NJ"
"1578",6504,983,"NJ"
"1579",6505,5320,"NJ"
"1580",6593,15,"NJ"
"1581",6594,12434,"NJ"
"1582",6606,5,"NJ"
"1583",6613,34624,"NJ"
"1584",6630,77,"NJ"
"1585",6827,63578,"NJ"
"1586",7191,12031,"NJ"
"1587",7192,1429,"NJ"
"1588",7193,3805,"NJ"
"1589",7195,14896,"NJ"
"1590",7196,2546,"NJ"
"1591",7197,8281,"NJ"
"1592",7198,399,"NJ"
"1593",7199,35,"NJ"
"1594",7200,71,"NJ"
"1595",7292,4056867,"NJ"
"1596",7295,29039,"NJ"
"1597",7296,1368331,"NJ"
"1598",7297,812773,"NJ"
"1599",7298,397814,"NJ"
"1600",7299,1810223,"NJ"
"1601",7905,198840,"NJ"
"1602",7906,310640,"NJ"
"1603",7907,587870,"NJ"
"1604",7908,1098527,"NJ"
"1605",7909,124896,"NJ"
"1606",7930,489391,"NJ"
"1607",7931,245391,"NJ"
"1608",7932,375982,"NJ"
"1609",7933,37458,"NJ"
"1610",7934,163631,"NJ"
"1611",7935,212006,"NJ"
"1612",7936,3856,"NJ"
"1613",7937,204550,"NJ"
"1614",7938,833,"NJ"
"1615",7939,15285,"NJ"
"1616",7951,63974,"NJ"
"1617",7952,288562,"NJ"
"1618",7953,1721,"NJ"
"1619",7954,69754,"NJ"
"1620",7957,128016,"NJ"
"1621",7958,65,"NJ"
"1622",7959,2772,"NJ"
"1623",7970,17882,"NJ"
"1624",7971,61,"NJ"
"1625",7972,128509,"NJ"
"1626",7973,6542,"NJ"
"1627",7974,1310258,"NJ"
"1628",7975,164264,"NJ"
"1629",7976,49156,"NJ"
"1630",7977,564309,"NJ"
"1631",7978,37915,"NJ"
"1632",9312,16239,"NJ"
"1633",9314,46649,"NJ"
"1634",9315,689206,"NJ"
"1635",9317,24944,"NJ"
"1636",9318,33187,"NJ"
"1637",9320,3251,"NJ"
"1638",9321,14274,"NJ"
"1639",9322,650,"NJ"
"1640",9323,761,"NJ"
"1641",9324,99741,"NJ"
"1642",9817,188156,"NJ"
"1643",9823,33859,"NJ"
"1644",NA,14086174,"NJ"
"1645",6035,1878149,"WI"
"1646",6036,14798490,"WI"
"1647",6037,310991,"WI"
"1648",6040,7494,"WI"
"1649",6043,27157744,"WI"
"1650",6044,564706,"WI"
"1651",6046,4378348,"WI"
"1652",6048,924205,"WI"
"1653",6049,2125677,"WI"
"1654",6051,34716,"WI"
"1655",6052,97,"WI"
"1656",6056,13393,"WI"
"1657",6098,4783,"WI"
"1658",6101,976329,"WI"
"1659",6102,1298822,"WI"
"1660",6105,10229,"WI"
"1661",6106,11623932,"WI"
"1662",6130,3913542,"WI"
"1663",6163,68286,"WI"
"1664",6164,761,"WI"
"1665",6165,62268,"WI"
"1666",6192,1969,"WI"
"1667",6193,2,"WI"
"1668",6197,32,"WI"
"1669",6208,10,"WI"
"1670",6209,22804,"WI"
"1671",6211,225973,"WI"
"1672",6212,16093,"WI"
"1673",6213,58732,"WI"
"1674",6228,807802,"WI"
"1675",6229,19,"WI"
"1676",6230,470499,"WI"
"1677",6231,1246765,"WI"
"1678",6232,318474,"WI"
"1679",6305,586,"WI"
"1680",6309,19,"WI"
"1681",6310,41,"WI"
"1682",6325,77,"WI"
"1683",6329,51,"WI"
"1684",6437,25636,"WI"
"1685",6450,3860503,"WI"
"1686",6451,814391,"WI"
"1687",6501,13441,"WI"
"1688",6502,54116,"WI"
"1689",6577,197,"WI"
"1690",6593,2307,"WI"
"1691",6609,9451,"WI"
"1692",6613,1013144,"WI"
"1693",6631,258594,"WI"
"1694",7191,139402,"WI"
"1695",7192,47252,"WI"
"1696",7193,341863,"WI"
"1697",7195,25021,"WI"
"1698",7196,7105,"WI"
"1699",7197,22301,"WI"
"1700",7198,30237,"WI"
"1701",7199,13698,"WI"
"1702",7200,56396,"WI"
"1703",7292,32138969,"WI"
"1704",7295,57398,"WI"
"1705",7296,1974229,"WI"
"1706",7297,849724,"WI"
"1707",7298,375611,"WI"
"1708",7299,5116254,"WI"
"1709",7905,956587,"WI"
"1710",7906,242423,"WI"
"1711",7907,557705,"WI"
"1712",7908,1459145,"WI"
"1713",7909,852214,"WI"
"1714",7930,807934,"WI"
"1715",7931,293239,"WI"
"1716",7932,1191732,"WI"
"1717",7933,132116,"WI"
"1718",7934,1723151,"WI"
"1719",7952,442732,"WI"
"1720",7953,12480,"WI"
"1721",7954,206839,"WI"
"1722",7970,26553,"WI"
"1723",7971,186,"WI"
"1724",7972,503,"WI"
"1725",7973,13056,"WI"
"1726",7974,30394879,"WI"
"1727",7975,10171106,"WI"
"1728",7976,37043,"WI"
"1729",7977,6676366,"WI"
"1730",7978,1296309,"WI"
"1731",7979,21,"WI"
"1732",9312,1493566,"WI"
"1733",9314,523058,"WI"
"1734",9315,2930728,"WI"
"1735",9317,279900,"WI"
"1736",9318,684045,"WI"
"1737",9817,4510078,"WI"
"1738",NA,120996778,"WI"
"1739",-9999,35682,"OR"
"1740",6016,132342,"OR"
"1741",6017,18,"OR"
"1742",6018,6877840,"OR"
"1743",6059,5724979,"OR"
"1744",6060,16626715,"OR"
"1745",6065,12227715,"OR"
"1746",6067,7901,"OR"
"1747",6068,346084,"OR"
"1748",6069,1587303,"OR"
"1749",6070,401033,"OR"
"1750",6071,520853,"OR"
"1751",6072,641485,"OR"
"1752",6073,39049,"OR"
"1753",6078,111521,"OR"
"1754",6080,8726712,"OR"
"1755",6081,11242,"OR"
"1756",6082,195811,"OR"
"1757",6085,16073488,"OR"
"1758",6086,166364,"OR"
"1759",6087,1498485,"OR"
"1760",6088,2385372,"OR"
"1761",6089,17490032,"OR"
"1762",6090,10810028,"OR"
"1763",6091,6560722,"OR"
"1764",6092,2810748,"OR"
"1765",6094,2455631,"OR"
"1766",6095,1995025,"OR"
"1767",6096,2773261,"OR"
"1768",6117,961391,"OR"
"1769",6118,1474,"OR"
"1770",6122,1164085,"OR"
"1771",6125,1144170,"OR"
"1772",6138,910017,"OR"
"1773",6140,730,"OR"
"1774",6143,2104,"OR"
"1775",6144,450478,"OR"
"1776",6145,10644397,"OR"
"1777",6146,88075,"OR"
"1778",6147,837559,"OR"
"1779",6149,571858,"OR"
"1780",6153,344,"OR"
"1781",6154,30783,"OR"
"1782",6181,394739,"OR"
"1783",6202,30386,"OR"
"1784",6239,118185,"OR"
"1785",6240,1617683,"OR"
"1786",6241,1334,"OR"
"1787",6242,522956,"OR"
"1788",6243,392869,"OR"
"1789",6245,366126,"OR"
"1790",6246,3825,"OR"
"1791",6257,100183,"OR"
"1792",6258,90352,"OR"
"1793",6259,228917,"OR"
"1794",6281,1771822,"OR"
"1795",6282,4007376,"OR"
"1796",6284,3575115,"OR"
"1797",6285,20482122,"OR"
"1798",6286,28624419,"OR"
"1799",6287,9340168,"OR"
"1800",6288,10847121,"OR"
"1801",6291,1096307,"OR"
"1802",6293,17167,"OR"
"1803",6294,19407,"OR"
"1804",6295,19169,"OR"
"1805",6296,5478,"OR"
"1806",6308,142,"OR"
"1807",6313,232819,"OR"
"1808",6315,443363,"OR"
"1809",6316,606486,"OR"
"1810",6320,1265109,"OR"
"1811",6322,283693,"OR"
"1812",6323,253445,"OR"
"1813",6330,95339,"OR"
"1814",6331,220465,"OR"
"1815",6333,939898,"OR"
"1816",6388,26220,"OR"
"1817",6389,62404,"OR"
"1818",6480,380491,"OR"
"1819",6482,268964,"OR"
"1820",6522,86899,"OR"
"1821",6525,5739,"OR"
"1822",6601,782,"OR"
"1823",6602,9038,"OR"
"1824",6603,173886,"OR"
"1825",6641,826,"OR"
"1826",6659,1576941,"OR"
"1827",6684,86223,"OR"
"1828",6689,378663,"OR"
"1829",6731,24241,"OR"
"1830",7191,2039637,"OR"
"1831",7192,858104,"OR"
"1832",7193,1508709,"OR"
"1833",7195,1017556,"OR"
"1834",7196,1052819,"OR"
"1835",7197,514120,"OR"
"1836",7198,50569,"OR"
"1837",7199,27892,"OR"
"1838",7200,113422,"OR"
"1839",7292,7113330,"OR"
"1840",7295,25650,"OR"
"1841",7296,1057850,"OR"
"1842",7297,530045,"OR"
"1843",7298,238443,"OR"
"1844",7299,2979378,"OR"
"1845",7735,34561,"OR"
"1846",7900,550250,"OR"
"1847",7901,1119101,"OR"
"1848",7902,312915,"OR"
"1849",7903,386800,"OR"
"1850",7904,394824,"OR"
"1851",7920,57382,"OR"
"1852",7921,435854,"OR"
"1853",7922,20021,"OR"
"1854",7923,199038,"OR"
"1855",7924,557203,"OR"
"1856",7942,130495,"OR"
"1857",7943,6575,"OR"
"1858",7944,31539,"OR"
"1859",7960,556273,"OR"
"1860",7961,41033,"OR"
"1861",7962,74001,"OR"
"1862",7963,12810,"OR"
"1863",7964,4088153,"OR"
"1864",7965,3132555,"OR"
"1865",7966,3230738,"OR"
"1866",7967,7729052,"OR"
"1867",7968,3658370,"OR"
"1868",9301,232793,"OR"
"1869",9307,720352,"OR"
"1870",9308,2594504,"OR"
"1871",9309,1267885,"OR"
"1872",9311,3710,"OR"
"1873",9326,277554,"OR"
"1874",9327,19835,"OR"
"1875",9328,837008,"OR"
"1876",9329,59769,"OR"
"1877",9336,2049790,"OR"
"1878",9811,4377,"OR"
"1879",9826,819596,"OR"
"1880",9828,1061762,"OR"
"1881",9829,138337,"OR"
"1882",NA,198896159,"OR"
"1883",6035,14157,"NE"
"1884",6036,1221664,"NE"
"1885",6037,7012,"NE"
"1886",6039,1425076,"NE"
"1887",6040,180199,"NE"
"1888",6062,1345967,"NE"
"1889",6063,11651,"NE"
"1890",6083,13006,"NE"
"1891",6100,1486503,"NE"
"1892",6102,234550,"NE"
"1893",6153,77842,"NE"
"1894",6155,31721804,"NE"
"1895",6156,6480752,"NE"
"1896",6157,3603805,"NE"
"1897",6159,42147923,"NE"
"1898",6160,1980294,"NE"
"1899",6161,4839665,"NE"
"1900",6163,8491765,"NE"
"1901",6164,514698,"NE"
"1902",6165,834617,"NE"
"1903",6167,29,"NE"
"1904",6199,64,"NE"
"1905",6209,41656,"NE"
"1906",6228,20881,"NE"
"1907",6231,204306,"NE"
"1908",6232,39,"NE"
"1909",6234,384177,"NE"
"1910",6235,10750,"NE"
"1911",6236,185,"NE"
