"Class","NCells","State","County"
"37",34073,"AL","Calhoun County"
"43",7,"AL","Calhoun County"
"44",33,"AL","Calhoun County"
"48",13,"AL","Calhoun County"
"54",11,"AL","Calhoun County"
"57",1,"AL","Calhoun County"
"58",9,"AL","Calhoun County"
"59",27,"AL","Calhoun County"
"61",1985,"AL","Calhoun County"
"111",18004,"AL","Calhoun County"
"121",173017,"AL","Calhoun County"
"122",62950,"AL","Calhoun County"
"123",22329,"AL","Calhoun County"
"124",7899,"AL","Calhoun County"
"131",2308,"AL","Calhoun County"
"141",708308,"AL","Calhoun County"
"142",313285,"AL","Calhoun County"
"143",49198,"AL","Calhoun County"
"152",35520,"AL","Calhoun County"
"176",300967,"AL","Calhoun County"
"190",2145,"AL","Calhoun County"
"195",70,"AL","Calhoun County"
"1",293,"AL","Chambers County"
"2",2004,"AL","Chambers County"
"4",75,"AL","Chambers County"
"5",449,"AL","Chambers County"
"10",124,"AL","Chambers County"
"24",312,"AL","Chambers County"
"26",260,"AL","Chambers County"
"28",7,"AL","Chambers County"
"29",42,"AL","Chambers County"
"36",2,"AL","Chambers County"
"37",22661,"AL","Chambers County"
"44",3,"AL","Chambers County"
"53",11,"AL","Chambers County"
"57",54,"AL","Chambers County"
"59",14,"AL","Chambers County"
"61",1167,"AL","Chambers County"
"74",16,"AL","Chambers County"
"92",22,"AL","Chambers County"
"111",21912,"AL","Chambers County"
"121",76071,"AL","Chambers County"
"122",21800,"AL","Chambers County"
"123",4154,"AL","Chambers County"
"124",1383,"AL","Chambers County"
"131",577,"AL","Chambers County"
"141",539160,"AL","Chambers County"
"142",565203,"AL","Chambers County"
"143",790,"AL","Chambers County"
"152",132771,"AL","Chambers County"
"176",323877,"AL","Chambers County"
"190",16772,"AL","Chambers County"
"195",67,"AL","Chambers County"
"209",1,"AL","Chambers County"
"226",1,"AL","Chambers County"
"238",347,"AL","Chambers County"
"1",15861,"AL","Cherokee County"
"2",76963,"AL","Cherokee County"
"4",7,"AL","Cherokee County"
"5",55368,"AL","Cherokee County"
"10",27,"AL","Cherokee County"
"24",178,"AL","Cherokee County"
"26",20003,"AL","Cherokee County"
"27",1,"AL","Cherokee County"
"29",206,"AL","Cherokee County"
"37",17073,"AL","Cherokee County"
"43",13,"AL","Cherokee County"
"48",39,"AL","Cherokee County"
"53",36,"AL","Cherokee County"
"57",1,"AL","Cherokee County"
"58",7,"AL","Cherokee County"
"59",1095,"AL","Cherokee County"
"61",11322,"AL","Cherokee County"
"69",3,"AL","Cherokee County"
"70",1,"AL","Cherokee County"
"111",134086,"AL","Cherokee County"
"121",71489,"AL","Cherokee County"
"122",17714,"AL","Cherokee County"
"123",4602,"AL","Cherokee County"
"124",1372,"AL","Cherokee County"
"131",1154,"AL","Cherokee County"
"141",480544,"AL","Cherokee County"
"142",340256,"AL","Cherokee County"
"143",122909,"AL","Cherokee County"
"152",60895,"AL","Cherokee County"
"176",278857,"AL","Cherokee County"
"190",13240,"AL","Cherokee County"
"195",61,"AL","Cherokee County"
"222",42,"AL","Cherokee County"
"238",74,"AL","Cherokee County"
"1",1511,"AL","Chilton County"
"2",4933,"AL","Chilton County"
"4",3,"AL","Chilton County"
"5",5661,"AL","Chilton County"
"10",349,"AL","Chilton County"
"12",15,"AL","Chilton County"
"24",27,"AL","Chilton County"
"26",625,"AL","Chilton County"
"28",69,"AL","Chilton County"
"29",1,"AL","Chilton County"
"37",30223,"AL","Chilton County"
"43",1,"AL","Chilton County"
"44",544,"AL","Chilton County"
"48",168,"AL","Chilton County"
"53",292,"AL","Chilton County"
"54",24,"AL","Chilton County"
"58",1,"AL","Chilton County"
"59",927,"AL","Chilton County"
"61",1770,"AL","Chilton County"
"67",74,"AL","Chilton County"
"69",306,"AL","Chilton County"
"74",318,"AL","Chilton County"
"111",23230,"AL","Chilton County"
"121",88072,"AL","Chilton County"
"122",20188,"AL","Chilton County"
"123",6794,"AL","Chilton County"
"124",1673,"AL","Chilton County"
"131",2613,"AL","Chilton County"
"141",680171,"AL","Chilton County"
"142",483130,"AL","Chilton County"
"143",83240,"AL","Chilton County"
"152",239869,"AL","Chilton County"
"176",332646,"AL","Chilton County"
"190",5394,"AL","Chilton County"
"195",112,"AL","Chilton County"
"209",106,"AL","Chilton County"
"216",13,"AL","Chilton County"
"221",149,"AL","Chilton County"
"222",3,"AL","Chilton County"
"226",8,"AL","Chilton County"
"238",21,"AL","Chilton County"
"1",130,"AL","Choctaw County"
"2",472,"AL","Choctaw County"
"4",1,"AL","Choctaw County"
"5",1420,"AL","Choctaw County"
"10",37,"AL","Choctaw County"
"24",32,"AL","Choctaw County"
"26",34,"AL","Choctaw County"
"28",1,"AL","Choctaw County"
"37",2053,"AL","Choctaw County"
"48",1,"AL","Choctaw County"
"59",1,"AL","Choctaw County"
"61",5977,"AL","Choctaw County"
"74",21,"AL","Choctaw County"
"92",57,"AL","Choctaw County"
"111",27982,"AL","Choctaw County"
"121",78309,"AL","Choctaw County"
"122",4577,"AL","Choctaw County"
"123",2170,"AL","Choctaw County"
"124",590,"AL","Choctaw County"
"131",431,"AL","Choctaw County"
"141",488228,"AL","Choctaw County"
"142",885259,"AL","Choctaw County"
"143",338250,"AL","Choctaw County"
"152",345007,"AL","Choctaw County"
"176",203668,"AL","Choctaw County"
"190",260693,"AL","Choctaw County"
"195",366,"AL","Choctaw County"
"226",1,"AL","Choctaw County"
"236",1,"AL","Choctaw County"
"1",565,"AL","Clarke County"
"2",3683,"AL","Clarke County"
"4",6,"AL","Clarke County"
"5",612,"AL","Clarke County"
"6",1,"AL","Clarke County"
"10",416,"AL","Clarke County"
"12",2,"AL","Clarke County"
"24",6,"AL","Clarke County"
"26",95,"AL","Clarke County"
"27",4,"AL","Clarke County"
"28",27,"AL","Clarke County"
"29",19,"AL","Clarke County"
"37",11728,"AL","Clarke County"
"46",2,"AL","Clarke County"
"48",1,"AL","Clarke County"
"53",18,"AL","Clarke County"
"59",31,"AL","Clarke County"
"61",4066,"AL","Clarke County"
"74",127,"AL","Clarke County"
"92",28,"AL","Clarke County"
"111",47438,"AL","Clarke County"
"121",94512,"AL","Clarke County"
"122",8646,"AL","Clarke County"
"123",4621,"AL","Clarke County"
"124",1648,"AL","Clarke County"
"131",2696,"AL","Clarke County"
"141",412784,"AL","Clarke County"
"142",1264483,"AL","Clarke County"
"143",443896,"AL","Clarke County"
"152",445260,"AL","Clarke County"
"176",289882,"AL","Clarke County"
"190",565507,"AL","Clarke County"
"195",7386,"AL","Clarke County"
"212",1,"AL","Clarke County"
"225",7,"AL","Clarke County"
"226",6,"AL","Clarke County"
"236",2,"AL","Clarke County"
"238",12,"AL","Clarke County"
"1",1579,"AL","Clay County"
"2",29,"AL","Clay County"
"4",3,"AL","Clay County"
"5",1258,"AL","Clay County"
"10",13,"AL","Clay County"
"24",21,"AL","Clay County"
"26",133,"AL","Clay County"
"27",3,"AL","Clay County"
"28",1,"AL","Clay County"
"29",18,"AL","Clay County"
"37",21963,"AL","Clay County"
"44",5,"AL","Clay County"
"53",1,"AL","Clay County"
"54",4,"AL","Clay County"
"57",5,"AL","Clay County"
"59",25,"AL","Clay County"
"61",695,"AL","Clay County"
"69",2,"AL","Clay County"
"74",2,"AL","Clay County"
"92",4,"AL","Clay County"
"111",5679,"AL","Clay County"
"121",58270,"AL","Clay County"
"122",2360,"AL","Clay County"
"123",1233,"AL","Clay County"
"124",353,"AL","Clay County"
"131",636,"AL","Clay County"
"141",894993,"AL","Clay County"
"142",465375,"AL","Clay County"
"143",960,"AL","Clay County"
"152",66355,"AL","Clay County"
"176",224628,"AL","Clay County"
"190",427,"AL","Clay County"
"195",110,"AL","Clay County"
"225",1,"AL","Clay County"
"226",4,"AL","Clay County"
"229",2,"AL","Clay County"
"1",1646,"AL","Cleburne County"
"2",39,"AL","Cleburne County"
"4",6,"AL","Cleburne County"
"5",1345,"AL","Cleburne County"
"10",40,"AL","Cleburne County"
"24",23,"AL","Cleburne County"
"26",242,"AL","Cleburne County"
"27",52,"AL","Cleburne County"
"28",2,"AL","Cleburne County"
"29",387,"AL","Cleburne County"
"37",10995,"AL","Cleburne County"
"44",2,"AL","Cleburne County"
"48",3,"AL","Cleburne County"
"53",22,"AL","Cleburne County"
"57",28,"AL","Cleburne County"
"59",14,"AL","Cleburne County"
"61",1285,"AL","Cleburne County"
"67",2,"AL","Cleburne County"
"69",21,"AL","Cleburne County"
"92",6,"AL","Cleburne County"
"111",5892,"AL","Cleburne County"
"121",58778,"AL","Cleburne County"
"122",7327,"AL","Cleburne County"
"123",2237,"AL","Cleburne County"
"124",368,"AL","Cleburne County"
"131",466,"AL","Cleburne County"
"141",752153,"AL","Cleburne County"
"142",487308,"AL","Cleburne County"
"143",8318,"AL","Cleburne County"
"152",63575,"AL","Cleburne County"
"176",213205,"AL","Cleburne County"
"190",967,"AL","Cleburne County"
"195",35,"AL","Cleburne County"
"226",3,"AL","Cleburne County"
"1",25943,"AL","Coffee County"
"2",60175,"AL","Coffee County"
"4",1145,"AL","Coffee County"
"5",8364,"AL","Coffee County"
"10",74557,"AL","Coffee County"
"24",2564,"AL","Coffee County"
"26",6404,"AL","Coffee County"
"27",46,"AL","Coffee County"
"28",1130,"AL","Coffee County"
"29",9537,"AL","Coffee County"
"37",106519,"AL","Coffee County"
"44",301,"AL","Coffee County"
"48",4,"AL","Coffee County"
"53",39,"AL","Coffee County"
"57",40,"AL","Coffee County"
"58",6,"AL","Coffee County"
"59",1869,"AL","Coffee County"
"61",52277,"AL","Coffee County"
"74",282,"AL","Coffee County"
"92",10,"AL","Coffee County"
"111",15555,"AL","Coffee County"
"121",96736,"AL","Coffee County"
"122",20741,"AL","Coffee County"
"123",7499,"AL","Coffee County"
"124",2461,"AL","Coffee County"
"131",160,"AL","Coffee County"
"141",196431,"AL","Coffee County"
"142",599443,"AL","Coffee County"
"143",168705,"AL","Coffee County"
"152",273606,"AL","Coffee County"
"176",151398,"AL","Coffee County"
"190",70344,"AL","Coffee County"
"195",1104,"AL","Coffee County"
"209",3,"AL","Coffee County"
"225",42,"AL","Coffee County"
"226",341,"AL","Coffee County"
"236",4,"AL","Coffee County"
"238",1875,"AL","Coffee County"
"240",897,"AL","Coffee County"
"1",89239,"AL","Colbert County"
"2",13030,"AL","Colbert County"
"4",25,"AL","Colbert County"
"5",21236,"AL","Colbert County"
"10",47,"AL","Colbert County"
"24",43,"AL","Colbert County"
"26",98543,"AL","Colbert County"
"27",10,"AL","Colbert County"
"31",355,"AL","Colbert County"
"37",24697,"AL","Colbert County"
"43",1,"AL","Colbert County"
"44",1,"AL","Colbert County"
"46",7,"AL","Colbert County"
"48",3,"AL","Colbert County"
"58",9,"AL","Colbert County"
"59",249,"AL","Colbert County"
"61",872,"AL","Colbert County"
"67",5,"AL","Colbert County"
"69",45,"AL","Colbert County"
"92",8,"AL","Colbert County"
"111",93677,"AL","Colbert County"
"121",88766,"AL","Colbert County"
"122",41863,"AL","Colbert County"
"123",14519,"AL","Colbert County"
"124",5361,"AL","Colbert County"
"131",4246,"AL","Colbert County"
"141",702457,"AL","Colbert County"
"142",103717,"AL","Colbert County"
"143",25717,"AL","Colbert County"
"152",153638,"AL","Colbert County"
"176",282065,"AL","Colbert County"
"190",37393,"AL","Colbert County"
"195",794,"AL","Colbert County"
"209",8,"AL","Colbert County"
"225",1,"AL","Colbert County"
"1",2872,"AL","Conecuh County"
"2",33767,"AL","Conecuh County"
"4",179,"AL","Conecuh County"
"5",915,"AL","Conecuh County"
"10",7438,"AL","Conecuh County"
"24",236,"AL","Conecuh County"
"26",688,"AL","Conecuh County"
"27",120,"AL","Conecuh County"
"28",4,"AL","Conecuh County"
"29",145,"AL","Conecuh County"
"37",56438,"AL","Conecuh County"
"44",26,"AL","Conecuh County"
"48",6,"AL","Conecuh County"
"53",1,"AL","Conecuh County"
"54",2,"AL","Conecuh County"
"59",59,"AL","Conecuh County"
"61",7345,"AL","Conecuh County"
"74",219,"AL","Conecuh County"
"92",8,"AL","Conecuh County"
"111",9142,"AL","Conecuh County"
"121",68445,"AL","Conecuh County"
"122",7146,"AL","Conecuh County"
"123",1863,"AL","Conecuh County"
"124",462,"AL","Conecuh County"
"131",1408,"AL","Conecuh County"
"141",389425,"AL","Conecuh County"
"142",1067948,"AL","Conecuh County"
"143",149902,"AL","Conecuh County"
"152",295137,"AL","Conecuh County"
"176",258611,"AL","Conecuh County"
"190",103573,"AL","Conecuh County"
"195",362,"AL","Conecuh County"
"209",5,"AL","Conecuh County"
"221",1,"AL","Conecuh County"
"222",1,"AL","Conecuh County"
"226",22,"AL","Conecuh County"
"236",133,"AL","Conecuh County"
"238",27,"AL","Conecuh County"
"1",263,"AL","Coosa County"
"2",414,"AL","Coosa County"
"5",991,"AL","Coosa County"
"10",4,"AL","Coosa County"
"12",4,"AL","Coosa County"
"24",1,"AL","Coosa County"
"26",49,"AL","Coosa County"
"37",6874,"AL","Coosa County"
"44",31,"AL","Coosa County"
"48",1,"AL","Coosa County"
"53",6,"AL","Coosa County"
"58",1,"AL","Coosa County"
"59",18,"AL","Coosa County"
"61",508,"AL","Coosa County"
"69",3,"AL","Coosa County"
"74",5,"AL","Coosa County"
"111",52280,"AL","Coosa County"
"121",79291,"AL","Coosa County"
"122",3352,"AL","Coosa County"
"123",758,"AL","Coosa County"
"124",62,"AL","Coosa County"
"131",694,"AL","Coosa County"
"141",859120,"AL","Coosa County"
"142",635765,"AL","Coosa County"
"143",4683,"AL","Coosa County"
"152",117514,"AL","Coosa County"
"176",162741,"AL","Coosa County"
"190",1119,"AL","Coosa County"
"195",29,"AL","Coosa County"
"226",1,"AL","Coosa County"
"1",16188,"AL","Covington County"
"2",73207,"AL","Covington County"
"4",523,"AL","Covington County"
"5",2895,"AL","Covington County"
"10",42199,"AL","Covington County"
"12",1,"AL","Covington County"
"24",885,"AL","Covington County"
"26",3077,"AL","Covington County"
"27",94,"AL","Covington County"
"28",240,"AL","Covington County"
"29",2716,"AL","Covington County"
"37",91656,"AL","Covington County"
"43",1,"AL","Covington County"
"44",158,"AL","Covington County"
"48",27,"AL","Covington County"
"53",35,"AL","Covington County"
"54",2,"AL","Covington County"
"57",3,"AL","Covington County"
"58",14,"AL","Covington County"
"59",3002,"AL","Covington County"
"61",44532,"AL","Covington County"
"70",1,"AL","Covington County"
"74",2922,"AL","Covington County"
"111",36403,"AL","Covington County"
"121",141971,"AL","Covington County"
"122",20574,"AL","Covington County"
"123",6010,"AL","Covington County"
"124",1685,"AL","Covington County"
"131",869,"AL","Covington County"
"141",282388,"AL","Covington County"
"142",1249149,"AL","Covington County"
"143",251269,"AL","Covington County"
"152",300757,"AL","Covington County"
"176",343894,"AL","Covington County"
"190",90489,"AL","Covington County"
"195",1039,"AL","Covington County"
"209",71,"AL","Covington County"
"222",8,"AL","Covington County"
"225",29,"AL","Covington County"
"226",151,"AL","Covington County"
"236",4,"AL","Covington County"
"238",393,"AL","Covington County"
"240",8,"AL","Covington County"
"242",2,"AL","Covington County"
"1",4887,"AL","Crenshaw County"
"2",6418,"AL","Crenshaw County"
"4",19,"AL","Crenshaw County"
"5",2687,"AL","Crenshaw County"
"10",6591,"AL","Crenshaw County"
"24",836,"AL","Crenshaw County"
"26",4959,"AL","Crenshaw County"
"27",5,"AL","Crenshaw County"
"28",29,"AL","Crenshaw County"
"29",49,"AL","Crenshaw County"
"37",81539,"AL","Crenshaw County"
"44",54,"AL","Crenshaw County"
"48",10,"AL","Crenshaw County"
"53",31,"AL","Crenshaw County"
"54",2,"AL","Crenshaw County"
"57",65,"AL","Crenshaw County"
"58",16,"AL","Crenshaw County"
"59",84,"AL","Crenshaw County"
"61",9092,"AL","Crenshaw County"
"74",805,"AL","Crenshaw County"
"111",10176,"AL","Crenshaw County"
"121",70620,"AL","Crenshaw County"
"122",6245,"AL","Crenshaw County"
"123",1361,"AL","Crenshaw County"
"124",298,"AL","Crenshaw County"
"131",392,"AL","Crenshaw County"
"141",521956,"AL","Crenshaw County"
"142",541481,"AL","Crenshaw County"
"143",54985,"AL","Crenshaw County"
"152",194477,"AL","Crenshaw County"
"176",166753,"AL","Crenshaw County"
"190",66817,"AL","Crenshaw County"
"195",150,"AL","Crenshaw County"
"209",33,"AL","Crenshaw County"
"216",1,"AL","Crenshaw County"
"225",155,"AL","Crenshaw County"
"226",1894,"AL","Crenshaw County"
"238",54,"AL","Crenshaw County"
"242",1,"AL","Crenshaw County"
"1",16677,"AL","Cullman County"
"2",2071,"AL","Cullman County"
"4",73,"AL","Cullman County"
"5",39607,"AL","Cullman County"
"10",95,"AL","Cullman County"
"13",1,"AL","Cullman County"
"24",86,"AL","Cullman County"
"26",7246,"AL","Cullman County"
"36",56,"AL","Cullman County"
"37",54391,"AL","Cullman County"
"43",61,"AL","Cullman County"
"44",62,"AL","Cullman County"
"46",1511,"AL","Cullman County"
"48",22,"AL","Cullman County"
"53",67,"AL","Cullman County"
"58",31,"AL","Cullman County"
"59",8,"AL","Cullman County"
"61",396,"AL","Cullman County"
"67",9,"AL","Cullman County"
"69",15,"AL","Cullman County"
"74",7,"AL","Cullman County"
"111",46543,"AL","Cullman County"
"121",120921,"AL","Cullman County"
"122",48036,"AL","Cullman County"
"123",17417,"AL","Cullman County"
"124",5317,"AL","Cullman County"
"131",4666,"AL","Cullman County"
"141",689793,"AL","Cullman County"
"142",183528,"AL","Cullman County"
"143",52293,"AL","Cullman County"
"152",91401,"AL","Cullman County"
"176",781482,"AL","Cullman County"
"190",4908,"AL","Cullman County"
"195",54,"AL","Cullman County"
"209",4,"AL","Cullman County"
"222",1,"AL","Cullman County"
"225",1,"AL","Cullman County"
"236",8,"AL","Cullman County"
"1",5703,"AL","Dale County"
"2",44140,"AL","Dale County"
"4",1106,"AL","Dale County"
"5",866,"AL","Dale County"
"10",72127,"AL","Dale County"
"24",189,"AL","Dale County"
"26",547,"AL","Dale County"
"27",28,"AL","Dale County"
"28",448,"AL","Dale County"
"29",602,"AL","Dale County"
"37",80495,"AL","Dale County"
"42",5,"AL","Dale County"
"44",56,"AL","Dale County"
"48",2,"AL","Dale County"
"53",51,"AL","Dale County"
"57",32,"AL","Dale County"
"59",1397,"AL","Dale County"
"61",56515,"AL","Dale County"
"74",764,"AL","Dale County"
"92",5,"AL","Dale County"
"111",11058,"AL","Dale County"
"121",81809,"AL","Dale County"
"122",24601,"AL","Dale County"
"123",10720,"AL","Dale County"
"124",4019,"AL","Dale County"
"131",226,"AL","Dale County"
"141",282064,"AL","Dale County"
"142",490204,"AL","Dale County"
"143",47688,"AL","Dale County"
"152",241513,"AL","Dale County"
"176",77577,"AL","Dale County"
"190",80990,"AL","Dale County"
"195",1147,"AL","Dale County"
"205",11,"AL","Dale County"
