"Class","NCells","State","County"
"209",2,"AL","Bullock County"
"222",13,"AL","Bullock County"
"226",158,"AL","Bullock County"
"240",103,"AL","Bullock County"
"1",7450,"AL","Butler County"
"2",6346,"AL","Butler County"
"4",67,"AL","Butler County"
"5",2467,"AL","Butler County"
"10",5838,"AL","Butler County"
"24",141,"AL","Butler County"
"26",1,"AL","Butler County"
"27",636,"AL","Butler County"
"28",22,"AL","Butler County"
"29",119,"AL","Butler County"
"37",71563,"AL","Butler County"
"48",427,"AL","Butler County"
"57",1,"AL","Butler County"
"59",105,"AL","Butler County"
"61",4820,"AL","Butler County"
"74",120,"AL","Butler County"
"111",8954,"AL","Butler County"
"121",89528,"AL","Butler County"
"122",11024,"AL","Butler County"
"123",3365,"AL","Butler County"
"124",870,"AL","Butler County"
"131",265,"AL","Butler County"
"141",665994,"AL","Butler County"
"142",888780,"AL","Butler County"
"143",46012,"AL","Butler County"
"152",260489,"AL","Butler County"
"176",76092,"AL","Butler County"
"190",86669,"AL","Butler County"
"195",216,"AL","Butler County"
"240",2,"AL","Butler County"
"1",5953,"AL","Calhoun County"
"2",18287,"AL","Calhoun County"
"4",12,"AL","Calhoun County"
"5",11413,"AL","Calhoun County"
"10",2,"AL","Calhoun County"
"24",593,"AL","Calhoun County"
"26",3817,"AL","Calhoun County"
"27",141,"AL","Calhoun County"
"37",57439,"AL","Calhoun County"
"46",1,"AL","Calhoun County"
"48",1,"AL","Calhoun County"
"59",77,"AL","Calhoun County"
"61",2246,"AL","Calhoun County"
"111",19327,"AL","Calhoun County"
"121",173394,"AL","Calhoun County"
"122",63391,"AL","Calhoun County"
"123",22313,"AL","Calhoun County"
"124",7432,"AL","Calhoun County"
"131",3876,"AL","Calhoun County"
"141",749832,"AL","Calhoun County"
"142",328907,"AL","Calhoun County"
"143",39364,"AL","Calhoun County"
"152",83862,"AL","Calhoun County"
"176",177478,"AL","Calhoun County"
"190",871,"AL","Calhoun County"
"195",12,"AL","Calhoun County"
"205",1218,"AL","Calhoun County"
"1",2406,"AL","Chambers County"
"2",2292,"AL","Chambers County"
"5",128,"AL","Chambers County"
"10",8,"AL","Chambers County"
"24",468,"AL","Chambers County"
"26",12,"AL","Chambers County"
"27",9,"AL","Chambers County"
"28",20,"AL","Chambers County"
"37",43360,"AL","Chambers County"
"44",1,"AL","Chambers County"
"59",416,"AL","Chambers County"
"61",497,"AL","Chambers County"
"74",2,"AL","Chambers County"
"111",22999,"AL","Chambers County"
"121",75925,"AL","Chambers County"
"122",22048,"AL","Chambers County"
"123",4087,"AL","Chambers County"
"124",1456,"AL","Chambers County"
"131",2695,"AL","Chambers County"
"141",582373,"AL","Chambers County"
"142",590223,"AL","Chambers County"
"143",764,"AL","Chambers County"
"152",172266,"AL","Chambers County"
"176",194981,"AL","Chambers County"
"190",12782,"AL","Chambers County"
"195",177,"AL","Chambers County"
"205",5,"AL","Chambers County"
"242",2,"AL","Chambers County"
"1",16486,"AL","Cherokee County"
"2",106679,"AL","Cherokee County"
"4",386,"AL","Cherokee County"
"5",45278,"AL","Cherokee County"
"10",428,"AL","Cherokee County"
"24",375,"AL","Cherokee County"
"26",125,"AL","Cherokee County"
"27",1398,"AL","Cherokee County"
"28",24,"AL","Cherokee County"
"29",46,"AL","Cherokee County"
"37",31663,"AL","Cherokee County"
"48",2,"AL","Cherokee County"
"53",4,"AL","Cherokee County"
"59",1526,"AL","Cherokee County"
"61",8676,"AL","Cherokee County"
"68",2,"AL","Cherokee County"
"111",135582,"AL","Cherokee County"
"121",70163,"AL","Cherokee County"
"122",18390,"AL","Cherokee County"
"123",4473,"AL","Cherokee County"
"124",1369,"AL","Cherokee County"
"131",1356,"AL","Cherokee County"
"141",511456,"AL","Cherokee County"
"142",373007,"AL","Cherokee County"
"143",109212,"AL","Cherokee County"
"152",99455,"AL","Cherokee County"
"176",181264,"AL","Cherokee County"
"190",5110,"AL","Cherokee County"
"195",71,"AL","Cherokee County"
"205",567,"AL","Cherokee County"
"225",88,"AL","Cherokee County"
"238",1,"AL","Cherokee County"
"240",837,"AL","Cherokee County"
"1",3321,"AL","Chilton County"
"2",5176,"AL","Chilton County"
"4",1,"AL","Chilton County"
"5",4718,"AL","Chilton County"
"10",33,"AL","Chilton County"
"24",331,"AL","Chilton County"
"26",4,"AL","Chilton County"
"27",1,"AL","Chilton County"
"28",12,"AL","Chilton County"
"31",1,"AL","Chilton County"
"37",67618,"AL","Chilton County"
"44",1,"AL","Chilton County"
"46",87,"AL","Chilton County"
"48",536,"AL","Chilton County"
"53",106,"AL","Chilton County"
"57",3,"AL","Chilton County"
"58",3,"AL","Chilton County"
"59",263,"AL","Chilton County"
"61",1198,"AL","Chilton County"
"67",403,"AL","Chilton County"
"68",108,"AL","Chilton County"
"74",31,"AL","Chilton County"
"92",4,"AL","Chilton County"
"111",23632,"AL","Chilton County"
"121",88119,"AL","Chilton County"
"122",20272,"AL","Chilton County"
"123",6807,"AL","Chilton County"
"124",1780,"AL","Chilton County"
"131",4605,"AL","Chilton County"
"141",724362,"AL","Chilton County"
"142",485445,"AL","Chilton County"
"143",67946,"AL","Chilton County"
"152",282667,"AL","Chilton County"
"176",220688,"AL","Chilton County"
"190",4772,"AL","Chilton County"
"195",125,"AL","Chilton County"
"205",36,"AL","Chilton County"
"220",8,"AL","Chilton County"
"222",5,"AL","Chilton County"
"229",45,"AL","Chilton County"
"238",1,"AL","Chilton County"
"1",290,"AL","Choctaw County"
"2",644,"AL","Choctaw County"
"4",1,"AL","Choctaw County"
"5",1094,"AL","Choctaw County"
"10",39,"AL","Choctaw County"
"26",2,"AL","Choctaw County"
"27",4,"AL","Choctaw County"
"28",10,"AL","Choctaw County"
"37",9818,"AL","Choctaw County"
"59",1,"AL","Choctaw County"
"61",3478,"AL","Choctaw County"
"74",10,"AL","Choctaw County"
"92",2,"AL","Choctaw County"
"111",30204,"AL","Choctaw County"
"121",78366,"AL","Choctaw County"
"122",4925,"AL","Choctaw County"
"123",1879,"AL","Choctaw County"
"124",697,"AL","Choctaw County"
"131",1190,"AL","Choctaw County"
"141",435097,"AL","Choctaw County"
"142",979848,"AL","Choctaw County"
"143",321385,"AL","Choctaw County"
"152",379266,"AL","Choctaw County"
"176",112311,"AL","Choctaw County"
"190",284877,"AL","Choctaw County"
"195",331,"AL","Choctaw County"
"1",435,"AL","Clarke County"
"2",2896,"AL","Clarke County"
"5",1588,"AL","Clarke County"
"10",977,"AL","Clarke County"
"24",2,"AL","Clarke County"
"27",2,"AL","Clarke County"
"28",640,"AL","Clarke County"
"37",13465,"AL","Clarke County"
"48",1,"AL","Clarke County"
"59",36,"AL","Clarke County"
"61",2047,"AL","Clarke County"
"74",78,"AL","Clarke County"
"111",48489,"AL","Clarke County"
"121",94985,"AL","Clarke County"
"122",8511,"AL","Clarke County"
"123",4471,"AL","Clarke County"
"124",1585,"AL","Clarke County"
"131",4773,"AL","Clarke County"
"141",401890,"AL","Clarke County"
"142",1336121,"AL","Clarke County"
"143",433582,"AL","Clarke County"
"152",520389,"AL","Clarke County"
"176",152153,"AL","Clarke County"
"190",577382,"AL","Clarke County"
"195",3726,"AL","Clarke County"
"1",952,"AL","Clay County"
"2",466,"AL","Clay County"
"4",2,"AL","Clay County"
"5",1795,"AL","Clay County"
"10",1,"AL","Clay County"
"24",20,"AL","Clay County"
"26",52,"AL","Clay County"
"27",98,"AL","Clay County"
"28",4,"AL","Clay County"
"37",27731,"AL","Clay County"
"59",23,"AL","Clay County"
"61",268,"AL","Clay County"
"111",6118,"AL","Clay County"
"121",58523,"AL","Clay County"
"122",2303,"AL","Clay County"
"123",1169,"AL","Clay County"
"124",354,"AL","Clay County"
"131",2201,"AL","Clay County"
"141",906053,"AL","Clay County"
"142",490860,"AL","Clay County"
"143",656,"AL","Clay County"
"152",95520,"AL","Clay County"
"176",150961,"AL","Clay County"
"190",955,"AL","Clay County"
"195",56,"AL","Clay County"
"205",5,"AL","Clay County"
"229",1,"AL","Clay County"
"254",3,"AL","Clay County"
"1",3535,"AL","Cleburne County"
"2",246,"AL","Cleburne County"
"4",12,"AL","Cleburne County"
"5",874,"AL","Cleburne County"
"24",43,"AL","Cleburne County"
"26",49,"AL","Cleburne County"
"27",8,"AL","Cleburne County"
"28",48,"AL","Cleburne County"
"37",22089,"AL","Cleburne County"
"59",10,"AL","Cleburne County"
"61",421,"AL","Cleburne County"
"68",5,"AL","Cleburne County"
"111",6256,"AL","Cleburne County"
"121",58580,"AL","Cleburne County"
"122",7867,"AL","Cleburne County"
"123",2098,"AL","Cleburne County"
"124",406,"AL","Cleburne County"
"131",1692,"AL","Cleburne County"
"141",778008,"AL","Cleburne County"
"142",505386,"AL","Cleburne County"
"143",5732,"AL","Cleburne County"
"152",87504,"AL","Cleburne County"
"176",134974,"AL","Cleburne County"
"190",740,"AL","Cleburne County"
"195",204,"AL","Cleburne County"
"205",5,"AL","Cleburne County"
"1",11711,"AL","Coffee County"
"2",71091,"AL","Coffee County"
"4",93,"AL","Coffee County"
"5",1457,"AL","Coffee County"
"10",62028,"AL","Coffee County"
"24",306,"AL","Coffee County"
"26",525,"AL","Coffee County"
"27",12702,"AL","Coffee County"
"28",49269,"AL","Coffee County"
"29",739,"AL","Coffee County"
"37",146602,"AL","Coffee County"
"44",53,"AL","Coffee County"
"48",631,"AL","Coffee County"
"50",23,"AL","Coffee County"
"57",3,"AL","Coffee County"
"58",28,"AL","Coffee County"
"59",2787,"AL","Coffee County"
"61",13624,"AL","Coffee County"
"74",1529,"AL","Coffee County"
"111",16167,"AL","Coffee County"
"121",96877,"AL","Coffee County"
"122",20887,"AL","Coffee County"
"123",6710,"AL","Coffee County"
"124",2397,"AL","Coffee County"
"131",108,"AL","Coffee County"
"141",212436,"AL","Coffee County"
"142",616126,"AL","Coffee County"
"143",155567,"AL","Coffee County"
"152",303154,"AL","Coffee County"
"176",64211,"AL","Coffee County"
"190",74485,"AL","Coffee County"
"195",582,"AL","Coffee County"
"205",105,"AL","Coffee County"
"209",5692,"AL","Coffee County"
"213",1163,"AL","Coffee County"
"216",939,"AL","Coffee County"
"219",5,"AL","Coffee County"
"222",87,"AL","Coffee County"
"225",1,"AL","Coffee County"
"226",546,"AL","Coffee County"
"229",131,"AL","Coffee County"
"238",4465,"AL","Coffee County"
"240",357,"AL","Coffee County"
"242",64,"AL","Coffee County"
"247",94,"AL","Coffee County"
"1",56689,"AL","Colbert County"
"2",38615,"AL","Colbert County"
"4",71,"AL","Colbert County"
"5",68058,"AL","Colbert County"
"10",72,"AL","Colbert County"
"24",661,"AL","Colbert County"
"26",67270,"AL","Colbert County"
"29",26,"AL","Colbert County"
"37",11727,"AL","Colbert County"
"59",557,"AL","Colbert County"
"61",2981,"AL","Colbert County"
"74",4,"AL","Colbert County"
"111",92779,"AL","Colbert County"
"121",89023,"AL","Colbert County"
"122",41113,"AL","Colbert County"
"123",14547,"AL","Colbert County"
"124",5460,"AL","Colbert County"
"131",3873,"AL","Colbert County"
"141",734284,"AL","Colbert County"
"142",109935,"AL","Colbert County"
"143",19279,"AL","Colbert County"
"152",198987,"AL","Colbert County"
"176",217410,"AL","Colbert County"
"190",28047,"AL","Colbert County"
"195",443,"AL","Colbert County"
"226",1,"AL","Colbert County"
"238",729,"AL","Colbert County"
"240",6,"AL","Colbert County"
"1",3763,"AL","Conecuh County"
"2",39926,"AL","Conecuh County"
"4",221,"AL","Conecuh County"
"5",168,"AL","Conecuh County"
"10",2665,"AL","Conecuh County"
"24",22,"AL","Conecuh County"
"27",1544,"AL","Conecuh County"
"28",454,"AL","Conecuh County"
"29",257,"AL","Conecuh County"
"37",63382,"AL","Conecuh County"
"42",111,"AL","Conecuh County"
"44",4,"AL","Conecuh County"
"48",11,"AL","Conecuh County"
"59",39,"AL","Conecuh County"
"61",6926,"AL","Conecuh County"
"74",312,"AL","Conecuh County"
"111",8066,"AL","Conecuh County"
"121",68209,"AL","Conecuh County"
"122",7441,"AL","Conecuh County"
"123",1807,"AL","Conecuh County"
"124",478,"AL","Conecuh County"
"131",1497,"AL","Conecuh County"
"141",376834,"AL","Conecuh County"
"142",1152510,"AL","Conecuh County"
"143",169108,"AL","Conecuh County"
"152",317520,"AL","Conecuh County"
"176",150295,"AL","Conecuh County"
"190",89967,"AL","Conecuh County"
"195",537,"AL","Conecuh County"
"240",7,"AL","Conecuh County"
"1",190,"AL","Coosa County"
"2",377,"AL","Coosa County"
"5",1430,"AL","Coosa County"
"24",9,"AL","Coosa County"
"28",2,"AL","Coosa County"
"37",6294,"AL","Coosa County"
"48",10,"AL","Coosa County"
"59",2,"AL","Coosa County"
"61",522,"AL","Coosa County"
"68",2,"AL","Coosa County"
"92",12,"AL","Coosa County"
"111",52344,"AL","Coosa County"
"121",79471,"AL","Coosa County"
"122",3320,"AL","Coosa County"
"123",670,"AL","Coosa County"
"124",93,"AL","Coosa County"
"131",1468,"AL","Coosa County"
"141",874249,"AL","Coosa County"
"142",670801,"AL","Coosa County"
"143",1725,"AL","Coosa County"
"152",142278,"AL","Coosa County"
"176",90739,"AL","Coosa County"
"190",553,"AL","Coosa County"
"195",19,"AL","Coosa County"
"205",2,"AL","Coosa County"
"1",9157,"AL","Covington County"
"2",85639,"AL","Covington County"
"4",2539,"AL","Covington County"
"5",87,"AL","Covington County"
"10",37485,"AL","Covington County"
"24",8,"AL","Covington County"
"26",34,"AL","Covington County"
"27",2552,"AL","Covington County"
"28",4940,"AL","Covington County"
"29",3088,"AL","Covington County"
"37",131493,"AL","Covington County"
"42",1,"AL","Covington County"
"48",458,"AL","Covington County"
"57",2,"AL","Covington County"
"59",4454,"AL","Covington County"
"61",18606,"AL","Covington County"
"74",11423,"AL","Covington County"
"111",34893,"AL","Covington County"
"121",142474,"AL","Covington County"
"122",20998,"AL","Covington County"
"123",5216,"AL","Covington County"
"124",1915,"AL","Covington County"
"131",303,"AL","Covington County"
"141",273540,"AL","Covington County"
"142",1338072,"AL","Covington County"
"143",232300,"AL","Covington County"
"152",357886,"AL","Covington County"
"176",209770,"AL","Covington County"
"190",81438,"AL","Covington County"
"195",617,"AL","Covington County"
"205",2,"AL","Covington County"
"209",50,"AL","Covington County"
"213",2,"AL","Covington County"
"222",26,"AL","Covington County"
"226",58,"AL","Covington County"
"238",7,"AL","Covington County"
"240",8,"AL","Covington County"
"1",8830,"AL","Crenshaw County"
"2",4948,"AL","Crenshaw County"
"4",30,"AL","Crenshaw County"
"5",1214,"AL","Crenshaw County"
"10",2477,"AL","Crenshaw County"
"24",158,"AL","Crenshaw County"
"26",3,"AL","Crenshaw County"
"27",1164,"AL","Crenshaw County"
"28",2274,"AL","Crenshaw County"
"29",3317,"AL","Crenshaw County"
"37",105229,"AL","Crenshaw County"
"44",2,"AL","Crenshaw County"
"48",302,"AL","Crenshaw County"
"59",247,"AL","Crenshaw County"
"61",4292,"AL","Crenshaw County"
"74",569,"AL","Crenshaw County"
"111",9897,"AL","Crenshaw County"
"121",70956,"AL","Crenshaw County"
"122",6364,"AL","Crenshaw County"
"123",1315,"AL","Crenshaw County"
"124",311,"AL","Crenshaw County"
"131",231,"AL","Crenshaw County"
"141",531441,"AL","Crenshaw County"
"142",536319,"AL","Crenshaw County"
"143",39339,"AL","Crenshaw County"
"152",249457,"AL","Crenshaw County"
"176",79293,"AL","Crenshaw County"
"190",92595,"AL","Crenshaw County"
"195",270,"AL","Crenshaw County"
"209",1285,"AL","Crenshaw County"
"226",3,"AL","Crenshaw County"
"238",1831,"AL","Crenshaw County"
"240",64,"AL","Crenshaw County"
"1",11415,"AL","Cullman County"
"2",3460,"AL","Cullman County"
"4",24,"AL","Cullman County"
"5",47125,"AL","Cullman County"
"10",80,"AL","Cullman County"
"24",1161,"AL","Cullman County"
"26",4726,"AL","Cullman County"
"27",372,"AL","Cullman County"
"28",7,"AL","Cullman County"
"31",783,"AL","Cullman County"
"36",60,"AL","Cullman County"
"37",46553,"AL","Cullman County"
"46",1666,"AL","Cullman County"
"48",3,"AL","Cullman County"
"59",90,"AL","Cullman County"
"61",2299,"AL","Cullman County"
"68",5,"AL","Cullman County"
"74",1,"AL","Cullman County"
"111",49861,"AL","Cullman County"
"121",120821,"AL","Cullman County"
"122",47790,"AL","Cullman County"
"123",17267,"AL","Cullman County"
"124",5700,"AL","Cullman County"
"131",4196,"AL","Cullman County"
"141",747738,"AL","Cullman County"
"142",200769,"AL","Cullman County"
"143",48329,"AL","Cullman County"
"152",170986,"AL","Cullman County"
"176",632213,"AL","Cullman County"
"190",3324,"AL","Cullman County"
"195",32,"AL","Cullman County"
"205",1,"AL","Cullman County"
"225",8,"AL","Cullman County"
"1",964,"AL","Dale County"
"2",51164,"AL","Dale County"
"4",1469,"AL","Dale County"
"5",1343,"AL","Dale County"
"10",55698,"AL","Dale County"
"24",50,"AL","Dale County"
"26",20,"AL","Dale County"
"27",34260,"AL","Dale County"
"28",10719,"AL","Dale County"
"29",463,"AL","Dale County"
"37",86385,"AL","Dale County"
"48",1147,"AL","Dale County"
"50",21,"AL","Dale County"
"58",81,"AL","Dale County"
"59",960,"AL","Dale County"
"61",45598,"AL","Dale County"
"74",633,"AL","Dale County"
"111",11107,"AL","Dale County"
"121",81664,"AL","Dale County"
"122",25565,"AL","Dale County"
"123",9761,"AL","Dale County"
"124",3555,"AL","Dale County"
"131",14,"AL","Dale County"
"141",265861,"AL","Dale County"
"142",530316,"AL","Dale County"
"143",48149,"AL","Dale County"
"152",261498,"AL","Dale County"
"176",13691,"AL","Dale County"
"190",68707,"AL","Dale County"
"195",309,"AL","Dale County"
"205",8238,"AL","Dale County"
"209",21,"AL","Dale County"
"213",2,"AL","Dale County"
"216",31,"AL","Dale County"
"219",501,"AL","Dale County"
"222",50,"AL","Dale County"
"225",24,"AL","Dale County"
"226",4,"AL","Dale County"
"236",53,"AL","Dale County"
"238",173,"AL","Dale County"
"240",399,"AL","Dale County"
"242",56,"AL","Dale County"
"1",23636,"AL","Dallas County"
"2",70974,"AL","Dallas County"
"4",773,"AL","Dallas County"
"5",37400,"AL","Dallas County"
"10",3758,"AL","Dallas County"
"24",2476,"AL","Dallas County"
"26",2,"AL","Dallas County"
"27",1,"AL","Dallas County"
"28",90,"AL","Dallas County"
"29",1,"AL","Dallas County"
"37",203714,"AL","Dallas County"
"44",17,"AL","Dallas County"
"48",45,"AL","Dallas County"
"53",7,"AL","Dallas County"
"57",4,"AL","Dallas County"
"58",13,"AL","Dallas County"
"59",7218,"AL","Dallas County"
"61",16159,"AL","Dallas County"
"67",6,"AL","Dallas County"
"74",1251,"AL","Dallas County"
"92",17,"AL","Dallas County"
"111",75568,"AL","Dallas County"
"121",127324,"AL","Dallas County"
"122",21262,"AL","Dallas County"
"123",9267,"AL","Dallas County"
"124",3484,"AL","Dallas County"
"131",1041,"AL","Dallas County"
"141",515243,"AL","Dallas County"
"142",651294,"AL","Dallas County"
"143",75835,"AL","Dallas County"
"152",324375,"AL","Dallas County"
"176",217194,"AL","Dallas County"
"190",474009,"AL","Dallas County"
"195",8577,"AL","Dallas County"
"205",5,"AL","Dallas County"
"209",1,"AL","Dallas County"
"222",78,"AL","Dallas County"
"1",52445,"AL","DeKalb County"
"2",6522,"AL","DeKalb County"
"4",140,"AL","DeKalb County"
"5",73365,"AL","DeKalb County"
"10",366,"AL","DeKalb County"
"24",2416,"AL","DeKalb County"
"26",2755,"AL","DeKalb County"
"27",72,"AL","DeKalb County"
"28",547,"AL","DeKalb County"
"29",160,"AL","DeKalb County"
"37",129978,"AL","DeKalb County"
"43",77,"AL","DeKalb County"
"46",9,"AL","DeKalb County"
"48",381,"AL","DeKalb County"
"53",27,"AL","DeKalb County"
"59",284,"AL","DeKalb County"
"61",5817,"AL","DeKalb County"
"68",12,"AL","DeKalb County"
"74",2,"AL","DeKalb County"
"111",9241,"AL","DeKalb County"
"121",113226,"AL","DeKalb County"
"122",40291,"AL","DeKalb County"
"123",12283,"AL","DeKalb County"
"124",4329,"AL","DeKalb County"
"131",2277,"AL","DeKalb County"
"141",821737,"AL","DeKalb County"
"142",115624,"AL","DeKalb County"
"143",174379,"AL","DeKalb County"
"152",108351,"AL","DeKalb County"
"176",563606,"AL","DeKalb County"
"190",1888,"AL","DeKalb County"
"195",54,"AL","DeKalb County"
"205",2,"AL","DeKalb County"
"225",3,"AL","DeKalb County"
"229",116,"AL","DeKalb County"
"237",46,"AL","DeKalb County"
"238",2,"AL","DeKalb County"
"240",370,"AL","DeKalb County"
"254",555,"AL","DeKalb County"
"1",11081,"AL","Elmore County"
"2",66866,"AL","Elmore County"
"5",3195,"AL","Elmore County"
"10",168,"AL","Elmore County"
"24",454,"AL","Elmore County"
"26",7,"AL","Elmore County"
"27",12,"AL","Elmore County"
"28",136,"AL","Elmore County"
"29",3,"AL","Elmore County"
"37",62129,"AL","Elmore County"
"44",5,"AL","Elmore County"
"48",164,"AL","Elmore County"
"50",1,"AL","Elmore County"
"57",44,"AL","Elmore County"
"58",1,"AL","Elmore County"
