"Class","NCells","State","County"
"121",231391,"AL","Baldwin County"
"122",95679,"AL","Baldwin County"
"123",38606,"AL","Baldwin County"
"124",10595,"AL","Baldwin County"
"131",21018,"AL","Baldwin County"
"141",2289,"AL","Baldwin County"
"142",1743413,"AL","Baldwin County"
"143",28055,"AL","Baldwin County"
"152",200967,"AL","Baldwin County"
"176",289853,"AL","Baldwin County"
"190",1272340,"AL","Baldwin County"
"195",91055,"AL","Baldwin County"
"212",58,"AL","Baldwin County"
"225",463,"AL","Baldwin County"
"226",1,"AL","Baldwin County"
"229",66,"AL","Baldwin County"
"238",1717,"AL","Baldwin County"
"240",1848,"AL","Baldwin County"
"241",1438,"AL","Baldwin County"
"242",10,"AL","Baldwin County"
"1",7257,"AL","Barbour County"
"2",37659,"AL","Barbour County"
"4",568,"AL","Barbour County"
"5",1935,"AL","Barbour County"
"6",58,"AL","Barbour County"
"10",11766,"AL","Barbour County"
"12",2,"AL","Barbour County"
"24",36,"AL","Barbour County"
"26",2,"AL","Barbour County"
"27",222,"AL","Barbour County"
"28",1242,"AL","Barbour County"
"29",120,"AL","Barbour County"
"36",545,"AL","Barbour County"
"37",130511,"AL","Barbour County"
"44",3,"AL","Barbour County"
"50",2,"AL","Barbour County"
"58",15,"AL","Barbour County"
"59",1970,"AL","Barbour County"
"61",87573,"AL","Barbour County"
"67",1,"AL","Barbour County"
"74",1020,"AL","Barbour County"
"92",4,"AL","Barbour County"
"111",53681,"AL","Barbour County"
"121",71776,"AL","Barbour County"
"122",19637,"AL","Barbour County"
"123",5639,"AL","Barbour County"
"124",1691,"AL","Barbour County"
"131",571,"AL","Barbour County"
"141",127180,"AL","Barbour County"
"142",994514,"AL","Barbour County"
"143",549528,"AL","Barbour County"
"152",214737,"AL","Barbour County"
"176",84450,"AL","Barbour County"
"190",183364,"AL","Barbour County"
"195",558,"AL","Barbour County"
"205",138,"AL","Barbour County"
"225",1410,"AL","Barbour County"
"226",3,"AL","Barbour County"
"238",271,"AL","Barbour County"
"240",95,"AL","Barbour County"
"242",7,"AL","Barbour County"
"1",3209,"AL","Bibb County"
"2",1513,"AL","Bibb County"
"4",3,"AL","Bibb County"
"5",1289,"AL","Bibb County"
"10",45,"AL","Bibb County"
"24",17,"AL","Bibb County"
"26",8,"AL","Bibb County"
"27",25,"AL","Bibb County"
"28",6,"AL","Bibb County"
"29",11,"AL","Bibb County"
"36",1,"AL","Bibb County"
"37",31871,"AL","Bibb County"
"57",1,"AL","Bibb County"
"58",5,"AL","Bibb County"
"59",74,"AL","Bibb County"
"61",4489,"AL","Bibb County"
"67",2,"AL","Bibb County"
"74",21,"AL","Bibb County"
"92",7,"AL","Bibb County"
"111",11535,"AL","Bibb County"
"121",73583,"AL","Bibb County"
"122",9529,"AL","Bibb County"
"123",3282,"AL","Bibb County"
"124",645,"AL","Bibb County"
"131",3017,"AL","Bibb County"
"141",427132,"AL","Bibb County"
"142",660281,"AL","Bibb County"
"143",266992,"AL","Bibb County"
"152",135619,"AL","Bibb County"
"176",93290,"AL","Bibb County"
"190",75781,"AL","Bibb County"
"195",845,"AL","Bibb County"
"240",1,"AL","Bibb County"
"242",1,"AL","Bibb County"
"1",15368,"AL","Blount County"
"2",13056,"AL","Blount County"
"4",1,"AL","Blount County"
"5",20117,"AL","Blount County"
"6",12,"AL","Blount County"
"10",862,"AL","Blount County"
"12",18,"AL","Blount County"
"24",16,"AL","Blount County"
"26",996,"AL","Blount County"
"27",3,"AL","Blount County"
"28",7,"AL","Blount County"
"29",28,"AL","Blount County"
"36",7,"AL","Blount County"
"37",112401,"AL","Blount County"
"43",5,"AL","Blount County"
"46",19,"AL","Blount County"
"58",6,"AL","Blount County"
"59",150,"AL","Blount County"
"61",2103,"AL","Blount County"
"67",26,"AL","Blount County"
"70",7,"AL","Blount County"
"74",6,"AL","Blount County"
"111",22308,"AL","Blount County"
"121",98542,"AL","Blount County"
"122",25624,"AL","Blount County"
"123",6547,"AL","Blount County"
"124",1662,"AL","Blount County"
"131",3332,"AL","Blount County"
"141",845857,"AL","Blount County"
"142",192289,"AL","Blount County"
"143",110823,"AL","Blount County"
"152",29367,"AL","Blount County"
"176",377362,"AL","Blount County"
"190",4933,"AL","Blount County"
"195",444,"AL","Blount County"
"222",12,"AL","Blount County"
"225",3,"AL","Blount County"
"229",3,"AL","Blount County"
"1",5973,"AL","Bullock County"
"2",15700,"AL","Bullock County"
"4",58,"AL","Bullock County"
"5",1100,"AL","Bullock County"
"6",37,"AL","Bullock County"
"10",5825,"AL","Bullock County"
"24",21,"AL","Bullock County"
"26",21,"AL","Bullock County"
"27",42,"AL","Bullock County"
"28",3711,"AL","Bullock County"
"29",52,"AL","Bullock County"
"36",8,"AL","Bullock County"
"37",69213,"AL","Bullock County"
"46",2,"AL","Bullock County"
"57",1,"AL","Bullock County"
"58",26,"AL","Bullock County"
"59",4423,"AL","Bullock County"
"61",15450,"AL","Bullock County"
"67",1,"AL","Bullock County"
"70",1,"AL","Bullock County"
"74",1491,"AL","Bullock County"
"92",33,"AL","Bullock County"
"111",21297,"AL","Bullock County"
"121",39085,"AL","Bullock County"
"122",8105,"AL","Bullock County"
"123",1423,"AL","Bullock County"
"124",385,"AL","Bullock County"
"131",325,"AL","Bullock County"
"141",176782,"AL","Bullock County"
"142",606246,"AL","Bullock County"
"143",333120,"AL","Bullock County"
"152",160131,"AL","Bullock County"
"176",157002,"AL","Bullock County"
"190",178407,"AL","Bullock County"
"195",820,"AL","Bullock County"
"205",1,"AL","Bullock County"
"225",19,"AL","Bullock County"
"226",521,"AL","Bullock County"
"240",48,"AL","Bullock County"
"242",4,"AL","Bullock County"
"1",10147,"AL","Butler County"
"2",10761,"AL","Butler County"
"4",662,"AL","Butler County"
"5",224,"AL","Butler County"
"6",3,"AL","Butler County"
"10",4830,"AL","Butler County"
"12",9,"AL","Butler County"
"24",44,"AL","Butler County"
"26",2,"AL","Butler County"
"27",78,"AL","Butler County"
"28",41,"AL","Butler County"
"29",150,"AL","Butler County"
"36",1,"AL","Butler County"
"37",80395,"AL","Butler County"
"57",4,"AL","Butler County"
"58",13,"AL","Butler County"
"59",254,"AL","Butler County"
"61",1912,"AL","Butler County"
"74",489,"AL","Butler County"
"111",8996,"AL","Butler County"
"121",71847,"AL","Butler County"
"122",12774,"AL","Butler County"
"123",3664,"AL","Butler County"
"124",983,"AL","Butler County"
"131",267,"AL","Butler County"
"141",225924,"AL","Butler County"
"142",952298,"AL","Butler County"
"143",409645,"AL","Butler County"
"152",133439,"AL","Butler County"
"176",162326,"AL","Butler County"
"190",144457,"AL","Butler County"
"195",1737,"AL","Butler County"
"240",6,"AL","Butler County"
"242",1,"AL","Butler County"
"1",11739,"AL","Calhoun County"
"2",23069,"AL","Calhoun County"
"4",2,"AL","Calhoun County"
"5",8788,"AL","Calhoun County"
"10",26,"AL","Calhoun County"
"26",2998,"AL","Calhoun County"
"27",2,"AL","Calhoun County"
"28",4,"AL","Calhoun County"
"29",48,"AL","Calhoun County"
"37",74987,"AL","Calhoun County"
"43",1,"AL","Calhoun County"
"44",1,"AL","Calhoun County"
"59",68,"AL","Calhoun County"
"61",675,"AL","Calhoun County"
"74",3,"AL","Calhoun County"
"111",18951,"AL","Calhoun County"
"121",165270,"AL","Calhoun County"
"122",65398,"AL","Calhoun County"
"123",22790,"AL","Calhoun County"
"124",8338,"AL","Calhoun County"
"131",3585,"AL","Calhoun County"
"141",783716,"AL","Calhoun County"
"142",306588,"AL","Calhoun County"
"143",76286,"AL","Calhoun County"
"152",32138,"AL","Calhoun County"
"176",162386,"AL","Calhoun County"
"190",2887,"AL","Calhoun County"
"195",259,"AL","Calhoun County"
"236",75,"AL","Calhoun County"
"238",118,"AL","Calhoun County"
"240",63,"AL","Calhoun County"
"1",2993,"AL","Chambers County"
"2",2968,"AL","Chambers County"
"4",16,"AL","Chambers County"
"5",74,"AL","Chambers County"
"10",35,"AL","Chambers County"
"24",649,"AL","Chambers County"
"26",7,"AL","Chambers County"
"27",9,"AL","Chambers County"
"28",18,"AL","Chambers County"
"29",4,"AL","Chambers County"
"36",1,"AL","Chambers County"
"37",54316,"AL","Chambers County"
"57",1,"AL","Chambers County"
"58",1,"AL","Chambers County"
"59",244,"AL","Chambers County"
"61",344,"AL","Chambers County"
"74",99,"AL","Chambers County"
"92",1,"AL","Chambers County"
"111",22585,"AL","Chambers County"
"121",70020,"AL","Chambers County"
"122",25277,"AL","Chambers County"
"123",4345,"AL","Chambers County"
"124",1554,"AL","Chambers County"
"131",820,"AL","Chambers County"
"141",541131,"AL","Chambers County"
"142",692159,"AL","Chambers County"
"143",47857,"AL","Chambers County"
"152",64615,"AL","Chambers County"
"176",156903,"AL","Chambers County"
"190",43236,"AL","Chambers County"
"195",113,"AL","Chambers County"
"225",1,"AL","Chambers County"
"226",1,"AL","Chambers County"
"236",3,"AL","Chambers County"
"238",1,"AL","Chambers County"
"242",1,"AL","Chambers County"
"1",21690,"AL","Cherokee County"
"2",131929,"AL","Cherokee County"
"4",17,"AL","Cherokee County"
"5",23561,"AL","Cherokee County"
"6",2,"AL","Cherokee County"
"10",189,"AL","Cherokee County"
"24",419,"AL","Cherokee County"
"26",2158,"AL","Cherokee County"
"28",9,"AL","Cherokee County"
"29",638,"AL","Cherokee County"
"36",19,"AL","Cherokee County"
"37",49117,"AL","Cherokee County"
"43",5,"AL","Cherokee County"
"44",35,"AL","Cherokee County"
"53",5,"AL","Cherokee County"
"57",3,"AL","Cherokee County"
"59",2487,"AL","Cherokee County"
"61",6181,"AL","Cherokee County"
"67",35,"AL","Cherokee County"
"68",2,"AL","Cherokee County"
"70",4,"AL","Cherokee County"
"74",7,"AL","Cherokee County"
"111",134284,"AL","Cherokee County"
"121",65068,"AL","Cherokee County"
"122",21485,"AL","Cherokee County"
"123",4246,"AL","Cherokee County"
"124",1411,"AL","Cherokee County"
"131",2937,"AL","Cherokee County"
"141",527769,"AL","Cherokee County"
"142",344010,"AL","Cherokee County"
"143",135085,"AL","Cherokee County"
"152",50987,"AL","Cherokee County"
"176",184557,"AL","Cherokee County"
"190",12037,"AL","Cherokee County"
"195",1498,"AL","Cherokee County"
"236",5,"AL","Cherokee County"
"238",33,"AL","Cherokee County"
"240",1572,"AL","Cherokee County"
"242",1,"AL","Cherokee County"
"254",2,"AL","Cherokee County"
"1",6052,"AL","Chilton County"
"2",9283,"AL","Chilton County"
"4",102,"AL","Chilton County"
"5",1648,"AL","Chilton County"
"6",1,"AL","Chilton County"
"10",195,"AL","Chilton County"
"24",71,"AL","Chilton County"
"26",26,"AL","Chilton County"
"27",2,"AL","Chilton County"
"28",169,"AL","Chilton County"
"29",9,"AL","Chilton County"
"37",83286,"AL","Chilton County"
"44",1,"AL","Chilton County"
"46",2,"AL","Chilton County"
"57",15,"AL","Chilton County"
"58",109,"AL","Chilton County"
"59",616,"AL","Chilton County"
"61",705,"AL","Chilton County"
"67",874,"AL","Chilton County"
"68",4,"AL","Chilton County"
"70",9,"AL","Chilton County"
"74",642,"AL","Chilton County"
"92",9,"AL","Chilton County"
"111",23052,"AL","Chilton County"
"121",81132,"AL","Chilton County"
"122",26218,"AL","Chilton County"
"123",7090,"AL","Chilton County"
"124",2017,"AL","Chilton County"
"131",2748,"AL","Chilton County"
"141",607336,"AL","Chilton County"
"142",544898,"AL","Chilton County"
"143",183693,"AL","Chilton County"
"152",139970,"AL","Chilton County"
"176",251687,"AL","Chilton County"
"190",40064,"AL","Chilton County"
"195",1495,"AL","Chilton County"
"220",40,"AL","Chilton County"
"226",1,"AL","Chilton County"
"240",3,"AL","Chilton County"
"1",728,"AL","Choctaw County"
"2",3794,"AL","Choctaw County"
"4",1,"AL","Choctaw County"
"5",1734,"AL","Choctaw County"
"6",1,"AL","Choctaw County"
"10",24,"AL","Choctaw County"
"24",7,"AL","Choctaw County"
"26",10,"AL","Choctaw County"
"27",1,"AL","Choctaw County"
"28",1,"AL","Choctaw County"
"29",1,"AL","Choctaw County"
"37",12749,"AL","Choctaw County"
"58",22,"AL","Choctaw County"
"59",36,"AL","Choctaw County"
"61",682,"AL","Choctaw County"
"67",3,"AL","Choctaw County"
"74",13,"AL","Choctaw County"
"92",36,"AL","Choctaw County"
"111",23629,"AL","Choctaw County"
"121",70877,"AL","Choctaw County"
"122",6751,"AL","Choctaw County"
"123",2077,"AL","Choctaw County"
"124",659,"AL","Choctaw County"
"131",1502,"AL","Choctaw County"
"141",52761,"AL","Choctaw County"
"142",1033561,"AL","Choctaw County"
"143",597010,"AL","Choctaw County"
"152",174447,"AL","Choctaw County"
"176",165149,"AL","Choctaw County"
"190",489025,"AL","Choctaw County"
"195",8447,"AL","Choctaw County"
"225",1,"AL","Choctaw County"
"238",1,"AL","Choctaw County"
"242",29,"AL","Choctaw County"
"1",2549,"AL","Clarke County"
"2",7324,"AL","Clarke County"
"4",21,"AL","Clarke County"
"5",530,"AL","Clarke County"
"10",394,"AL","Clarke County"
"24",10,"AL","Clarke County"
"26",5,"AL","Clarke County"
"27",4,"AL","Clarke County"
"28",3,"AL","Clarke County"
"29",75,"AL","Clarke County"
"36",1,"AL","Clarke County"
"37",17958,"AL","Clarke County"
"46",3,"AL","Clarke County"
"48",5,"AL","Clarke County"
"58",9,"AL","Clarke County"
"59",94,"AL","Clarke County"
"61",976,"AL","Clarke County"
"74",64,"AL","Clarke County"
"92",27,"AL","Clarke County"
"111",43179,"AL","Clarke County"
"121",90139,"AL","Clarke County"
"122",10438,"AL","Clarke County"
"123",4718,"AL","Clarke County"
"124",1789,"AL","Clarke County"
"131",5452,"AL","Clarke County"
"141",15884,"AL","Clarke County"
"142",1581158,"AL","Clarke County"
"143",734405,"AL","Clarke County"
"152",292771,"AL","Clarke County"
"176",109626,"AL","Clarke County"
"190",682253,"AL","Clarke County"
"195",8327,"AL","Clarke County"
"225",2,"AL","Clarke County"
"240",5,"AL","Clarke County"
"242",26,"AL","Clarke County"
"1",2287,"AL","Clay County"
"2",918,"AL","Clay County"
"4",3,"AL","Clay County"
"5",1590,"AL","Clay County"
"10",6,"AL","Clay County"
"21",5,"AL","Clay County"
"24",6,"AL","Clay County"
"26",13,"AL","Clay County"
"27",4,"AL","Clay County"
"28",2,"AL","Clay County"
"29",50,"AL","Clay County"
"36",6,"AL","Clay County"
"37",50222,"AL","Clay County"
"44",4,"AL","Clay County"
"59",26,"AL","Clay County"
"61",236,"AL","Clay County"
"74",3,"AL","Clay County"
"111",5892,"AL","Clay County"
"121",67983,"AL","Clay County"
"122",3881,"AL","Clay County"
"123",1312,"AL","Clay County"
"124",378,"AL","Clay County"
"131",751,"AL","Clay County"
"141",891263,"AL","Clay County"
"142",504815,"AL","Clay County"
"143",30046,"AL","Clay County"
"152",50756,"AL","Clay County"
"176",132387,"AL","Clay County"
"190",2206,"AL","Clay County"
"195",58,"AL","Clay County"
"236",2,"AL","Clay County"
"238",18,"AL","Clay County"
"240",21,"AL","Clay County"
"1",5207,"AL","Cleburne County"
"2",874,"AL","Cleburne County"
"4",1,"AL","Cleburne County"
"5",762,"AL","Cleburne County"
"10",18,"AL","Cleburne County"
"24",13,"AL","Cleburne County"
"26",18,"AL","Cleburne County"
"27",42,"AL","Cleburne County"
"28",40,"AL","Cleburne County"
"29",3,"AL","Cleburne County"
"36",1,"AL","Cleburne County"
"37",28827,"AL","Cleburne County"
"44",1,"AL","Cleburne County"
"59",51,"AL","Cleburne County"
"61",198,"AL","Cleburne County"
"68",5,"AL","Cleburne County"
"74",5,"AL","Cleburne County"
"111",6425,"AL","Cleburne County"
"121",53975,"AL","Cleburne County"
"122",10828,"AL","Cleburne County"
"123",2326,"AL","Cleburne County"
"124",434,"AL","Cleburne County"
"131",576,"AL","Cleburne County"
"141",802109,"AL","Cleburne County"
"142",522152,"AL","Cleburne County"
"143",40317,"AL","Cleburne County"
"152",33203,"AL","Cleburne County"
"176",107302,"AL","Cleburne County"
"190",981,"AL","Cleburne County"
"195",87,"AL","Cleburne County"
"236",3,"AL","Cleburne County"
"238",5,"AL","Cleburne County"
"240",3,"AL","Cleburne County"
"1",36182,"AL","Coffee County"
"2",124850,"AL","Coffee County"
"4",400,"AL","Coffee County"
"5",3321,"AL","Coffee County"
"6",15,"AL","Coffee County"
"10",55467,"AL","Coffee County"
"24",20,"AL","Coffee County"
"27",174,"AL","Coffee County"
"28",3295,"AL","Coffee County"
"29",4591,"AL","Coffee County"
"36",2,"AL","Coffee County"
"37",156827,"AL","Coffee County"
"44",206,"AL","Coffee County"
"53",59,"AL","Coffee County"
"57",3,"AL","Coffee County"
"58",7,"AL","Coffee County"
"59",1434,"AL","Coffee County"
"61",9932,"AL","Coffee County"
"67",12,"AL","Coffee County"
"74",2183,"AL","Coffee County"
"92",17,"AL","Coffee County"
"111",17195,"AL","Coffee County"
"121",82738,"AL","Coffee County"
"122",25486,"AL","Coffee County"
"123",8276,"AL","Coffee County"
"124",2656,"AL","Coffee County"
"131",194,"AL","Coffee County"
"141",12145,"AL","Coffee County"
"142",674511,"AL","Coffee County"
"143",300448,"AL","Coffee County"
"152",152420,"AL","Coffee County"
"176",102922,"AL","Coffee County"
"190",178534,"AL","Coffee County"
"195",754,"AL","Coffee County"
"205",5,"AL","Coffee County"
"225",2,"AL","Coffee County"
"226",892,"AL","Coffee County"
"228",2,"AL","Coffee County"
"238",208,"AL","Coffee County"
"240",127,"AL","Coffee County"
"242",45,"AL","Coffee County"
"1",110969,"AL","Colbert County"
"2",63611,"AL","Colbert County"
"4",77,"AL","Colbert County"
"5",36071,"AL","Colbert County"
"6",1,"AL","Colbert County"
"10",152,"AL","Colbert County"
"12",7,"AL","Colbert County"
"24",197,"AL","Colbert County"
"26",43808,"AL","Colbert County"
"27",16,"AL","Colbert County"
"28",4,"AL","Colbert County"
"29",19,"AL","Colbert County"
"36",1,"AL","Colbert County"
"37",30879,"AL","Colbert County"
"59",647,"AL","Colbert County"
"61",4841,"AL","Colbert County"
"67",6,"AL","Colbert County"
"68",3,"AL","Colbert County"
"74",337,"AL","Colbert County"
"92",5,"AL","Colbert County"
"111",93152,"AL","Colbert County"
"121",69422,"AL","Colbert County"
"122",45890,"AL","Colbert County"
"123",15247,"AL","Colbert County"
"124",5861,"AL","Colbert County"
"131",5868,"AL","Colbert County"
"141",743988,"AL","Colbert County"
"142",130938,"AL","Colbert County"
"143",66142,"AL","Colbert County"
"152",71686,"AL","Colbert County"
"176",214807,"AL","Colbert County"
"190",46593,"AL","Colbert County"
"195",1213,"AL","Colbert County"
"225",17,"AL","Colbert County"
"238",172,"AL","Colbert County"
"1",6693,"AL","Conecuh County"
"2",41346,"AL","Conecuh County"
"4",21,"AL","Conecuh County"
"5",1183,"AL","Conecuh County"
"6",1,"AL","Conecuh County"
"10",5239,"AL","Conecuh County"
"12",366,"AL","Conecuh County"
"24",533,"AL","Conecuh County"
"26",8,"AL","Conecuh County"
"27",26,"AL","Conecuh County"
"28",193,"AL","Conecuh County"
"29",574,"AL","Conecuh County"
"37",73941,"AL","Conecuh County"
"46",10,"AL","Conecuh County"
"53",42,"AL","Conecuh County"
"58",3,"AL","Conecuh County"
"59",379,"AL","Conecuh County"
"61",1786,"AL","Conecuh County"
"67",1,"AL","Conecuh County"
"74",611,"AL","Conecuh County"
"111",8619,"AL","Conecuh County"
"121",65078,"AL","Conecuh County"
"122",10172,"AL","Conecuh County"
"123",1888,"AL","Conecuh County"
"124",572,"AL","Conecuh County"
"131",2369,"AL","Conecuh County"
"141",32759,"AL","Conecuh County"
"142",1212661,"AL","Conecuh County"
"143",389815,"AL","Conecuh County"
"152",243204,"AL","Conecuh County"
"176",140363,"AL","Conecuh County"
"190",220938,"AL","Conecuh County"
"195",2674,"AL","Conecuh County"
"226",2,"AL","Conecuh County"
"240",11,"AL","Conecuh County"
"1",1749,"AL","Coosa County"
"2",734,"AL","Coosa County"
"4",3,"AL","Coosa County"
"5",205,"AL","Coosa County"
"10",2,"AL","Coosa County"
"26",3,"AL","Coosa County"
"28",4,"AL","Coosa County"
"29",3,"AL","Coosa County"
"37",18795,"AL","Coosa County"
"58",1,"AL","Coosa County"
"59",84,"AL","Coosa County"
"61",141,"AL","Coosa County"
"67",4,"AL","Coosa County"
"70",3,"AL","Coosa County"
"74",86,"AL","Coosa County"
"111",51907,"AL","Coosa County"
"121",53823,"AL","Coosa County"
"122",4725,"AL","Coosa County"
"123",741,"AL","Coosa County"
"124",91,"AL","Coosa County"
"131",903,"AL","Coosa County"
"141",828172,"AL","Coosa County"
"142",731465,"AL","Coosa County"
"143",56751,"AL","Coosa County"
"152",62152,"AL","Coosa County"
"176",110252,"AL","Coosa County"
"190",3677,"AL","Coosa County"
"195",104,"AL","Coosa County"
"240",2,"AL","Coosa County"
"1",23000,"AL","Covington County"
"2",114446,"AL","Covington County"
"4",59,"AL","Covington County"
"5",2625,"AL","Covington County"
"6",12,"AL","Covington County"
"10",31293,"AL","Covington County"
"12",1,"AL","Covington County"
"24",61,"AL","Covington County"
"26",143,"AL","Covington County"
"27",59,"AL","Covington County"
"28",396,"AL","Covington County"
"29",1157,"AL","Covington County"
"36",4,"AL","Covington County"
"37",144716,"AL","Covington County"
"44",3,"AL","Covington County"
"46",1,"AL","Covington County"
"57",1,"AL","Covington County"
"58",64,"AL","Covington County"
"59",3900,"AL","Covington County"
"61",11384,"AL","Covington County"
"74",15463,"AL","Covington County"
"92",1,"AL","Covington County"
"111",35022,"AL","Covington County"
"121",128560,"AL","Covington County"
"122",27541,"AL","Covington County"
"123",5969,"AL","Covington County"
"124",2090,"AL","Covington County"
"131",592,"AL","Covington County"
"141",16330,"AL","Covington County"
"142",1459631,"AL","Covington County"
"143",378483,"AL","Covington County"
"152",179523,"AL","Covington County"
"176",185343,"AL","Covington County"
"190",242291,"AL","Covington County"
"195",1270,"AL","Covington County"
"205",11,"AL","Covington County"
"226",31,"AL","Covington County"
"228",1,"AL","Covington County"
"238",3,"AL","Covington County"
"240",55,"AL","Covington County"
"242",6,"AL","Covington County"
"1",17571,"AL","Crenshaw County"
"2",10336,"AL","Crenshaw County"
"4",113,"AL","Crenshaw County"
"5",703,"AL","Crenshaw County"
"6",4,"AL","Crenshaw County"
"10",5054,"AL","Crenshaw County"
"24",1,"AL","Crenshaw County"
"26",1,"AL","Crenshaw County"
"27",641,"AL","Crenshaw County"
"28",85,"AL","Crenshaw County"
"29",542,"AL","Crenshaw County"
"37",114052,"AL","Crenshaw County"
"57",4,"AL","Crenshaw County"
"59",171,"AL","Crenshaw County"
"61",2070,"AL","Crenshaw County"
"74",1199,"AL","Crenshaw County"
"92",13,"AL","Crenshaw County"
"111",10147,"AL","Crenshaw County"
"121",57620,"AL","Crenshaw County"
"122",7920,"AL","Crenshaw County"
"123",1382,"AL","Crenshaw County"
"124",350,"AL","Crenshaw County"
"131",228,"AL","Crenshaw County"
"141",163137,"AL","Crenshaw County"
"142",602349,"AL","Crenshaw County"
"143",360631,"AL","Crenshaw County"
"152",117577,"AL","Crenshaw County"
"176",128407,"AL","Crenshaw County"
"190",152105,"AL","Crenshaw County"
"195",1611,"AL","Crenshaw County"
"240",3,"AL","Crenshaw County"
"1",26070,"AL","Cullman County"
"2",8431,"AL","Cullman County"
"4",53,"AL","Cullman County"
"5",52386,"AL","Cullman County"
"6",30,"AL","Cullman County"
"10",65,"AL","Cullman County"
"24",26,"AL","Cullman County"
"26",2739,"AL","Cullman County"
"27",5,"AL","Cullman County"
"28",3,"AL","Cullman County"
"29",158,"AL","Cullman County"
"37",86290,"AL","Cullman County"
"43",2,"AL","Cullman County"
"44",1,"AL","Cullman County"
"46",872,"AL","Cullman County"
"48",62,"AL","Cullman County"
"58",3,"AL","Cullman County"
"59",287,"AL","Cullman County"
"61",1131,"AL","Cullman County"
"67",24,"AL","Cullman County"
"68",3,"AL","Cullman County"
"74",5,"AL","Cullman County"
"111",51545,"AL","Cullman County"
"121",130205,"AL","Cullman County"
"122",52659,"AL","Cullman County"
"123",16897,"AL","Cullman County"
"124",6330,"AL","Cullman County"
"131",3317,"AL","Cullman County"
"141",827195,"AL","Cullman County"
"142",196454,"AL","Cullman County"
"143",101473,"AL","Cullman County"
"152",21146,"AL","Cullman County"
"176",574345,"AL","Cullman County"
"190",7918,"AL","Cullman County"
"195",687,"AL","Cullman County"
"222",40,"AL","Cullman County"
"225",5,"AL","Cullman County"
"229",1,"AL","Cullman County"
"237",1,"AL","Cullman County"
"242",1,"AL","Cullman County"
"1",8292,"AL","Dale County"
"2",87435,"AL","Dale County"
"4",438,"AL","Dale County"
"5",780,"AL","Dale County"
"6",9,"AL","Dale County"
"10",47480,"AL","Dale County"
"12",4,"AL","Dale County"
"24",52,"AL","Dale County"
"27",398,"AL","Dale County"
"28",916,"AL","Dale County"
"29",750,"AL","Dale County"
"36",3,"AL","Dale County"
"37",106697,"AL","Dale County"
"44",6,"AL","Dale County"
"50",1,"AL","Dale County"
"57",2,"AL","Dale County"
"58",4,"AL","Dale County"
"59",1081,"AL","Dale County"
"61",38698,"AL","Dale County"
"67",5,"AL","Dale County"
"74",863,"AL","Dale County"
"111",11290,"AL","Dale County"
"121",77722,"AL","Dale County"
"122",29876,"AL","Dale County"
"123",11121,"AL","Dale County"
"124",4428,"AL","Dale County"
"131",112,"AL","Dale County"
"141",11964,"AL","Dale County"
"142",563184,"AL","Dale County"
"143",261924,"AL","Dale County"
"152",129326,"AL","Dale County"
"176",45082,"AL","Dale County"
"190",178073,"AL","Dale County"
"195",485,"AL","Dale County"
"205",1877,"AL","Dale County"
"226",11,"AL","Dale County"
"228",261,"AL","Dale County"
"240",31,"AL","Dale County"
"242",43,"AL","Dale County"
