"Class","NCells","State","County"
"24",1537,"AL","Barbour County"
"26",774,"AL","Barbour County"
"27",4644,"AL","Barbour County"
"28",6707,"AL","Barbour County"
"29",706,"AL","Barbour County"
"37",119195,"AL","Barbour County"
"44",3,"AL","Barbour County"
"48",119,"AL","Barbour County"
"57",1,"AL","Barbour County"
"58",79,"AL","Barbour County"
"59",2681,"AL","Barbour County"
"61",88513,"AL","Barbour County"
"74",965,"AL","Barbour County"
"111",53909,"AL","Barbour County"
"121",90301,"AL","Barbour County"
"122",16619,"AL","Barbour County"
"123",5229,"AL","Barbour County"
"124",1486,"AL","Barbour County"
"131",176,"AL","Barbour County"
"141",597261,"AL","Barbour County"
"142",895101,"AL","Barbour County"
"143",100508,"AL","Barbour County"
"152",443978,"AL","Barbour County"
"176",38191,"AL","Barbour County"
"190",78137,"AL","Barbour County"
"195",768,"AL","Barbour County"
"205",4,"AL","Barbour County"
"216",1,"AL","Barbour County"
"222",11,"AL","Barbour County"
"225",78,"AL","Barbour County"
"226",13,"AL","Barbour County"
"238",218,"AL","Barbour County"
"240",280,"AL","Barbour County"
"242",19,"AL","Barbour County"
"1",906,"AL","Bibb County"
"2",946,"AL","Bibb County"
"4",2,"AL","Bibb County"
"5",1817,"AL","Bibb County"
"10",102,"AL","Bibb County"
"24",11,"AL","Bibb County"
"26",72,"AL","Bibb County"
"27",3,"AL","Bibb County"
"28",1,"AL","Bibb County"
"29",10,"AL","Bibb County"
"37",20781,"AL","Bibb County"
"44",1,"AL","Bibb County"
"46",2,"AL","Bibb County"
"58",1,"AL","Bibb County"
"59",41,"AL","Bibb County"
"61",3095,"AL","Bibb County"
"74",8,"AL","Bibb County"
"92",1,"AL","Bibb County"
"111",11850,"AL","Bibb County"
"121",66970,"AL","Bibb County"
"122",7186,"AL","Bibb County"
"123",2914,"AL","Bibb County"
"124",604,"AL","Bibb County"
"131",4432,"AL","Bibb County"
"141",557322,"AL","Bibb County"
"142",633804,"AL","Bibb County"
"143",140171,"AL","Bibb County"
"152",240874,"AL","Bibb County"
"176",67308,"AL","Bibb County"
"190",41455,"AL","Bibb County"
"195",1078,"AL","Bibb County"
"209",8,"AL","Bibb County"
"219",1,"AL","Bibb County"
"222",3,"AL","Bibb County"
"225",348,"AL","Bibb County"
"229",1,"AL","Bibb County"
"242",1,"AL","Bibb County"
"1",9525,"AL","Blount County"
"2",8808,"AL","Blount County"
"4",51,"AL","Blount County"
"5",19737,"AL","Blount County"
"10",1315,"AL","Blount County"
"21",1,"AL","Blount County"
"24",78,"AL","Blount County"
"26",1398,"AL","Blount County"
"27",1,"AL","Blount County"
"28",3,"AL","Blount County"
"29",31,"AL","Blount County"
"37",66025,"AL","Blount County"
"44",15,"AL","Blount County"
"46",59,"AL","Blount County"
"53",4,"AL","Blount County"
"58",5,"AL","Blount County"
"59",169,"AL","Blount County"
"61",3156,"AL","Blount County"
"67",39,"AL","Blount County"
"74",52,"AL","Blount County"
"111",20316,"AL","Blount County"
"121",89784,"AL","Blount County"
"122",22724,"AL","Blount County"
"123",6521,"AL","Blount County"
"124",1502,"AL","Blount County"
"131",6070,"AL","Blount County"
"141",812248,"AL","Blount County"
"142",198272,"AL","Blount County"
"143",45280,"AL","Blount County"
"152",132613,"AL","Blount County"
"176",435870,"AL","Blount County"
"190",2548,"AL","Blount County"
"195",77,"AL","Blount County"
"225",8,"AL","Blount County"
"229",2,"AL","Blount County"
"240",15,"AL","Blount County"
"1",8673,"AL","Bullock County"
"2",11952,"AL","Bullock County"
"4",25,"AL","Bullock County"
"5",5014,"AL","Bullock County"
"10",2390,"AL","Bullock County"
"12",6,"AL","Bullock County"
"24",343,"AL","Bullock County"
"26",210,"AL","Bullock County"
"27",36,"AL","Bullock County"
"28",1148,"AL","Bullock County"
"29",49,"AL","Bullock County"
"37",37271,"AL","Bullock County"
"44",782,"AL","Bullock County"
"48",102,"AL","Bullock County"
"57",64,"AL","Bullock County"
"58",2,"AL","Bullock County"
"59",8237,"AL","Bullock County"
"61",28671,"AL","Bullock County"
"68",204,"AL","Bullock County"
"74",205,"AL","Bullock County"
"92",158,"AL","Bullock County"
"111",20921,"AL","Bullock County"
"121",60343,"AL","Bullock County"
"122",6883,"AL","Bullock County"
"123",1238,"AL","Bullock County"
"124",339,"AL","Bullock County"
"131",443,"AL","Bullock County"
"141",389560,"AL","Bullock County"
"142",532831,"AL","Bullock County"
"143",131485,"AL","Bullock County"
"152",314381,"AL","Bullock County"
"176",136331,"AL","Bullock County"
"190",103694,"AL","Bullock County"
"195",2859,"AL","Bullock County"
"225",6,"AL","Bullock County"
"226",20,"AL","Bullock County"
"238",25,"AL","Bullock County"
"240",3,"AL","Bullock County"
"242",6,"AL","Bullock County"
"1",8646,"AL","Butler County"
"2",8734,"AL","Butler County"
"4",36,"AL","Butler County"
"5",817,"AL","Butler County"
"10",2858,"AL","Butler County"
"24",1019,"AL","Butler County"
"26",997,"AL","Butler County"
"27",30,"AL","Butler County"
"28",82,"AL","Butler County"
"29",335,"AL","Butler County"
"37",59232,"AL","Butler County"
"47",1,"AL","Butler County"
"48",18,"AL","Butler County"
"58",4,"AL","Butler County"
"59",598,"AL","Butler County"
"61",5688,"AL","Butler County"
"74",202,"AL","Butler County"
"111",8581,"AL","Butler County"
"121",89832,"AL","Butler County"
"122",10770,"AL","Butler County"
"123",3343,"AL","Butler County"
"124",879,"AL","Butler County"
"131",346,"AL","Butler County"
"141",684029,"AL","Butler County"
"142",875335,"AL","Butler County"
"143",46296,"AL","Butler County"
"152",265651,"AL","Butler County"
"176",85624,"AL","Butler County"
"190",78002,"AL","Butler County"
"195",397,"AL","Butler County"
"240",1,"AL","Butler County"
"1",6236,"AL","Calhoun County"
"2",13629,"AL","Calhoun County"
"4",23,"AL","Calhoun County"
"5",18429,"AL","Calhoun County"
"24",203,"AL","Calhoun County"
"26",5370,"AL","Calhoun County"
"27",5,"AL","Calhoun County"
"28",1,"AL","Calhoun County"
"29",20,"AL","Calhoun County"
"37",39433,"AL","Calhoun County"
"44",1,"AL","Calhoun County"
"59",23,"AL","Calhoun County"
"61",1489,"AL","Calhoun County"
"70",16,"AL","Calhoun County"
"74",3,"AL","Calhoun County"
"111",18567,"AL","Calhoun County"
"121",173259,"AL","Calhoun County"
"122",63606,"AL","Calhoun County"
"123",21772,"AL","Calhoun County"
"124",8074,"AL","Calhoun County"
"131",4195,"AL","Calhoun County"
"141",723466,"AL","Calhoun County"
"142",344817,"AL","Calhoun County"
"143",38718,"AL","Calhoun County"
"152",84280,"AL","Calhoun County"
"176",204053,"AL","Calhoun County"
"190",1502,"AL","Calhoun County"
"195",17,"AL","Calhoun County"
"229",2,"AL","Calhoun County"
"236",2,"AL","Calhoun County"
"240",48,"AL","Calhoun County"
"1",3243,"AL","Chambers County"
"2",1999,"AL","Chambers County"
"4",1,"AL","Chambers County"
"5",172,"AL","Chambers County"
"10",5,"AL","Chambers County"
"24",226,"AL","Chambers County"
"26",38,"AL","Chambers County"
"27",23,"AL","Chambers County"
"28",2,"AL","Chambers County"
"29",1,"AL","Chambers County"
"37",49467,"AL","Chambers County"
"48",4,"AL","Chambers County"
"59",19,"AL","Chambers County"
"61",388,"AL","Chambers County"
"111",22699,"AL","Chambers County"
"121",76280,"AL","Chambers County"
"122",21741,"AL","Chambers County"
"123",4164,"AL","Chambers County"
"124",1443,"AL","Chambers County"
"131",1283,"AL","Chambers County"
"141",586837,"AL","Chambers County"
"142",590266,"AL","Chambers County"
"143",1078,"AL","Chambers County"
"152",172725,"AL","Chambers County"
"176",182741,"AL","Chambers County"
"190",15501,"AL","Chambers County"
"195",47,"AL","Chambers County"
"225",2,"AL","Chambers County"
"240",6,"AL","Chambers County"
"242",1,"AL","Chambers County"
"1",19282,"AL","Cherokee County"
"2",73369,"AL","Cherokee County"
"4",774,"AL","Cherokee County"
"5",76589,"AL","Cherokee County"
"10",2,"AL","Cherokee County"
"24",105,"AL","Cherokee County"
"26",7621,"AL","Cherokee County"
"27",23,"AL","Cherokee County"
"28",97,"AL","Cherokee County"
"29",45,"AL","Cherokee County"
"37",16498,"AL","Cherokee County"
"48",5,"AL","Cherokee County"
"53",1,"AL","Cherokee County"
"59",920,"AL","Cherokee County"
"61",4222,"AL","Cherokee County"
"68",2,"AL","Cherokee County"
"70",6,"AL","Cherokee County"
"111",134959,"AL","Cherokee County"
"121",70078,"AL","Cherokee County"
"122",18641,"AL","Cherokee County"
"123",4692,"AL","Cherokee County"
"124",1289,"AL","Cherokee County"
"131",1817,"AL","Cherokee County"
"141",519666,"AL","Cherokee County"
"142",357164,"AL","Cherokee County"
"143",110635,"AL","Cherokee County"
"152",100480,"AL","Cherokee County"
"176",196553,"AL","Cherokee County"
"190",8744,"AL","Cherokee County"
"195",243,"AL","Cherokee County"
"222",1,"AL","Cherokee County"
"225",2,"AL","Cherokee County"
"240",974,"AL","Cherokee County"
"1",5145,"AL","Chilton County"
"2",5547,"AL","Chilton County"
"4",51,"AL","Chilton County"
"5",5212,"AL","Chilton County"
"10",38,"AL","Chilton County"
"24",99,"AL","Chilton County"
"26",135,"AL","Chilton County"
"27",8,"AL","Chilton County"
"28",12,"AL","Chilton County"
"29",16,"AL","Chilton County"
"37",41007,"AL","Chilton County"
"44",1,"AL","Chilton County"
"46",103,"AL","Chilton County"
"47",33,"AL","Chilton County"
"48",418,"AL","Chilton County"
"53",66,"AL","Chilton County"
"59",168,"AL","Chilton County"
"61",1316,"AL","Chilton County"
"67",42,"AL","Chilton County"
"68",1,"AL","Chilton County"
"74",181,"AL","Chilton County"
"111",23903,"AL","Chilton County"
"121",87570,"AL","Chilton County"
"122",21048,"AL","Chilton County"
"123",6783,"AL","Chilton County"
"124",1716,"AL","Chilton County"
"131",4751,"AL","Chilton County"
"141",712421,"AL","Chilton County"
"142",479583,"AL","Chilton County"
"143",87148,"AL","Chilton County"
"152",285344,"AL","Chilton County"
"176",239114,"AL","Chilton County"
"190",5980,"AL","Chilton County"
"195",97,"AL","Chilton County"
"209",56,"AL","Chilton County"
"219",14,"AL","Chilton County"
"222",57,"AL","Chilton County"
"225",72,"AL","Chilton County"
"226",1,"AL","Chilton County"
"229",17,"AL","Chilton County"
"1",494,"AL","Choctaw County"
"2",593,"AL","Choctaw County"
"4",3,"AL","Choctaw County"
"5",646,"AL","Choctaw County"
"10",19,"AL","Choctaw County"
"26",2,"AL","Choctaw County"
"28",1,"AL","Choctaw County"
"29",7,"AL","Choctaw County"
"37",3688,"AL","Choctaw County"
"48",2,"AL","Choctaw County"
"58",3,"AL","Choctaw County"
"61",9165,"AL","Choctaw County"
"74",19,"AL","Choctaw County"
"92",4,"AL","Choctaw County"
"111",27161,"AL","Choctaw County"
"121",78596,"AL","Choctaw County"
"122",4470,"AL","Choctaw County"
"123",1986,"AL","Choctaw County"
"124",639,"AL","Choctaw County"
"131",890,"AL","Choctaw County"
"141",452070,"AL","Choctaw County"
"142",924785,"AL","Choctaw County"
"143",343298,"AL","Choctaw County"
"152",391131,"AL","Choctaw County"
"176",117829,"AL","Choctaw County"
"190",287687,"AL","Choctaw County"
"195",551,"AL","Choctaw County"
"242",30,"AL","Choctaw County"
"1",1329,"AL","Clarke County"
"2",2611,"AL","Clarke County"
"4",10,"AL","Clarke County"
"5",1276,"AL","Clarke County"
"10",964,"AL","Clarke County"
"12",2,"AL","Clarke County"
"24",24,"AL","Clarke County"
"26",2,"AL","Clarke County"
"28",206,"AL","Clarke County"
"29",98,"AL","Clarke County"
"37",10460,"AL","Clarke County"
"59",94,"AL","Clarke County"
"61",4586,"AL","Clarke County"
"74",65,"AL","Clarke County"
"92",7,"AL","Clarke County"
"111",47699,"AL","Clarke County"
"121",95037,"AL","Clarke County"
"122",8577,"AL","Clarke County"
"123",4499,"AL","Clarke County"
"124",1560,"AL","Clarke County"
"131",3441,"AL","Clarke County"
"141",365216,"AL","Clarke County"
"142",1332791,"AL","Clarke County"
"143",474946,"AL","Clarke County"
"152",521101,"AL","Clarke County"
"176",157839,"AL","Clarke County"
"190",569566,"AL","Clarke County"
"195",6217,"AL","Clarke County"
"225",1,"AL","Clarke County"
"1",875,"AL","Clay County"
"2",140,"AL","Clay County"
"4",10,"AL","Clay County"
"5",1728,"AL","Clay County"
"21",1,"AL","Clay County"
"24",1,"AL","Clay County"
"26",66,"AL","Clay County"
"27",101,"AL","Clay County"
"29",7,"AL","Clay County"
"37",20275,"AL","Clay County"
"48",2,"AL","Clay County"
"61",782,"AL","Clay County"
"74",4,"AL","Clay County"
"111",6343,"AL","Clay County"
"121",58498,"AL","Clay County"
"122",2410,"AL","Clay County"
"123",1187,"AL","Clay County"
"124",366,"AL","Clay County"
"131",1523,"AL","Clay County"
"141",897909,"AL","Clay County"
"142",498605,"AL","Clay County"
"143",2925,"AL","Clay County"
"152",104950,"AL","Clay County"
"176",147846,"AL","Clay County"
"190",569,"AL","Clay County"
"195",23,"AL","Clay County"
"229",3,"AL","Clay County"
"240",1,"AL","Clay County"
"1",3881,"AL","Cleburne County"
"2",37,"AL","Cleburne County"
"5",878,"AL","Cleburne County"
"10",1,"AL","Cleburne County"
"24",5,"AL","Cleburne County"
"26",22,"AL","Cleburne County"
"27",55,"AL","Cleburne County"
"28",2,"AL","Cleburne County"
"37",17546,"AL","Cleburne County"
"44",1,"AL","Cleburne County"
"59",10,"AL","Cleburne County"
"61",398,"AL","Cleburne County"
"68",5,"AL","Cleburne County"
"111",6357,"AL","Cleburne County"
"121",57642,"AL","Cleburne County"
"122",9009,"AL","Cleburne County"
"123",2034,"AL","Cleburne County"
"124",366,"AL","Cleburne County"
"131",836,"AL","Cleburne County"
"141",784302,"AL","Cleburne County"
"142",500444,"AL","Cleburne County"
"143",5899,"AL","Cleburne County"
"152",94324,"AL","Cleburne County"
"176",132085,"AL","Cleburne County"
"190",621,"AL","Cleburne County"
"195",31,"AL","Cleburne County"
"225",1,"AL","Cleburne County"
"1",42291,"AL","Coffee County"
"2",86575,"AL","Coffee County"
"4",867,"AL","Coffee County"
"5",5493,"AL","Coffee County"
"6",1,"AL","Coffee County"
"10",51987,"AL","Coffee County"
"12",753,"AL","Coffee County"
"24",534,"AL","Coffee County"
"26",34,"AL","Coffee County"
"27",583,"AL","Coffee County"
"28",2742,"AL","Coffee County"
"29",8463,"AL","Coffee County"
"37",140565,"AL","Coffee County"
"44",6,"AL","Coffee County"
"46",1,"AL","Coffee County"
"48",4601,"AL","Coffee County"
"50",94,"AL","Coffee County"
"53",2,"AL","Coffee County"
"58",18,"AL","Coffee County"
"59",1386,"AL","Coffee County"
"61",23563,"AL","Coffee County"
"74",457,"AL","Coffee County"
"92",3,"AL","Coffee County"
"111",17279,"AL","Coffee County"
"121",96219,"AL","Coffee County"
"122",21082,"AL","Coffee County"
"123",7001,"AL","Coffee County"
"124",2188,"AL","Coffee County"
"131",141,"AL","Coffee County"
"141",195821,"AL","Coffee County"
"142",637394,"AL","Coffee County"
"143",170556,"AL","Coffee County"
"152",305909,"AL","Coffee County"
"176",75458,"AL","Coffee County"
"190",57348,"AL","Coffee County"
"195",642,"AL","Coffee County"
"205",8,"AL","Coffee County"
"222",16,"AL","Coffee County"
"225",1,"AL","Coffee County"
"226",21,"AL","Coffee County"
"238",1,"AL","Coffee County"
"240",449,"AL","Coffee County"
"242",4,"AL","Coffee County"
"1",105650,"AL","Colbert County"
"2",20620,"AL","Colbert County"
"4",83,"AL","Colbert County"
"5",40267,"AL","Colbert County"
"10",54,"AL","Colbert County"
"24",60,"AL","Colbert County"
"26",68366,"AL","Colbert County"
"28",1,"AL","Colbert County"
"29",2182,"AL","Colbert County"
"37",9154,"AL","Colbert County"
"48",1,"AL","Colbert County"
"58",33,"AL","Colbert County"
"59",182,"AL","Colbert County"
"61",719,"AL","Colbert County"
"68",3,"AL","Colbert County"
"74",3,"AL","Colbert County"
"111",92623,"AL","Colbert County"
"121",88808,"AL","Colbert County"
"122",41131,"AL","Colbert County"
"123",14587,"AL","Colbert County"
"124",5546,"AL","Colbert County"
"131",4676,"AL","Colbert County"
"141",713829,"AL","Colbert County"
"142",112737,"AL","Colbert County"
"143",30303,"AL","Colbert County"
"152",214153,"AL","Colbert County"
"176",210645,"AL","Colbert County"
"190",25785,"AL","Colbert County"
"195",443,"AL","Colbert County"
"226",3,"AL","Colbert County"
"1",6340,"AL","Conecuh County"
"2",38534,"AL","Conecuh County"
"4",22,"AL","Conecuh County"
"5",2509,"AL","Conecuh County"
"10",3420,"AL","Conecuh County"
"24",510,"AL","Conecuh County"
"26",90,"AL","Conecuh County"
"27",599,"AL","Conecuh County"
"28",113,"AL","Conecuh County"
"29",820,"AL","Conecuh County"
"37",60268,"AL","Conecuh County"
"46",1,"AL","Conecuh County"
"47",1,"AL","Conecuh County"
"58",578,"AL","Conecuh County"
"59",459,"AL","Conecuh County"
"61",3495,"AL","Conecuh County"
"74",1109,"AL","Conecuh County"
"111",8536,"AL","Conecuh County"
"121",68766,"AL","Conecuh County"
"122",7135,"AL","Conecuh County"
"123",1636,"AL","Conecuh County"
"124",494,"AL","Conecuh County"
"131",1890,"AL","Conecuh County"
"141",399236,"AL","Conecuh County"
"142",1106217,"AL","Conecuh County"
"143",174724,"AL","Conecuh County"
"152",340441,"AL","Conecuh County"
"176",151254,"AL","Conecuh County"
"190",84416,"AL","Conecuh County"
"195",467,"AL","Conecuh County"
"225",1,"AL","Conecuh County"
"1",277,"AL","Coosa County"
"2",1040,"AL","Coosa County"
"4",5,"AL","Coosa County"
"5",353,"AL","Coosa County"
"10",9,"AL","Coosa County"
"24",1,"AL","Coosa County"
"26",23,"AL","Coosa County"
"37",6135,"AL","Coosa County"
"44",1,"AL","Coosa County"
"48",2,"AL","Coosa County"
"59",1,"AL","Coosa County"
"61",800,"AL","Coosa County"
"67",1,"AL","Coosa County"
"74",11,"AL","Coosa County"
"111",52002,"AL","Coosa County"
"121",78951,"AL","Coosa County"
"122",3786,"AL","Coosa County"
"123",728,"AL","Coosa County"
"124",100,"AL","Coosa County"
"131",1555,"AL","Coosa County"
"141",876993,"AL","Coosa County"
"142",660635,"AL","Coosa County"
"143",3697,"AL","Coosa County"
"152",154087,"AL","Coosa County"
"176",84562,"AL","Coosa County"
"190",795,"AL","Coosa County"
"195",31,"AL","Coosa County"
"240",1,"AL","Coosa County"
"1",28655,"AL","Covington County"
"2",100026,"AL","Covington County"
"4",412,"AL","Covington County"
"5",4253,"AL","Covington County"
"10",23348,"AL","Covington County"
"12",2,"AL","Covington County"
"24",161,"AL","Covington County"
"26",99,"AL","Covington County"
"27",116,"AL","Covington County"
"28",63,"AL","Covington County"
"29",3266,"AL","Covington County"
"37",115859,"AL","Covington County"
"48",20,"AL","Covington County"
"58",12,"AL","Covington County"
"59",4286,"AL","Covington County"
"61",18445,"AL","Covington County"
"74",12992,"AL","Covington County"
"111",35789,"AL","Covington County"
"121",142821,"AL","Covington County"
"122",20345,"AL","Covington County"
"123",5398,"AL","Covington County"
"124",1953,"AL","Covington County"
"131",645,"AL","Covington County"
"141",296324,"AL","Covington County"
"142",1305335,"AL","Covington County"
"143",246647,"AL","Covington County"
"152",347406,"AL","Covington County"
"176",207318,"AL","Covington County"
"190",88915,"AL","Covington County"
"195",629,"AL","Covington County"
"240",1,"AL","Covington County"
"1",11108,"AL","Crenshaw County"
"2",7159,"AL","Crenshaw County"
"4",160,"AL","Crenshaw County"
"5",1547,"AL","Crenshaw County"
"10",5798,"AL","Crenshaw County"
"24",309,"AL","Crenshaw County"
"26",1231,"AL","Crenshaw County"
"27",659,"AL","Crenshaw County"
"28",894,"AL","Crenshaw County"
"29",560,"AL","Crenshaw County"
"37",86525,"AL","Crenshaw County"
"48",13,"AL","Crenshaw County"
"59",309,"AL","Crenshaw County"
"61",7663,"AL","Crenshaw County"
"74",355,"AL","Crenshaw County"
"111",9698,"AL","Crenshaw County"
"121",70699,"AL","Crenshaw County"
"122",6487,"AL","Crenshaw County"
"123",1312,"AL","Crenshaw County"
"124",308,"AL","Crenshaw County"
"131",371,"AL","Crenshaw County"
"141",539893,"AL","Crenshaw County"
"142",534676,"AL","Crenshaw County"
"143",37549,"AL","Crenshaw County"
"152",229292,"AL","Crenshaw County"
"176",99016,"AL","Crenshaw County"
"190",102055,"AL","Crenshaw County"
"195",380,"AL","Crenshaw County"
"225",1,"AL","Crenshaw County"
"1",17207,"AL","Cullman County"
"2",3424,"AL","Cullman County"
"4",57,"AL","Cullman County"
"5",52472,"AL","Cullman County"
"10",283,"AL","Cullman County"
"24",59,"AL","Cullman County"
"26",3526,"AL","Cullman County"
"27",18,"AL","Cullman County"
"28",3,"AL","Cullman County"
"29",163,"AL","Cullman County"
"36",1,"AL","Cullman County"
"37",39135,"AL","Cullman County"
"43",100,"AL","Cullman County"
"44",69,"AL","Cullman County"
"46",1267,"AL","Cullman County"
"48",2,"AL","Cullman County"
"58",10,"AL","Cullman County"
"59",71,"AL","Cullman County"
"61",1391,"AL","Cullman County"
"67",16,"AL","Cullman County"
"74",68,"AL","Cullman County"
"111",48958,"AL","Cullman County"
"121",120690,"AL","Cullman County"
"122",48599,"AL","Cullman County"
"123",17150,"AL","Cullman County"
"124",5613,"AL","Cullman County"
"131",6129,"AL","Cullman County"
"141",740043,"AL","Cullman County"
"142",196420,"AL","Cullman County"
"143",51793,"AL","Cullman County"
"152",177936,"AL","Cullman County"
"176",630196,"AL","Cullman County"
"190",5790,"AL","Cullman County"
"195",111,"AL","Cullman County"
"219",3,"AL","Cullman County"
"222",5,"AL","Cullman County"
"225",73,"AL","Cullman County"
"229",9,"AL","Cullman County"
"240",5,"AL","Cullman County"
"1",11324,"AL","Dale County"
"2",43834,"AL","Dale County"
"4",686,"AL","Dale County"
"5",993,"AL","Dale County"
"6",49,"AL","Dale County"
"10",49435,"AL","Dale County"
"12",14,"AL","Dale County"
"24",734,"AL","Dale County"
"26",20,"AL","Dale County"
"27",3220,"AL","Dale County"
"28",2049,"AL","Dale County"
"29",1168,"AL","Dale County"
"37",72648,"AL","Dale County"
"44",1,"AL","Dale County"
"48",334,"AL","Dale County"
"50",1,"AL","Dale County"
"53",10,"AL","Dale County"
"58",15,"AL","Dale County"
"59",680,"AL","Dale County"
"61",94253,"AL","Dale County"
"74",929,"AL","Dale County"
"111",12005,"AL","Dale County"
"121",81810,"AL","Dale County"
"122",25094,"AL","Dale County"
"123",10230,"AL","Dale County"
"124",4113,"AL","Dale County"
"131",103,"AL","Dale County"
"141",299990,"AL","Dale County"
"142",483684,"AL","Dale County"
"143",55700,"AL","Dale County"
"152",262240,"AL","Dale County"
"176",23972,"AL","Dale County"
"190",75746,"AL","Dale County"
"195",1350,"AL","Dale County"
"205",2097,"AL","Dale County"
"222",10,"AL","Dale County"
"225",4,"AL","Dale County"
"226",12,"AL","Dale County"
"238",1,"AL","Dale County"
"242",166,"AL","Dale County"
"1",26517,"AL","Dallas County"
"2",65477,"AL","Dallas County"
"4",396,"AL","Dallas County"
"5",50219,"AL","Dallas County"
"10",1088,"AL","Dallas County"
"24",1589,"AL","Dallas County"
"26",1775,"AL","Dallas County"
"28",90,"AL","Dallas County"
"29",7,"AL","Dallas County"
"36",5,"AL","Dallas County"
"37",131045,"AL","Dallas County"
"46",12,"AL","Dallas County"
"58",723,"AL","Dallas County"
"59",3111,"AL","Dallas County"
"61",13875,"AL","Dallas County"
"74",1251,"AL","Dallas County"
"92",15,"AL","Dallas County"
"111",75438,"AL","Dallas County"
"121",131526,"AL","Dallas County"
"122",21612,"AL","Dallas County"
"123",9331,"AL","Dallas County"
"124",3658,"AL","Dallas County"
"131",2108,"AL","Dallas County"
"141",508297,"AL","Dallas County"
"142",631471,"AL","Dallas County"
"143",85096,"AL","Dallas County"
"152",329514,"AL","Dallas County"
"176",271115,"AL","Dallas County"
"190",485946,"AL","Dallas County"
"195",19312,"AL","Dallas County"
"209",4,"AL","Dallas County"
"222",4,"AL","Dallas County"
"225",321,"AL","Dallas County"
"229",1,"AL","Dallas County"
"236",169,"AL","Dallas County"
"240",1,"AL","Dallas County"
"1",52282,"AL","DeKalb County"
"2",912,"AL","DeKalb County"
"4",29,"AL","DeKalb County"
"5",84163,"AL","DeKalb County"
"12",2,"AL","DeKalb County"
"21",200,"AL","DeKalb County"
"24",285,"AL","DeKalb County"
"26",9181,"AL","DeKalb County"
"28",13,"AL","DeKalb County"
"29",229,"AL","DeKalb County"
"37",80686,"AL","DeKalb County"
"43",193,"AL","DeKalb County"
"48",734,"AL","DeKalb County"
"59",84,"AL","DeKalb County"
"61",3046,"AL","DeKalb County"
"68",12,"AL","DeKalb County"
"70",207,"AL","DeKalb County"
"74",1,"AL","DeKalb County"
"111",8414,"AL","DeKalb County"
"121",114710,"AL","DeKalb County"
"122",39591,"AL","DeKalb County"
"123",12586,"AL","DeKalb County"
"124",4363,"AL","DeKalb County"
"131",2311,"AL","DeKalb County"
"141",800458,"AL","DeKalb County"
"142",122535,"AL","DeKalb County"
