"Class","NCells","State","County"
"5",16429,"AL","Blount County"
"10",754,"AL","Blount County"
"24",23,"AL","Blount County"
"26",1140,"AL","Blount County"
"27",23,"AL","Blount County"
"28",1,"AL","Blount County"
"29",1,"AL","Blount County"
"31",4,"AL","Blount County"
"36",5,"AL","Blount County"
"37",60253,"AL","Blount County"
"44",23,"AL","Blount County"
"46",43,"AL","Blount County"
"48",37,"AL","Blount County"
"54",84,"AL","Blount County"
"59",21,"AL","Blount County"
"61",669,"AL","Blount County"
"74",1,"AL","Blount County"
"92",3,"AL","Blount County"
"111",18627,"AL","Blount County"
"121",85712,"AL","Blount County"
"122",19952,"AL","Blount County"
"123",4392,"AL","Blount County"
"124",1100,"AL","Blount County"
"131",2821,"AL","Blount County"
"141",752882,"AL","Blount County"
"142",170576,"AL","Blount County"
"143",43743,"AL","Blount County"
"152",94035,"AL","Blount County"
"176",588313,"AL","Blount County"
"190",2293,"AL","Blount County"
"195",16,"AL","Blount County"
"209",3,"AL","Blount County"
"219",228,"AL","Blount County"
"236",4,"AL","Blount County"
"238",2,"AL","Blount County"
"1",4512,"AL","Bullock County"
"2",8800,"AL","Bullock County"
"4",90,"AL","Bullock County"
"5",3137,"AL","Bullock County"
"10",8804,"AL","Bullock County"
"24",910,"AL","Bullock County"
"26",62,"AL","Bullock County"
"27",1127,"AL","Bullock County"
"28",1310,"AL","Bullock County"
"29",149,"AL","Bullock County"
"37",37990,"AL","Bullock County"
"44",3058,"AL","Bullock County"
"48",1,"AL","Bullock County"
"53",13975,"AL","Bullock County"
"59",4655,"AL","Bullock County"
"61",20035,"AL","Bullock County"
"74",214,"AL","Bullock County"
"92",11,"AL","Bullock County"
"111",19614,"AL","Bullock County"
"121",60447,"AL","Bullock County"
"122",6484,"AL","Bullock County"
"123",868,"AL","Bullock County"
"124",264,"AL","Bullock County"
"131",220,"AL","Bullock County"
"141",378581,"AL","Bullock County"
"142",522465,"AL","Bullock County"
"143",151529,"AL","Bullock County"
"152",253626,"AL","Bullock County"
"176",205487,"AL","Bullock County"
"190",96897,"AL","Bullock County"
"195",1501,"AL","Bullock County"
"209",1,"AL","Bullock County"
"225",54,"AL","Bullock County"
"226",9,"AL","Bullock County"
"236",6,"AL","Bullock County"
"238",16,"AL","Bullock County"
"240",1,"AL","Bullock County"
"1",5562,"AL","Butler County"
"2",4600,"AL","Butler County"
"4",39,"AL","Butler County"
"5",3327,"AL","Butler County"
"10",4497,"AL","Butler County"
"24",57,"AL","Butler County"
"26",238,"AL","Butler County"
"27",1,"AL","Butler County"
"28",9,"AL","Butler County"
"29",69,"AL","Butler County"
"37",53262,"AL","Butler County"
"44",63,"AL","Butler County"
"46",48,"AL","Butler County"
"48",11,"AL","Butler County"
"53",6,"AL","Butler County"
"59",712,"AL","Butler County"
"61",15766,"AL","Butler County"
"74",308,"AL","Butler County"
"111",7172,"AL","Butler County"
"121",89768,"AL","Butler County"
"122",9939,"AL","Butler County"
"123",2544,"AL","Butler County"
"124",692,"AL","Butler County"
"131",181,"AL","Butler County"
"141",672193,"AL","Butler County"
"142",868388,"AL","Butler County"
"143",84921,"AL","Butler County"
"152",160955,"AL","Butler County"
"176",162481,"AL","Butler County"
"190",89676,"AL","Butler County"
"195",413,"AL","Butler County"
"236",466,"AL","Butler County"
"238",4,"AL","Butler County"
"239",14,"AL","Butler County"
"240",1,"AL","Butler County"
"1",7438,"AL","Calhoun County"
"2",16990,"AL","Calhoun County"
"4",12,"AL","Calhoun County"
"5",7326,"AL","Calhoun County"
"6",1,"AL","Calhoun County"
"10",2,"AL","Calhoun County"
"12",5,"AL","Calhoun County"
"24",140,"AL","Calhoun County"
"26",5230,"AL","Calhoun County"
"27",2,"AL","Calhoun County"
"29",12,"AL","Calhoun County"
"37",30931,"AL","Calhoun County"
"44",217,"AL","Calhoun County"
"46",5,"AL","Calhoun County"
"48",5,"AL","Calhoun County"
"54",117,"AL","Calhoun County"
"59",13,"AL","Calhoun County"
"61",1587,"AL","Calhoun County"
"111",18663,"AL","Calhoun County"
"121",167295,"AL","Calhoun County"
"122",61981,"AL","Calhoun County"
"123",16679,"AL","Calhoun County"
"124",5494,"AL","Calhoun County"
"131",2426,"AL","Calhoun County"
"141",718625,"AL","Calhoun County"
"142",329646,"AL","Calhoun County"
"143",36750,"AL","Calhoun County"
"152",31381,"AL","Calhoun County"
"176",310579,"AL","Calhoun County"
"190",1690,"AL","Calhoun County"
"195",10,"AL","Calhoun County"
"209",1,"AL","Calhoun County"
"219",2,"AL","Calhoun County"
"222",1,"AL","Calhoun County"
"225",1,"AL","Calhoun County"
"229",2,"AL","Calhoun County"
"1",1183,"AL","Chambers County"
"2",2091,"AL","Chambers County"
"5",204,"AL","Chambers County"
"10",8,"AL","Chambers County"
"24",789,"AL","Chambers County"
"26",40,"AL","Chambers County"
"28",58,"AL","Chambers County"
"29",8,"AL","Chambers County"
"37",21077,"AL","Chambers County"
"44",50,"AL","Chambers County"
"48",1,"AL","Chambers County"
"53",1,"AL","Chambers County"
"54",1,"AL","Chambers County"
"59",140,"AL","Chambers County"
"61",1023,"AL","Chambers County"
"67",7,"AL","Chambers County"
"74",1,"AL","Chambers County"
"92",1,"AL","Chambers County"
"111",21258,"AL","Chambers County"
"121",75370,"AL","Chambers County"
"122",21143,"AL","Chambers County"
"123",2965,"AL","Chambers County"
"124",1032,"AL","Chambers County"
"131",895,"AL","Chambers County"
"141",602468,"AL","Chambers County"
"142",542653,"AL","Chambers County"
"143",1595,"AL","Chambers County"
"152",90079,"AL","Chambers County"
"176",333257,"AL","Chambers County"
"190",12967,"AL","Chambers County"
"195",28,"AL","Chambers County"
"209",6,"AL","Chambers County"
"225",3,"AL","Chambers County"
"1",19809,"AL","Cherokee County"
"2",89218,"AL","Cherokee County"
"4",283,"AL","Cherokee County"
"5",35303,"AL","Cherokee County"
"10",9,"AL","Cherokee County"
"12",11,"AL","Cherokee County"
"24",242,"AL","Cherokee County"
"26",11563,"AL","Cherokee County"
"27",3,"AL","Cherokee County"
"29",8,"AL","Cherokee County"
"37",22969,"AL","Cherokee County"
"43",1,"AL","Cherokee County"
"44",161,"AL","Cherokee County"
"46",102,"AL","Cherokee County"
"48",35,"AL","Cherokee County"
"53",1,"AL","Cherokee County"
"54",15,"AL","Cherokee County"
"59",125,"AL","Cherokee County"
"61",4385,"AL","Cherokee County"
"111",130379,"AL","Cherokee County"
"121",67715,"AL","Cherokee County"
"122",17378,"AL","Cherokee County"
"123",3281,"AL","Cherokee County"
"124",738,"AL","Cherokee County"
"131",2478,"AL","Cherokee County"
"141",500470,"AL","Cherokee County"
"142",318762,"AL","Cherokee County"
"143",108216,"AL","Cherokee County"
"152",66037,"AL","Cherokee County"
"176",318861,"AL","Cherokee County"
"190",6850,"AL","Cherokee County"
"195",60,"AL","Cherokee County"
"222",1,"AL","Cherokee County"
"225",2,"AL","Cherokee County"
"238",28,"AL","Cherokee County"
"1",2079,"AL","Chilton County"
"2",7411,"AL","Chilton County"
"4",12,"AL","Chilton County"
"5",3154,"AL","Chilton County"
"10",247,"AL","Chilton County"
"24",600,"AL","Chilton County"
"26",824,"AL","Chilton County"
"28",3,"AL","Chilton County"
"37",42186,"AL","Chilton County"
"44",173,"AL","Chilton County"
"48",314,"AL","Chilton County"
"53",99,"AL","Chilton County"
"54",7,"AL","Chilton County"
"59",483,"AL","Chilton County"
"61",804,"AL","Chilton County"
"67",295,"AL","Chilton County"
"74",147,"AL","Chilton County"
"92",2,"AL","Chilton County"
"111",21505,"AL","Chilton County"
"121",87307,"AL","Chilton County"
"122",18842,"AL","Chilton County"
"123",4817,"AL","Chilton County"
"124",1312,"AL","Chilton County"
"131",1925,"AL","Chilton County"
"141",707670,"AL","Chilton County"
"142",461112,"AL","Chilton County"
"143",107883,"AL","Chilton County"
"152",207390,"AL","Chilton County"
"176",324381,"AL","Chilton County"
"190",12017,"AL","Chilton County"
"195",182,"AL","Chilton County"
"229",52,"AL","Chilton County"
"236",1,"AL","Chilton County"
"238",38,"AL","Chilton County"
"1",389,"AL","Choctaw County"
"2",1630,"AL","Choctaw County"
"5",646,"AL","Choctaw County"
"6",54,"AL","Choctaw County"
"10",80,"AL","Choctaw County"
"24",194,"AL","Choctaw County"
"26",306,"AL","Choctaw County"
"29",39,"AL","Choctaw County"
"37",3249,"AL","Choctaw County"
"44",1,"AL","Choctaw County"
"46",3,"AL","Choctaw County"
"48",1,"AL","Choctaw County"
"59",4,"AL","Choctaw County"
"61",1819,"AL","Choctaw County"
"74",51,"AL","Choctaw County"
"92",5,"AL","Choctaw County"
"111",24876,"AL","Choctaw County"
"121",79103,"AL","Choctaw County"
"122",4315,"AL","Choctaw County"
"123",1405,"AL","Choctaw County"
"124",397,"AL","Choctaw County"
"131",103,"AL","Choctaw County"
"141",498771,"AL","Choctaw County"
"142",868852,"AL","Choctaw County"
"143",443280,"AL","Choctaw County"
"152",319621,"AL","Choctaw County"
"176",182522,"AL","Choctaw County"
"190",213192,"AL","Choctaw County"
"195",849,"AL","Choctaw County"
"225",11,"AL","Choctaw County"
"238",1,"AL","Choctaw County"
"1",966,"AL","Clarke County"
"2",3947,"AL","Clarke County"
"4",14,"AL","Clarke County"
"5",260,"AL","Clarke County"
"6",348,"AL","Clarke County"
"10",492,"AL","Clarke County"
"24",44,"AL","Clarke County"
"26",99,"AL","Clarke County"
"28",38,"AL","Clarke County"
"29",170,"AL","Clarke County"
"37",13745,"AL","Clarke County"
"44",13,"AL","Clarke County"
"46",3,"AL","Clarke County"
"48",21,"AL","Clarke County"
"59",55,"AL","Clarke County"
"61",1887,"AL","Clarke County"
"74",274,"AL","Clarke County"
"92",2,"AL","Clarke County"
"111",44810,"AL","Clarke County"
"121",95552,"AL","Clarke County"
"122",8531,"AL","Clarke County"
"123",3367,"AL","Clarke County"
"124",1379,"AL","Clarke County"
"131",2115,"AL","Clarke County"
"141",458498,"AL","Clarke County"
"142",1450570,"AL","Clarke County"
"143",500404,"AL","Clarke County"
"152",235260,"AL","Clarke County"
"176",218070,"AL","Clarke County"
"190",567236,"AL","Clarke County"
"195",2025,"AL","Clarke County"
"238",29,"AL","Clarke County"
"1",1654,"AL","Clay County"
"2",308,"AL","Clay County"
"4",4,"AL","Clay County"
"5",489,"AL","Clay County"
"10",1,"AL","Clay County"
"12",1,"AL","Clay County"
"24",92,"AL","Clay County"
"26",122,"AL","Clay County"
"27",1,"AL","Clay County"
"29",4,"AL","Clay County"
"37",20114,"AL","Clay County"
"44",9,"AL","Clay County"
"46",1,"AL","Clay County"
"54",8,"AL","Clay County"
"59",5,"AL","Clay County"
"61",286,"AL","Clay County"
"74",3,"AL","Clay County"
"92",1,"AL","Clay County"
"111",4928,"AL","Clay County"
"121",58141,"AL","Clay County"
"122",2233,"AL","Clay County"
"123",674,"AL","Clay County"
"124",144,"AL","Clay County"
"131",803,"AL","Clay County"
"141",938338,"AL","Clay County"
"142",477982,"AL","Clay County"
"143",6437,"AL","Clay County"
"152",24366,"AL","Clay County"
"176",208631,"AL","Clay County"
"190",1352,"AL","Clay County"
"195",14,"AL","Clay County"
"222",1,"AL","Clay County"
"229",2,"AL","Clay County"
"238",1,"AL","Clay County"
"1",1747,"AL","Cleburne County"
"2",261,"AL","Cleburne County"
"5",1285,"AL","Cleburne County"
"10",3,"AL","Cleburne County"
"12",27,"AL","Cleburne County"
"24",81,"AL","Cleburne County"
"26",28,"AL","Cleburne County"
"27",5,"AL","Cleburne County"
"28",2,"AL","Cleburne County"
"29",86,"AL","Cleburne County"
"37",10611,"AL","Cleburne County"
"44",9,"AL","Cleburne County"
"46",1,"AL","Cleburne County"
"54",3,"AL","Cleburne County"
"59",9,"AL","Cleburne County"
"61",774,"AL","Cleburne County"
"68",2,"AL","Cleburne County"
"111",5573,"AL","Cleburne County"
"121",57719,"AL","Cleburne County"
"122",8717,"AL","Cleburne County"
"123",1865,"AL","Cleburne County"
"124",296,"AL","Cleburne County"
"131",381,"AL","Cleburne County"
"141",790466,"AL","Cleburne County"
"142",460719,"AL","Cleburne County"
"143",8318,"AL","Cleburne County"
"152",40163,"AL","Cleburne County"
"176",226976,"AL","Cleburne County"
"190",659,"AL","Cleburne County"
"195",2,"AL","Cleburne County"
"225",4,"AL","Cleburne County"
"1",12097,"AL","Coffee County"
"2",64785,"AL","Coffee County"
"4",1123,"AL","Coffee County"
"5",3569,"AL","Coffee County"
"10",75368,"AL","Coffee County"
"24",883,"AL","Coffee County"
"26",713,"AL","Coffee County"
"27",182,"AL","Coffee County"
"28",1073,"AL","Coffee County"
"29",1987,"AL","Coffee County"
"37",114972,"AL","Coffee County"
"44",6,"AL","Coffee County"
"48",1,"AL","Coffee County"
"53",7,"AL","Coffee County"
"58",1,"AL","Coffee County"
"59",1456,"AL","Coffee County"
"61",90289,"AL","Coffee County"
"74",428,"AL","Coffee County"
"92",1,"AL","Coffee County"
"111",14345,"AL","Coffee County"
"121",94154,"AL","Coffee County"
"122",19172,"AL","Coffee County"
"123",4698,"AL","Coffee County"
"124",1819,"AL","Coffee County"
"131",207,"AL","Coffee County"
"141",284638,"AL","Coffee County"
"142",578861,"AL","Coffee County"
"143",181058,"AL","Coffee County"
"152",237262,"AL","Coffee County"
"176",132010,"AL","Coffee County"
"190",33131,"AL","Coffee County"
"195",595,"AL","Coffee County"
"209",27,"AL","Coffee County"
"225",3,"AL","Coffee County"
"236",10,"AL","Coffee County"
"238",7188,"AL","Coffee County"
"240",438,"AL","Coffee County"
"1",105123,"AL","Colbert County"
"2",27149,"AL","Colbert County"
"4",13,"AL","Colbert County"
"5",19550,"AL","Colbert County"
"6",19,"AL","Colbert County"
"10",17,"AL","Colbert County"
"24",26,"AL","Colbert County"
"26",60821,"AL","Colbert County"
"27",13,"AL","Colbert County"
"31",1,"AL","Colbert County"
"37",27781,"AL","Colbert County"
"44",27,"AL","Colbert County"
"46",4,"AL","Colbert County"
"48",1,"AL","Colbert County"
"58",1,"AL","Colbert County"
"59",203,"AL","Colbert County"
"61",835,"AL","Colbert County"
"92",3,"AL","Colbert County"
"111",92294,"AL","Colbert County"
"121",87716,"AL","Colbert County"
"122",41529,"AL","Colbert County"
"123",11566,"AL","Colbert County"
"124",4799,"AL","Colbert County"
"131",2486,"AL","Colbert County"
"141",730071,"AL","Colbert County"
"142",89228,"AL","Colbert County"
"143",32045,"AL","Colbert County"
"152",174674,"AL","Colbert County"
"176",278809,"AL","Colbert County"
"190",15412,"AL","Colbert County"
"195",427,"AL","Colbert County"
"236",2,"AL","Colbert County"
"238",2,"AL","Colbert County"
"1",2628,"AL","Conecuh County"
"2",32056,"AL","Conecuh County"
"4",352,"AL","Conecuh County"
"5",505,"AL","Conecuh County"
"10",10807,"AL","Conecuh County"
"24",1168,"AL","Conecuh County"
"26",369,"AL","Conecuh County"
"27",248,"AL","Conecuh County"
"28",9,"AL","Conecuh County"
"29",307,"AL","Conecuh County"
"37",60251,"AL","Conecuh County"
"46",1,"AL","Conecuh County"
"48",1,"AL","Conecuh County"
"59",240,"AL","Conecuh County"
"61",7478,"AL","Conecuh County"
"74",272,"AL","Conecuh County"
"111",7242,"AL","Conecuh County"
"121",68677,"AL","Conecuh County"
"122",7188,"AL","Conecuh County"
"123",1239,"AL","Conecuh County"
"124",319,"AL","Conecuh County"
"131",2553,"AL","Conecuh County"
"141",430648,"AL","Conecuh County"
"142",1098750,"AL","Conecuh County"
"143",218821,"AL","Conecuh County"
"152",175466,"AL","Conecuh County"
"176",250525,"AL","Conecuh County"
"190",84979,"AL","Conecuh County"
"195",483,"AL","Conecuh County"
"236",1,"AL","Conecuh County"
"238",455,"AL","Conecuh County"
"239",38,"AL","Conecuh County"
"240",5,"AL","Conecuh County"
"1",1118,"AL","Coosa County"
"2",436,"AL","Coosa County"
"4",3,"AL","Coosa County"
"5",193,"AL","Coosa County"
"24",66,"AL","Coosa County"
"26",22,"AL","Coosa County"
"29",5,"AL","Coosa County"
"37",4883,"AL","Coosa County"
"44",4,"AL","Coosa County"
"48",6,"AL","Coosa County"
"59",2,"AL","Coosa County"
"61",320,"AL","Coosa County"
"67",4,"AL","Coosa County"
"69",3,"AL","Coosa County"
"74",3,"AL","Coosa County"
"111",51372,"AL","Coosa County"
"121",79580,"AL","Coosa County"
"122",3336,"AL","Coosa County"
"123",452,"AL","Coosa County"
"124",43,"AL","Coosa County"
"131",445,"AL","Coosa County"
"141",931921,"AL","Coosa County"
"142",624008,"AL","Coosa County"
"143",8335,"AL","Coosa County"
"152",37597,"AL","Coosa County"
"176",180403,"AL","Coosa County"
"190",1987,"AL","Coosa County"
"195",34,"AL","Coosa County"
"238",1,"AL","Coosa County"
"1",8222,"AL","Covington County"
"2",51721,"AL","Covington County"
"4",632,"AL","Covington County"
"5",1805,"AL","Covington County"
"10",58234,"AL","Covington County"
"24",137,"AL","Covington County"
"26",1040,"AL","Covington County"
"27",47,"AL","Covington County"
"28",148,"AL","Covington County"
"29",1183,"AL","Covington County"
"37",112032,"AL","Covington County"
"44",11,"AL","Covington County"
"46",25,"AL","Covington County"
"48",3,"AL","Covington County"
"53",2,"AL","Covington County"
"58",4,"AL","Covington County"
"59",5433,"AL","Covington County"
"61",75400,"AL","Covington County"
"74",2222,"AL","Covington County"
"92",2,"AL","Covington County"
"111",31456,"AL","Covington County"
"121",141820,"AL","Covington County"
"122",19860,"AL","Covington County"
"123",4381,"AL","Covington County"
"124",1571,"AL","Covington County"
"131",123,"AL","Covington County"
"141",304987,"AL","Covington County"
"142",1326221,"AL","Covington County"
"143",279552,"AL","Covington County"
"152",254970,"AL","Covington County"
"176",264243,"AL","Covington County"
"190",62104,"AL","Covington County"
"195",1142,"AL","Covington County"
"209",16,"AL","Covington County"
"225",1,"AL","Covington County"
"236",16,"AL","Covington County"
"238",271,"AL","Covington County"
"239",336,"AL","Covington County"
"240",168,"AL","Covington County"
"1",5560,"AL","Crenshaw County"
"2",3733,"AL","Crenshaw County"
"4",33,"AL","Crenshaw County"
"5",1710,"AL","Crenshaw County"
"10",13092,"AL","Crenshaw County"
"24",260,"AL","Crenshaw County"
"26",1035,"AL","Crenshaw County"
"27",9,"AL","Crenshaw County"
"28",41,"AL","Crenshaw County"
"29",910,"AL","Crenshaw County"
"37",98697,"AL","Crenshaw County"
"44",71,"AL","Crenshaw County"
"46",3,"AL","Crenshaw County"
"48",3,"AL","Crenshaw County"
"53",9,"AL","Crenshaw County"
"59",241,"AL","Crenshaw County"
"61",14468,"AL","Crenshaw County"
"74",824,"AL","Crenshaw County"
"92",18,"AL","Crenshaw County"
"111",8069,"AL","Crenshaw County"
"121",71340,"AL","Crenshaw County"
"122",5643,"AL","Crenshaw County"
"123",914,"AL","Crenshaw County"
"124",228,"AL","Crenshaw County"
"131",90,"AL","Crenshaw County"
"141",525585,"AL","Crenshaw County"
"142",558882,"AL","Crenshaw County"
"143",73123,"AL","Crenshaw County"
"152",147082,"AL","Crenshaw County"
"176",132161,"AL","Crenshaw County"
"190",91027,"AL","Crenshaw County"
"195",401,"AL","Crenshaw County"
"209",1,"AL","Crenshaw County"
"225",2,"AL","Crenshaw County"
"236",14,"AL","Crenshaw County"
"238",730,"AL","Crenshaw County"
"240",18,"AL","Crenshaw County"
"1",22097,"AL","Cullman County"
"2",4540,"AL","Cullman County"
"4",72,"AL","Cullman County"
"5",29208,"AL","Cullman County"
"10",7,"AL","Cullman County"
"24",17,"AL","Cullman County"
"26",5769,"AL","Cullman County"
"27",56,"AL","Cullman County"
"29",2,"AL","Cullman County"
"31",4,"AL","Cullman County"
"36",50,"AL","Cullman County"
"37",71423,"AL","Cullman County"
"43",21,"AL","Cullman County"
"44",9,"AL","Cullman County"
"46",2073,"AL","Cullman County"
"48",66,"AL","Cullman County"
"53",1,"AL","Cullman County"
"54",5,"AL","Cullman County"
"59",23,"AL","Cullman County"
"61",316,"AL","Cullman County"
"74",1,"AL","Cullman County"
"92",1,"AL","Cullman County"
"111",46752,"AL","Cullman County"
"121",113184,"AL","Cullman County"
"122",44648,"AL","Cullman County"
"123",12437,"AL","Cullman County"
"124",4653,"AL","Cullman County"
"131",2599,"AL","Cullman County"
"141",660539,"AL","Cullman County"
"142",157529,"AL","Cullman County"
"143",62793,"AL","Cullman County"
"152",127221,"AL","Cullman County"
"176",795969,"AL","Cullman County"
"190",4634,"AL","Cullman County"
"195",8,"AL","Cullman County"
"219",127,"AL","Cullman County"
"222",1,"AL","Cullman County"
"225",2,"AL","Cullman County"
"236",1,"AL","Cullman County"
"238",7,"AL","Cullman County"
"1",8842,"AL","Dale County"
"2",53934,"AL","Dale County"
"4",427,"AL","Dale County"
"5",371,"AL","Dale County"
"10",57741,"AL","Dale County"
"24",517,"AL","Dale County"
"26",1271,"AL","Dale County"
"27",199,"AL","Dale County"
"28",121,"AL","Dale County"
"29",349,"AL","Dale County"
"37",65562,"AL","Dale County"
"44",23,"AL","Dale County"
"48",2,"AL","Dale County"
"53",4,"AL","Dale County"
"58",2,"AL","Dale County"
"59",652,"AL","Dale County"
"61",74954,"AL","Dale County"
"74",640,"AL","Dale County"
"111",10274,"AL","Dale County"
"121",82159,"AL","Dale County"
"122",24831,"AL","Dale County"
"123",8992,"AL","Dale County"
"124",3463,"AL","Dale County"
"131",239,"AL","Dale County"
"141",315450,"AL","Dale County"
"142",475679,"AL","Dale County"
"143",80955,"AL","Dale County"
"152",219638,"AL","Dale County"
"176",84110,"AL","Dale County"
"190",45533,"AL","Dale County"
"195",307,"AL","Dale County"
"209",29,"AL","Dale County"
"226",523,"AL","Dale County"
"236",14,"AL","Dale County"
"238",2882,"AL","Dale County"
"240",35,"AL","Dale County"
"1",21213,"AL","Dallas County"
"2",50160,"AL","Dallas County"
"4",42,"AL","Dallas County"
"5",23057,"AL","Dallas County"
"10",5781,"AL","Dallas County"
"24",5611,"AL","Dallas County"
"26",18807,"AL","Dallas County"
"28",364,"AL","Dallas County"
"29",5,"AL","Dallas County"
"37",148672,"AL","Dallas County"
"44",183,"AL","Dallas County"
"46",6,"AL","Dallas County"
"48",66,"AL","Dallas County"
"53",10,"AL","Dallas County"
"59",76,"AL","Dallas County"
"61",1866,"AL","Dallas County"
"67",6,"AL","Dallas County"
"74",817,"AL","Dallas County"
"92",560,"AL","Dallas County"
"111",66908,"AL","Dallas County"
"121",134061,"AL","Dallas County"
"122",21486,"AL","Dallas County"
"123",7100,"AL","Dallas County"
"124",2837,"AL","Dallas County"
"131",1752,"AL","Dallas County"
"141",603881,"AL","Dallas County"
"142",626538,"AL","Dallas County"
"143",120735,"AL","Dallas County"
"152",295272,"AL","Dallas County"
"176",359515,"AL","Dallas County"
"190",341494,"AL","Dallas County"
"195",11633,"AL","Dallas County"
"209",3,"AL","Dallas County"
"219",1,"AL","Dallas County"
"229",3,"AL","Dallas County"
"238",1534,"AL","Dallas County"
"240",64,"AL","Dallas County"
"1",55804,"AL","DeKalb County"
"2",2823,"AL","DeKalb County"
"4",58,"AL","DeKalb County"
