"layer","Class","NCells","label","State","County"
1,9323,1342,NA,"AL","Cherokee County"
1,9324,199,NA,"AL","Cherokee County"
1,9817,4455,NA,"AL","Cherokee County"
1,9823,18381,NA,"AL","Cherokee County"
1,6006,11067,NA,"AL","Chilton County"
1,6012,38438,NA,"AL","Chilton County"
1,6014,56,NA,"AL","Chilton County"
1,6015,2005,NA,"AL","Chilton County"
1,6028,9201,NA,"AL","Chilton County"
1,6034,39680,NA,"AL","Chilton County"
1,6053,5101,NA,"AL","Chilton County"
1,6054,108157,NA,"AL","Chilton County"
1,6055,8848,NA,"AL","Chilton County"
1,6056,51139,NA,"AL","Chilton County"
1,6103,2162,NA,"AL","Chilton County"
1,6113,71103,NA,"AL","Chilton County"
1,6115,83,NA,"AL","Chilton County"
1,6176,21,NA,"AL","Chilton County"
1,6196,27,NA,"AL","Chilton County"
1,6199,32,NA,"AL","Chilton County"
1,6222,15,NA,"AL","Chilton County"
1,6227,5,NA,"AL","Chilton County"
1,6228,16,NA,"AL","Chilton County"
1,6230,10,NA,"AL","Chilton County"
1,6232,6,NA,"AL","Chilton County"
1,6356,5590,NA,"AL","Chilton County"
1,6357,3124,NA,"AL","Chilton County"
1,6414,1003,NA,"AL","Chilton County"
1,6415,16,NA,"AL","Chilton County"
1,6506,86,NA,"AL","Chilton County"
1,6511,1,NA,"AL","Chilton County"
1,7191,37083,NA,"AL","Chilton County"
1,7192,7216,NA,"AL","Chilton County"
1,7193,31195,NA,"AL","Chilton County"
1,7195,1119,NA,"AL","Chilton County"
1,7196,2151,NA,"AL","Chilton County"
1,7197,580,NA,"AL","Chilton County"
1,7198,276,NA,"AL","Chilton County"
1,7199,50,NA,"AL","Chilton County"
1,7200,324,NA,"AL","Chilton County"
1,7292,23401,NA,"AL","Chilton County"
1,7295,704,NA,"AL","Chilton County"
1,7296,14106,NA,"AL","Chilton County"
1,7297,4050,NA,"AL","Chilton County"
1,7298,1352,NA,"AL","Chilton County"
1,7299,77683,NA,"AL","Chilton County"
1,7905,764,NA,"AL","Chilton County"
1,7906,4412,NA,"AL","Chilton County"
1,7907,3152,NA,"AL","Chilton County"
1,7908,5416,NA,"AL","Chilton County"
1,7909,2803,NA,"AL","Chilton County"
1,7915,2409,NA,"AL","Chilton County"
1,7916,3732,NA,"AL","Chilton County"
1,7917,6614,NA,"AL","Chilton County"
1,7918,7845,NA,"AL","Chilton County"
1,7919,6665,NA,"AL","Chilton County"
1,7931,2,NA,"AL","Chilton County"
1,7932,300,NA,"AL","Chilton County"
1,7933,15,NA,"AL","Chilton County"
1,7934,96,NA,"AL","Chilton County"
1,7935,3143,NA,"AL","Chilton County"
1,7936,5709,NA,"AL","Chilton County"
1,7937,228051,NA,"AL","Chilton County"
1,7938,3793,NA,"AL","Chilton County"
1,7939,37075,NA,"AL","Chilton County"
1,7954,56,NA,"AL","Chilton County"
1,7957,2631,NA,"AL","Chilton County"
1,7958,2,NA,"AL","Chilton County"
1,7959,38,NA,"AL","Chilton County"
1,7970,3,NA,"AL","Chilton County"
1,7973,3,NA,"AL","Chilton County"
1,7974,2000,NA,"AL","Chilton County"
1,7975,4,NA,"AL","Chilton County"
1,7976,178,NA,"AL","Chilton County"
1,7977,40880,NA,"AL","Chilton County"
1,7978,12,NA,"AL","Chilton County"
1,7990,126,NA,"AL","Chilton County"
1,7993,29,NA,"AL","Chilton County"
1,7994,12277,NA,"AL","Chilton County"
1,7995,74,NA,"AL","Chilton County"
1,7996,215,NA,"AL","Chilton County"
1,7997,163924,NA,"AL","Chilton County"
1,7998,28,NA,"AL","Chilton County"
1,9319,36,NA,"AL","Chilton County"
1,9320,1259,NA,"AL","Chilton County"
1,9321,360943,NA,"AL","Chilton County"
1,9322,510969,NA,"AL","Chilton County"
1,9323,3131,NA,"AL","Chilton County"
1,9324,42,NA,"AL","Chilton County"
1,9823,36136,NA,"AL","Chilton County"
1,6006,5248,NA,"AL","Choctaw County"
1,6012,26453,NA,"AL","Choctaw County"
1,6014,16362,NA,"AL","Choctaw County"
1,6015,388,NA,"AL","Choctaw County"
1,6108,28,NA,"AL","Choctaw County"
1,6109,48,NA,"AL","Choctaw County"
1,6110,6,NA,"AL","Choctaw County"
1,6111,17213,NA,"AL","Choctaw County"
1,6112,119552,NA,"AL","Choctaw County"
1,6113,104885,NA,"AL","Choctaw County"
1,6222,102,NA,"AL","Choctaw County"
1,6414,1300,NA,"AL","Choctaw County"
1,6415,22,NA,"AL","Choctaw County"
1,6510,2,NA,"AL","Choctaw County"
1,6511,6,NA,"AL","Choctaw County"
1,6512,52,NA,"AL","Choctaw County"
1,6513,2119,NA,"AL","Choctaw County"
1,6514,3,NA,"AL","Choctaw County"
1,7191,136458,NA,"AL","Choctaw County"
1,7192,22224,NA,"AL","Choctaw County"
1,7193,35571,NA,"AL","Choctaw County"
1,7195,441,NA,"AL","Choctaw County"
1,7196,122,NA,"AL","Choctaw County"
1,7197,85,NA,"AL","Choctaw County"
1,7198,2292,NA,"AL","Choctaw County"
1,7199,573,NA,"AL","Choctaw County"
1,7200,12285,NA,"AL","Choctaw County"
1,7292,28217,NA,"AL","Choctaw County"
1,7295,172,NA,"AL","Choctaw County"
1,7296,4044,NA,"AL","Choctaw County"
1,7297,1450,NA,"AL","Choctaw County"
1,7298,495,NA,"AL","Choctaw County"
1,7299,58380,NA,"AL","Choctaw County"
1,7915,2900,NA,"AL","Choctaw County"
1,7916,9898,NA,"AL","Choctaw County"
1,7917,13998,NA,"AL","Choctaw County"
1,7918,5379,NA,"AL","Choctaw County"
1,7919,6874,NA,"AL","Choctaw County"
1,7935,49,NA,"AL","Choctaw County"
1,7936,2540,NA,"AL","Choctaw County"
1,7937,65469,NA,"AL","Choctaw County"
1,7938,1508,NA,"AL","Choctaw County"
1,7939,8720,NA,"AL","Choctaw County"
1,7954,26,NA,"AL","Choctaw County"
1,7957,952,NA,"AL","Choctaw County"
1,7959,11,NA,"AL","Choctaw County"
1,7990,17,NA,"AL","Choctaw County"
1,7992,3,NA,"AL","Choctaw County"
1,7994,1438,NA,"AL","Choctaw County"
1,7995,8,NA,"AL","Choctaw County"
1,7996,5575,NA,"AL","Choctaw County"
1,7997,50183,NA,"AL","Choctaw County"
1,7999,3,NA,"AL","Choctaw County"
1,9319,22313,NA,"AL","Choctaw County"
1,9320,81,NA,"AL","Choctaw County"
1,9321,589238,NA,"AL","Choctaw County"
1,9322,1205427,NA,"AL","Choctaw County"
1,9323,5284,NA,"AL","Choctaw County"
1,9324,12,NA,"AL","Choctaw County"
1,9332,14,NA,"AL","Choctaw County"
1,9823,51251,NA,"AL","Choctaw County"
1,6006,40968,NA,"AL","Clarke County"
1,6007,4,NA,"AL","Clarke County"
1,6012,51501,NA,"AL","Clarke County"
1,6014,57206,NA,"AL","Clarke County"
1,6015,2,NA,"AL","Clarke County"
1,6108,71,NA,"AL","Clarke County"
1,6109,119,NA,"AL","Clarke County"
1,6110,6,NA,"AL","Clarke County"
1,6111,22873,NA,"AL","Clarke County"
1,6112,344399,NA,"AL","Clarke County"
1,6113,119345,NA,"AL","Clarke County"
1,6222,191,NA,"AL","Clarke County"
1,6310,61,NA,"AL","Clarke County"
1,6414,1275,NA,"AL","Clarke County"
1,6415,26,NA,"AL","Clarke County"
1,6511,1,NA,"AL","Clarke County"
1,6512,132,NA,"AL","Clarke County"
1,6513,4823,NA,"AL","Clarke County"
1,7191,120748,NA,"AL","Clarke County"
1,7192,30879,NA,"AL","Clarke County"
1,7193,37446,NA,"AL","Clarke County"
1,7195,4185,NA,"AL","Clarke County"
1,7196,240,NA,"AL","Clarke County"
1,7197,292,NA,"AL","Clarke County"
1,7198,1286,NA,"AL","Clarke County"
1,7199,727,NA,"AL","Clarke County"
1,7200,2460,NA,"AL","Clarke County"
1,7292,43903,NA,"AL","Clarke County"
1,7295,1174,NA,"AL","Clarke County"
1,7296,7003,NA,"AL","Clarke County"
1,7297,3352,NA,"AL","Clarke County"
1,7298,1349,NA,"AL","Clarke County"
1,7299,59059,NA,"AL","Clarke County"
1,7915,2891,NA,"AL","Clarke County"
1,7916,17277,NA,"AL","Clarke County"
1,7917,15645,NA,"AL","Clarke County"
1,7918,7301,NA,"AL","Clarke County"
1,7919,12504,NA,"AL","Clarke County"
1,7935,891,NA,"AL","Clarke County"
1,7936,6840,NA,"AL","Clarke County"
1,7937,101959,NA,"AL","Clarke County"
1,7938,2102,NA,"AL","Clarke County"
1,7939,13456,NA,"AL","Clarke County"
1,7955,3,NA,"AL","Clarke County"
1,7957,541,NA,"AL","Clarke County"
1,7959,9,NA,"AL","Clarke County"
1,7990,53,NA,"AL","Clarke County"
1,7993,1,NA,"AL","Clarke County"
1,7994,5778,NA,"AL","Clarke County"
1,7995,343,NA,"AL","Clarke County"
1,7996,2810,NA,"AL","Clarke County"
1,7997,56915,NA,"AL","Clarke County"
1,7998,22,NA,"AL","Clarke County"
1,7999,5,NA,"AL","Clarke County"
1,9319,16189,NA,"AL","Clarke County"
1,9320,767,NA,"AL","Clarke County"
1,9321,665772,NA,"AL","Clarke County"
1,9322,1644823,NA,"AL","Clarke County"
1,9323,7247,NA,"AL","Clarke County"
1,9324,53,NA,"AL","Clarke County"
1,9332,175,NA,"AL","Clarke County"
1,9823,70746,NA,"AL","Clarke County"
1,6015,1,NA,"AL","Clay County"
1,6028,136,NA,"AL","Clay County"
1,6034,109350,NA,"AL","Clay County"
1,6053,2321,NA,"AL","Clay County"
1,6054,573812,NA,"AL","Clay County"
1,6055,23318,NA,"AL","Clay County"
1,6056,14960,NA,"AL","Clay County"
1,6103,14,NA,"AL","Clay County"
1,6113,32802,NA,"AL","Clay County"
1,6115,26,NA,"AL","Clay County"
1,6199,86,NA,"AL","Clay County"
1,6356,44508,NA,"AL","Clay County"
1,6357,6796,NA,"AL","Clay County"
1,6506,646,NA,"AL","Clay County"
1,7191,36995,NA,"AL","Clay County"
1,7192,9416,NA,"AL","Clay County"
1,7193,72274,NA,"AL","Clay County"
1,7195,4199,NA,"AL","Clay County"
1,7196,2236,NA,"AL","Clay County"
1,7197,4429,NA,"AL","Clay County"
1,7198,172,NA,"AL","Clay County"
1,7199,13,NA,"AL","Clay County"
1,7200,93,NA,"AL","Clay County"
1,7292,7948,NA,"AL","Clay County"
1,7295,143,NA,"AL","Clay County"
1,7296,3078,NA,"AL","Clay County"
1,7297,1139,NA,"AL","Clay County"
1,7298,310,NA,"AL","Clay County"
1,7299,44050,NA,"AL","Clay County"
1,7905,2241,NA,"AL","Clay County"
1,7906,13482,NA,"AL","Clay County"
1,7907,7674,NA,"AL","Clay County"
1,7908,9557,NA,"AL","Clay County"
1,7909,4331,NA,"AL","Clay County"
1,7935,155,NA,"AL","Clay County"
1,7936,521,NA,"AL","Clay County"
1,7937,35986,NA,"AL","Clay County"
1,7938,279,NA,"AL","Clay County"
1,7939,8923,NA,"AL","Clay County"
1,7954,33,NA,"AL","Clay County"
1,7957,294,NA,"AL","Clay County"
1,7970,3,NA,"AL","Clay County"
1,7974,2488,NA,"AL","Clay County"
1,7975,112,NA,"AL","Clay County"
1,7976,146,NA,"AL","Clay County"
1,7977,105402,NA,"AL","Clay County"
1,7978,1,NA,"AL","Clay County"
1,9320,645,NA,"AL","Clay County"
1,9321,194452,NA,"AL","Clay County"
1,9322,340368,NA,"AL","Clay County"
1,9323,902,NA,"AL","Clay County"
1,9324,46,NA,"AL","Clay County"
1,9823,23838,NA,"AL","Clay County"
1,6028,40599,NA,"AL","Cleburne County"
1,6030,18,NA,"AL","Cleburne County"
1,6033,2108,NA,"AL","Cleburne County"
1,6034,117296,NA,"AL","Cleburne County"
1,6047,8,NA,"AL","Cleburne County"
1,6053,3912,NA,"AL","Cleburne County"
1,6054,476324,NA,"AL","Cleburne County"
1,6055,40272,NA,"AL","Cleburne County"
1,6056,54111,NA,"AL","Cleburne County"
1,6103,1251,NA,"AL","Cleburne County"
1,6113,23866,NA,"AL","Cleburne County"
1,6176,16,NA,"AL","Cleburne County"
1,6196,29,NA,"AL","Cleburne County"
1,6199,34,NA,"AL","Cleburne County"
1,6227,1,NA,"AL","Cleburne County"
1,6356,55257,NA,"AL","Cleburne County"
1,6357,14444,NA,"AL","Cleburne County"
1,6506,945,NA,"AL","Cleburne County"
1,7191,32826,NA,"AL","Cleburne County"
1,7192,7878,NA,"AL","Cleburne County"
1,7193,65328,NA,"AL","Cleburne County"
1,7195,1427,NA,"AL","Cleburne County"
1,7196,1061,NA,"AL","Cleburne County"
1,7197,11493,NA,"AL","Cleburne County"
1,7198,62,NA,"AL","Cleburne County"
1,7199,34,NA,"AL","Cleburne County"
1,7200,233,NA,"AL","Cleburne County"
1,7292,8699,NA,"AL","Cleburne County"
1,7295,76,NA,"AL","Cleburne County"
1,7296,5836,NA,"AL","Cleburne County"
1,7297,1864,NA,"AL","Cleburne County"
1,7298,387,NA,"AL","Cleburne County"
1,7299,43832,NA,"AL","Cleburne County"
1,7905,1339,NA,"AL","Cleburne County"
1,7906,10006,NA,"AL","Cleburne County"
1,7907,6544,NA,"AL","Cleburne County"
1,7908,8305,NA,"AL","Cleburne County"
1,7909,2987,NA,"AL","Cleburne County"
1,7935,518,NA,"AL","Cleburne County"
1,7936,807,NA,"AL","Cleburne County"
1,7937,37942,NA,"AL","Cleburne County"
1,7938,235,NA,"AL","Cleburne County"
1,7939,6263,NA,"AL","Cleburne County"
1,7954,9,NA,"AL","Cleburne County"
1,7957,145,NA,"AL","Cleburne County"
1,7958,2,NA,"AL","Cleburne County"
1,7974,4667,NA,"AL","Cleburne County"
1,7975,24,NA,"AL","Cleburne County"
1,7976,97,NA,"AL","Cleburne County"
1,7977,94468,NA,"AL","Cleburne County"
1,7978,1,NA,"AL","Cleburne County"
1,9320,192,NA,"AL","Cleburne County"
1,9321,147194,NA,"AL","Cleburne County"
1,9322,272332,NA,"AL","Cleburne County"
1,9323,594,NA,"AL","Cleburne County"
1,9324,83,NA,"AL","Cleburne County"
1,9823,10511,NA,"AL","Cleburne County"
1,6006,10487,NA,"AL","Coffee County"
1,6007,6,NA,"AL","Coffee County"
1,6012,18667,NA,"AL","Coffee County"
1,6014,19571,NA,"AL","Coffee County"
1,6108,745,NA,"AL","Coffee County"
1,6109,152,NA,"AL","Coffee County"
1,6111,25072,NA,"AL","Coffee County"
1,6112,5129,NA,"AL","Coffee County"
1,6113,70906,NA,"AL","Coffee County"
1,6222,11,NA,"AL","Coffee County"
1,6414,1298,NA,"AL","Coffee County"
1,6415,9,NA,"AL","Coffee County"
1,6511,8,NA,"AL","Coffee County"
1,7191,24686,NA,"AL","Coffee County"
1,7192,5358,NA,"AL","Coffee County"
1,7193,7235,NA,"AL","Coffee County"
1,7195,4071,NA,"AL","Coffee County"
1,7196,483,NA,"AL","Coffee County"
1,7197,385,NA,"AL","Coffee County"
1,7198,356,NA,"AL","Coffee County"
1,7199,65,NA,"AL","Coffee County"
1,7200,440,NA,"AL","Coffee County"
1,7292,17957,NA,"AL","Coffee County"
1,7295,85,NA,"AL","Coffee County"
1,7296,16671,NA,"AL","Coffee County"
1,7297,6627,NA,"AL","Coffee County"
1,7298,2147,NA,"AL","Coffee County"
1,7299,66825,NA,"AL","Coffee County"
1,7915,1134,NA,"AL","Coffee County"
1,7916,8852,NA,"AL","Coffee County"
1,7917,6059,NA,"AL","Coffee County"
1,7918,17164,NA,"AL","Coffee County"
1,7919,15188,NA,"AL","Coffee County"
1,7935,1609,NA,"AL","Coffee County"
1,7936,8589,NA,"AL","Coffee County"
1,7937,130144,NA,"AL","Coffee County"
1,7938,5406,NA,"AL","Coffee County"
1,7939,29922,NA,"AL","Coffee County"
1,7954,2,NA,"AL","Coffee County"
1,7955,17,NA,"AL","Coffee County"
1,7957,1119,NA,"AL","Coffee County"
1,7959,24,NA,"AL","Coffee County"
1,7990,325,NA,"AL","Coffee County"
1,7992,2,NA,"AL","Coffee County"
1,7993,567,NA,"AL","Coffee County"
1,7994,203007,NA,"AL","Coffee County"
1,7995,10208,NA,"AL","Coffee County"
1,7996,10384,NA,"AL","Coffee County"
1,7997,184714,NA,"AL","Coffee County"
1,7998,236,NA,"AL","Coffee County"
1,7999,1,NA,"AL","Coffee County"
1,9319,1279,NA,"AL","Coffee County"
1,9320,85,NA,"AL","Coffee County"
1,9321,361669,NA,"AL","Coffee County"
1,9322,586779,NA,"AL","Coffee County"
1,9323,8173,NA,"AL","Coffee County"
1,9324,18,NA,"AL","Coffee County"
1,9332,345,NA,"AL","Coffee County"
1,9823,60084,NA,"AL","Coffee County"
1,6015,13316,NA,"AL","Colbert County"
1,6028,51894,NA,"AL","Colbert County"
1,6034,33180,NA,"AL","Colbert County"
1,6036,6832,NA,"AL","Colbert County"
1,6053,72800,NA,"AL","Colbert County"
1,6055,4876,NA,"AL","Colbert County"
1,6056,401722,NA,"AL","Colbert County"
1,6099,13,NA,"AL","Colbert County"
1,6103,39617,NA,"AL","Colbert County"
1,6110,405,NA,"AL","Colbert County"
1,6113,8472,NA,"AL","Colbert County"
1,6196,1236,NA,"AL","Colbert County"
1,6199,50,NA,"AL","Colbert County"
1,6222,108,NA,"AL","Colbert County"
1,6305,1882,NA,"AL","Colbert County"
1,6310,15,NA,"AL","Colbert County"
1,6356,6520,NA,"AL","Colbert County"
1,6357,3033,NA,"AL","Colbert County"
1,6414,384,NA,"AL","Colbert County"
1,6510,193,NA,"AL","Colbert County"
1,6514,14,NA,"AL","Colbert County"
1,7191,12220,NA,"AL","Colbert County"
1,7192,2993,NA,"AL","Colbert County"
1,7193,9077,NA,"AL","Colbert County"
1,7195,1284,NA,"AL","Colbert County"
1,7196,104,NA,"AL","Colbert County"
1,7197,187,NA,"AL","Colbert County"
1,7198,57,NA,"AL","Colbert County"
1,7199,24,NA,"AL","Colbert County"
1,7200,77,NA,"AL","Colbert County"
1,7292,92943,NA,"AL","Colbert County"
1,7295,1981,NA,"AL","Colbert County"
1,7296,29848,NA,"AL","Colbert County"
1,7297,11931,NA,"AL","Colbert County"
1,7298,4992,NA,"AL","Colbert County"
1,7299,70019,NA,"AL","Colbert County"
1,7905,10079,NA,"AL","Colbert County"
1,7906,2877,NA,"AL","Colbert County"
1,7907,2339,NA,"AL","Colbert County"
1,7908,19992,NA,"AL","Colbert County"
1,7909,7072,NA,"AL","Colbert County"
1,7915,1904,NA,"AL","Colbert County"
1,7916,351,NA,"AL","Colbert County"
1,7917,2255,NA,"AL","Colbert County"
1,7918,675,NA,"AL","Colbert County"
1,7919,729,NA,"AL","Colbert County"
1,7930,11191,NA,"AL","Colbert County"
1,7931,210,NA,"AL","Colbert County"
1,7932,57668,NA,"AL","Colbert County"
1,7933,1550,NA,"AL","Colbert County"
1,7934,10496,NA,"AL","Colbert County"
1,7935,159,NA,"AL","Colbert County"
1,7936,72,NA,"AL","Colbert County"
1,7937,7441,NA,"AL","Colbert County"
1,7938,178,NA,"AL","Colbert County"
1,7939,2382,NA,"AL","Colbert County"
1,7952,511,NA,"AL","Colbert County"
1,7953,2,NA,"AL","Colbert County"
1,7954,151,NA,"AL","Colbert County"
1,7957,49,NA,"AL","Colbert County"
1,7959,1,NA,"AL","Colbert County"
1,7970,2,NA,"AL","Colbert County"
1,7974,161266,NA,"AL","Colbert County"
1,7975,72166,NA,"AL","Colbert County"
1,7976,105,NA,"AL","Colbert County"
1,7977,133765,NA,"AL","Colbert County"
1,7994,6963,NA,"AL","Colbert County"
1,7995,4688,NA,"AL","Colbert County"
1,7996,51,NA,"AL","Colbert County"
1,7997,14873,NA,"AL","Colbert County"
1,9320,526,NA,"AL","Colbert County"
1,9321,114961,NA,"AL","Colbert County"
1,9322,206493,NA,"AL","Colbert County"
1,9323,3404,NA,"AL","Colbert County"
1,9324,148,NA,"AL","Colbert County"
1,9823,58603,NA,"AL","Colbert County"
1,6006,78458,NA,"AL","Conecuh County"
1,6007,1,NA,"AL","Conecuh County"
1,6012,21626,NA,"AL","Conecuh County"
1,6014,7441,NA,"AL","Conecuh County"
1,6108,360,NA,"AL","Conecuh County"
1,6109,271,NA,"AL","Conecuh County"
1,6111,38155,NA,"AL","Conecuh County"
1,6112,9381,NA,"AL","Conecuh County"
1,6113,112650,NA,"AL","Conecuh County"
1,6222,27,NA,"AL","Conecuh County"
1,6414,2098,NA,"AL","Conecuh County"
1,6415,14,NA,"AL","Conecuh County"
1,6511,6,NA,"AL","Conecuh County"
1,6513,96,NA,"AL","Conecuh County"
1,7191,83801,NA,"AL","Conecuh County"
1,7192,14766,NA,"AL","Conecuh County"
1,7193,23312,NA,"AL","Conecuh County"
1,7195,5314,NA,"AL","Conecuh County"
1,7196,725,NA,"AL","Conecuh County"
1,7197,795,NA,"AL","Conecuh County"
1,7198,792,NA,"AL","Conecuh County"
1,7199,302,NA,"AL","Conecuh County"
1,7200,4969,NA,"AL","Conecuh County"
1,7292,9771,NA,"AL","Conecuh County"
1,7295,1502,NA,"AL","Conecuh County"
1,7296,4815,NA,"AL","Conecuh County"
1,7297,1229,NA,"AL","Conecuh County"
1,7298,444,NA,"AL","Conecuh County"
1,7299,45055,NA,"AL","Conecuh County"
1,7915,2205,NA,"AL","Conecuh County"
1,7916,11276,NA,"AL","Conecuh County"
1,7917,8854,NA,"AL","Conecuh County"
1,7918,7994,NA,"AL","Conecuh County"
1,7919,11030,NA,"AL","Conecuh County"
1,7935,353,NA,"AL","Conecuh County"
1,7936,2725,NA,"AL","Conecuh County"
1,7937,43312,NA,"AL","Conecuh County"
1,7938,1822,NA,"AL","Conecuh County"
1,7939,7554,NA,"AL","Conecuh County"
1,7955,3,NA,"AL","Conecuh County"
1,7957,426,NA,"AL","Conecuh County"
1,7959,7,NA,"AL","Conecuh County"
1,7990,746,NA,"AL","Conecuh County"
1,7993,1,NA,"AL","Conecuh County"
1,7994,55777,NA,"AL","Conecuh County"
1,7995,1422,NA,"AL","Conecuh County"
1,7996,1200,NA,"AL","Conecuh County"
1,7997,116908,NA,"AL","Conecuh County"
1,7998,474,NA,"AL","Conecuh County"
1,9319,1058,NA,"AL","Conecuh County"
1,9320,99,NA,"AL","Conecuh County"
1,9321,440707,NA,"AL","Conecuh County"
1,9322,1196991,NA,"AL","Conecuh County"
1,9323,9776,NA,"AL","Conecuh County"
1,9324,32,NA,"AL","Conecuh County"
1,9332,161,NA,"AL","Conecuh County"
1,9823,72992,NA,"AL","Conecuh County"
1,6028,1855,NA,"AL","Coosa County"
1,6033,1,NA,"AL","Coosa County"
1,6034,101160,NA,"AL","Coosa County"
1,6053,2297,NA,"AL","Coosa County"
1,6054,389069,NA,"AL","Coosa County"
1,6055,9870,NA,"AL","Coosa County"
1,6056,549,NA,"AL","Coosa County"
1,6103,958,NA,"AL","Coosa County"
1,6113,25769,NA,"AL","Coosa County"
1,6115,461,NA,"AL","Coosa County"
1,6176,4,NA,"AL","Coosa County"
1,6196,1,NA,"AL","Coosa County"
1,6199,34,NA,"AL","Coosa County"
1,6228,6,NA,"AL","Coosa County"
1,6230,5,NA,"AL","Coosa County"
1,6232,1,NA,"AL","Coosa County"
1,6356,10848,NA,"AL","Coosa County"
1,6357,2517,NA,"AL","Coosa County"
1,6506,286,NA,"AL","Coosa County"
1,7191,65900,NA,"AL","Coosa County"
1,7192,11121,NA,"AL","Coosa County"
1,7193,75711,NA,"AL","Coosa County"
1,7195,2534,NA,"AL","Coosa County"
1,7196,121,NA,"AL","Coosa County"
1,7197,534,NA,"AL","Coosa County"
1,7198,207,NA,"AL","Coosa County"
1,7199,60,NA,"AL","Coosa County"
1,7200,383,NA,"AL","Coosa County"
1,7292,52198,NA,"AL","Coosa County"
1,7295,213,NA,"AL","Coosa County"
1,7296,3052,NA,"AL","Coosa County"
1,7297,544,NA,"AL","Coosa County"
1,7298,60,NA,"AL","Coosa County"
1,7299,59104,NA,"AL","Coosa County"
1,7905,1008,NA,"AL","Coosa County"
1,7906,13671,NA,"AL","Coosa County"
1,7907,5738,NA,"AL","Coosa County"
1,7908,5109,NA,"AL","Coosa County"
1,7909,3944,NA,"AL","Coosa County"
1,7935,355,NA,"AL","Coosa County"
1,7936,948,NA,"AL","Coosa County"
1,7937,66762,NA,"AL","Coosa County"
1,7938,236,NA,"AL","Coosa County"
1,7939,6241,NA,"AL","Coosa County"
1,7954,23,NA,"AL","Coosa County"
1,7957,856,NA,"AL","Coosa County"
1,7970,8,NA,"AL","Coosa County"
1,7973,1,NA,"AL","Coosa County"
1,7974,1593,NA,"AL","Coosa County"
1,7975,16,NA,"AL","Coosa County"
1,7976,364,NA,"AL","Coosa County"
1,7977,40132,NA,"AL","Coosa County"
1,7978,1,NA,"AL","Coosa County"
1,9320,3001,NA,"AL","Coosa County"
1,9321,380098,NA,"AL","Coosa County"
1,9322,550691,NA,"AL","Coosa County"
1,9323,1098,NA,"AL","Coosa County"
1,9324,38,NA,"AL","Coosa County"
1,9823,27217,NA,"AL","Coosa County"
1,6006,198753,NA,"AL","Covington County"
1,6007,66,NA,"AL","Covington County"
1,6010,87,NA,"AL","Covington County"
1,6012,24431,NA,"AL","Covington County"
1,6014,13898,NA,"AL","Covington County"
1,6108,4167,NA,"AL","Covington County"
1,6109,686,NA,"AL","Covington County"
1,6111,52701,NA,"AL","Covington County"
1,6112,23311,NA,"AL","Covington County"
1,6113,106100,NA,"AL","Covington County"
1,6222,643,NA,"AL","Covington County"
1,6224,8,NA,"AL","Covington County"
1,6310,2,NA,"AL","Covington County"
1,6414,5498,NA,"AL","Covington County"
1,6415,12,NA,"AL","Covington County"
1,6511,2,NA,"AL","Covington County"
1,6513,200,NA,"AL","Covington County"
1,7191,52425,NA,"AL","Covington County"
1,7192,10281,NA,"AL","Covington County"
1,7193,14795,NA,"AL","Covington County"
1,7195,7716,NA,"AL","Covington County"
1,7196,2525,NA,"AL","Covington County"
1,7197,1469,NA,"AL","Covington County"
1,7198,1039,NA,"AL","Covington County"
1,7199,192,NA,"AL","Covington County"
1,7200,2549,NA,"AL","Covington County"
1,7292,32842,NA,"AL","Covington County"
1,7295,306,NA,"AL","Covington County"
1,7296,15141,NA,"AL","Covington County"
1,7297,4023,NA,"AL","Covington County"
1,7298,1556,NA,"AL","Covington County"
1,7299,98817,NA,"AL","Covington County"
1,7915,1636,NA,"AL","Covington County"
1,7916,20356,NA,"AL","Covington County"
1,7917,9366,NA,"AL","Covington County"
1,7918,23768,NA,"AL","Covington County"
1,7919,23877,NA,"AL","Covington County"
1,7935,485,NA,"AL","Covington County"
1,7936,11577,NA,"AL","Covington County"
1,7937,113284,NA,"AL","Covington County"
1,7938,3313,NA,"AL","Covington County"
1,7939,19894,NA,"AL","Covington County"
1,7955,16,NA,"AL","Covington County"
1,7957,836,NA,"AL","Covington County"
1,7959,134,NA,"AL","Covington County"
1,7990,8632,NA,"AL","Covington County"
1,7994,173405,NA,"AL","Covington County"
1,7995,3545,NA,"AL","Covington County"
1,7996,6322,NA,"AL","Covington County"
1,7997,235068,NA,"AL","Covington County"
1,7998,73,NA,"AL","Covington County"
1,9319,1156,NA,"AL","Covington County"
1,9320,11,NA,"AL","Covington County"
1,9321,360111,NA,"AL","Covington County"
1,9322,1250207,NA,"AL","Covington County"
1,9323,7915,NA,"AL","Covington County"
1,9324,33,NA,"AL","Covington County"
1,9332,69,NA,"AL","Covington County"
1,9823,60211,NA,"AL","Covington County"
1,6006,2914,NA,"AL","Crenshaw County"
1,6012,14486,NA,"AL","Crenshaw County"
1,6014,3367,NA,"AL","Crenshaw County"
1,6015,132,NA,"AL","Crenshaw County"
1,6108,426,NA,"AL","Crenshaw County"
1,6109,128,NA,"AL","Crenshaw County"
1,6111,17930,NA,"AL","Crenshaw County"
1,6112,2891,NA,"AL","Crenshaw County"
1,6113,109669,NA,"AL","Crenshaw County"
1,6186,12,NA,"AL","Crenshaw County"
