"layer","Class","NCells","label","State","County"
1,6014,27450,NA,"AL","Geneva County"
1,6108,7507,NA,"AL","Geneva County"
1,6109,1611,NA,"AL","Geneva County"
1,6111,50472,NA,"AL","Geneva County"
1,6112,50324,NA,"AL","Geneva County"
1,6113,53677,NA,"AL","Geneva County"
1,6222,64,NA,"AL","Geneva County"
1,6224,8,NA,"AL","Geneva County"
1,6414,5076,NA,"AL","Geneva County"
1,6415,16,NA,"AL","Geneva County"
1,6511,15,NA,"AL","Geneva County"
1,6512,2,NA,"AL","Geneva County"
1,6513,1153,NA,"AL","Geneva County"
1,7191,11030,NA,"AL","Geneva County"
1,7192,2768,NA,"AL","Geneva County"
1,7193,1010,NA,"AL","Geneva County"
1,7195,1568,NA,"AL","Geneva County"
1,7196,103,NA,"AL","Geneva County"
1,7197,273,NA,"AL","Geneva County"
1,7198,364,NA,"AL","Geneva County"
1,7199,108,NA,"AL","Geneva County"
1,7200,291,NA,"AL","Geneva County"
1,7292,20907,NA,"AL","Geneva County"
1,7295,50,NA,"AL","Geneva County"
1,7296,8948,NA,"AL","Geneva County"
1,7297,1721,NA,"AL","Geneva County"
1,7298,595,NA,"AL","Geneva County"
1,7299,59714,NA,"AL","Geneva County"
1,7915,854,NA,"AL","Geneva County"
1,7916,5739,NA,"AL","Geneva County"
1,7917,3922,NA,"AL","Geneva County"
1,7918,18781,NA,"AL","Geneva County"
1,7919,11942,NA,"AL","Geneva County"
1,7935,782,NA,"AL","Geneva County"
1,7936,3266,NA,"AL","Geneva County"
1,7937,70185,NA,"AL","Geneva County"
1,7938,4160,NA,"AL","Geneva County"
1,7939,20744,NA,"AL","Geneva County"
1,7954,11,NA,"AL","Geneva County"
1,7955,172,NA,"AL","Geneva County"
1,7957,987,NA,"AL","Geneva County"
1,7959,90,NA,"AL","Geneva County"
1,7990,135,NA,"AL","Geneva County"
1,7992,55,NA,"AL","Geneva County"
1,7993,7,NA,"AL","Geneva County"
1,7994,323587,NA,"AL","Geneva County"
1,7995,5532,NA,"AL","Geneva County"
1,7996,50817,NA,"AL","Geneva County"
1,7997,174170,NA,"AL","Geneva County"
1,7998,39,NA,"AL","Geneva County"
1,7999,4,NA,"AL","Geneva County"
1,9319,492,NA,"AL","Geneva County"
1,9320,712,NA,"AL","Geneva County"
1,9321,185988,NA,"AL","Geneva County"
1,9322,363268,NA,"AL","Geneva County"
1,9323,7204,NA,"AL","Geneva County"
1,9324,108,NA,"AL","Geneva County"
1,9332,759,NA,"AL","Geneva County"
1,9823,53235,NA,"AL","Geneva County"
1,6006,29,NA,"AL","Greene County"
1,6012,2727,NA,"AL","Greene County"
1,6014,1003,NA,"AL","Greene County"
1,6015,15296,NA,"AL","Greene County"
1,6055,16,NA,"AL","Greene County"
1,6056,34521,NA,"AL","Greene County"
1,6110,5,NA,"AL","Greene County"
1,6111,2,NA,"AL","Greene County"
1,6112,208995,NA,"AL","Greene County"
1,6113,196100,NA,"AL","Greene County"
1,6186,408,NA,"AL","Greene County"
1,6222,216,NA,"AL","Greene County"
1,6310,2,NA,"AL","Greene County"
1,6356,32,NA,"AL","Greene County"
1,6357,25,NA,"AL","Greene County"
1,6414,2971,NA,"AL","Greene County"
1,6415,56,NA,"AL","Greene County"
1,6510,1,NA,"AL","Greene County"
1,6511,6,NA,"AL","Greene County"
1,6512,41,NA,"AL","Greene County"
1,6513,6084,NA,"AL","Greene County"
1,6586,2354,NA,"AL","Greene County"
1,7191,39809,NA,"AL","Greene County"
1,7192,8067,NA,"AL","Greene County"
1,7193,11989,NA,"AL","Greene County"
1,7195,1492,NA,"AL","Greene County"
1,7196,142,NA,"AL","Greene County"
1,7197,273,NA,"AL","Greene County"
1,7198,1079,NA,"AL","Greene County"
1,7199,137,NA,"AL","Greene County"
1,7200,6562,NA,"AL","Greene County"
1,7292,61261,NA,"AL","Greene County"
1,7295,92,NA,"AL","Greene County"
1,7296,3465,NA,"AL","Greene County"
1,7297,838,NA,"AL","Greene County"
1,7298,286,NA,"AL","Greene County"
1,7299,61426,NA,"AL","Greene County"
1,7915,3252,NA,"AL","Greene County"
1,7916,4257,NA,"AL","Greene County"
1,7917,11142,NA,"AL","Greene County"
1,7918,3224,NA,"AL","Greene County"
1,7919,2989,NA,"AL","Greene County"
1,7935,194,NA,"AL","Greene County"
1,7936,2206,NA,"AL","Greene County"
1,7937,30962,NA,"AL","Greene County"
1,7938,349,NA,"AL","Greene County"
1,7939,3617,NA,"AL","Greene County"
1,7954,5,NA,"AL","Greene County"
1,7957,1727,NA,"AL","Greene County"
1,7958,1,NA,"AL","Greene County"
1,7959,43,NA,"AL","Greene County"
1,7990,5,NA,"AL","Greene County"
1,7994,14402,NA,"AL","Greene County"
1,7996,92052,NA,"AL","Greene County"
1,7997,97138,NA,"AL","Greene County"
1,7998,1650,NA,"AL","Greene County"
1,7999,126,NA,"AL","Greene County"
1,9319,2589,NA,"AL","Greene County"
1,9320,2160,NA,"AL","Greene County"
1,9321,390445,NA,"AL","Greene County"
1,9322,529334,NA,"AL","Greene County"
1,9323,1414,NA,"AL","Greene County"
1,9324,61,NA,"AL","Greene County"
1,9823,40380,NA,"AL","Greene County"
1,6006,1787,NA,"AL","Hale County"
1,6012,8865,NA,"AL","Hale County"
1,6014,689,NA,"AL","Hale County"
1,6015,16337,NA,"AL","Hale County"
1,6055,358,NA,"AL","Hale County"
1,6056,36924,NA,"AL","Hale County"
1,6111,3,NA,"AL","Hale County"
1,6112,113789,NA,"AL","Hale County"
1,6113,170794,NA,"AL","Hale County"
1,6186,335,NA,"AL","Hale County"
1,6222,311,NA,"AL","Hale County"
1,6356,843,NA,"AL","Hale County"
1,6357,507,NA,"AL","Hale County"
1,6414,3660,NA,"AL","Hale County"
1,6415,82,NA,"AL","Hale County"
1,6511,6,NA,"AL","Hale County"
1,6512,19,NA,"AL","Hale County"
1,6513,3286,NA,"AL","Hale County"
1,6586,827,NA,"AL","Hale County"
1,7191,28827,NA,"AL","Hale County"
1,7192,4947,NA,"AL","Hale County"
1,7193,6255,NA,"AL","Hale County"
1,7195,3546,NA,"AL","Hale County"
1,7196,394,NA,"AL","Hale County"
1,7197,19,NA,"AL","Hale County"
1,7198,1344,NA,"AL","Hale County"
1,7199,96,NA,"AL","Hale County"
1,7200,10755,NA,"AL","Hale County"
1,7292,71194,NA,"AL","Hale County"
1,7295,53,NA,"AL","Hale County"
1,7296,4462,NA,"AL","Hale County"
1,7297,953,NA,"AL","Hale County"
1,7298,197,NA,"AL","Hale County"
1,7299,55948,NA,"AL","Hale County"
1,7915,4067,NA,"AL","Hale County"
1,7916,6256,NA,"AL","Hale County"
1,7917,13239,NA,"AL","Hale County"
1,7918,6655,NA,"AL","Hale County"
1,7919,4777,NA,"AL","Hale County"
1,7935,168,NA,"AL","Hale County"
1,7936,1523,NA,"AL","Hale County"
1,7937,74300,NA,"AL","Hale County"
1,7938,776,NA,"AL","Hale County"
1,7939,9693,NA,"AL","Hale County"
1,7954,6,NA,"AL","Hale County"
1,7957,908,NA,"AL","Hale County"
1,7959,23,NA,"AL","Hale County"
1,7990,5,NA,"AL","Hale County"
1,7994,34708,NA,"AL","Hale County"
1,7995,11,NA,"AL","Hale County"
1,7996,4270,NA,"AL","Hale County"
1,7997,307939,NA,"AL","Hale County"
1,7998,21,NA,"AL","Hale County"
1,7999,408,NA,"AL","Hale County"
1,9319,2385,NA,"AL","Hale County"
1,9320,914,NA,"AL","Hale County"
1,9321,345248,NA,"AL","Hale County"
1,9322,474817,NA,"AL","Hale County"
1,9323,1466,NA,"AL","Hale County"
1,9324,70,NA,"AL","Hale County"
1,9823,48095,NA,"AL","Hale County"
1,6006,6759,NA,"AL","Henry County"
1,6007,96,NA,"AL","Henry County"
1,6012,21932,NA,"AL","Henry County"
1,6014,31283,NA,"AL","Henry County"
1,6015,2,NA,"AL","Henry County"
1,6108,972,NA,"AL","Henry County"
1,6109,309,NA,"AL","Henry County"
1,6111,12617,NA,"AL","Henry County"
1,6112,3781,NA,"AL","Henry County"
1,6113,60378,NA,"AL","Henry County"
1,6222,345,NA,"AL","Henry County"
1,6224,6,NA,"AL","Henry County"
1,6310,2,NA,"AL","Henry County"
1,6414,1019,NA,"AL","Henry County"
1,6415,12,NA,"AL","Henry County"
1,6513,111,NA,"AL","Henry County"
1,7191,23308,NA,"AL","Henry County"
1,7192,3113,NA,"AL","Henry County"
1,7193,3259,NA,"AL","Henry County"
1,7195,2430,NA,"AL","Henry County"
1,7196,69,NA,"AL","Henry County"
1,7197,161,NA,"AL","Henry County"
1,7198,834,NA,"AL","Henry County"
1,7199,79,NA,"AL","Henry County"
1,7200,546,NA,"AL","Henry County"
1,7292,20564,NA,"AL","Henry County"
1,7295,358,NA,"AL","Henry County"
1,7296,10292,NA,"AL","Henry County"
1,7297,2223,NA,"AL","Henry County"
1,7298,452,NA,"AL","Henry County"
1,7299,50908,NA,"AL","Henry County"
1,7915,850,NA,"AL","Henry County"
1,7916,4641,NA,"AL","Henry County"
1,7917,3034,NA,"AL","Henry County"
1,7918,13332,NA,"AL","Henry County"
1,7919,7609,NA,"AL","Henry County"
1,7935,624,NA,"AL","Henry County"
1,7936,5326,NA,"AL","Henry County"
1,7937,59880,NA,"AL","Henry County"
1,7938,2342,NA,"AL","Henry County"
1,7939,15789,NA,"AL","Henry County"
1,7954,3,NA,"AL","Henry County"
1,7955,1,NA,"AL","Henry County"
1,7957,378,NA,"AL","Henry County"
1,7958,1,NA,"AL","Henry County"
1,7959,29,NA,"AL","Henry County"
1,7990,338,NA,"AL","Henry County"
1,7992,59,NA,"AL","Henry County"
1,7993,1806,NA,"AL","Henry County"
1,7994,202270,NA,"AL","Henry County"
1,7995,22493,NA,"AL","Henry County"
1,7996,25303,NA,"AL","Henry County"
1,7997,134171,NA,"AL","Henry County"
1,7998,3361,NA,"AL","Henry County"
1,9319,280,NA,"AL","Henry County"
1,9320,294,NA,"AL","Henry County"
1,9321,338721,NA,"AL","Henry County"
1,9322,436800,NA,"AL","Henry County"
1,9323,8706,NA,"AL","Henry County"
1,9324,70,NA,"AL","Henry County"
1,9332,99,NA,"AL","Henry County"
1,9823,72761,NA,"AL","Henry County"
1,6006,13645,NA,"AL","Houston County"
1,6007,117,NA,"AL","Houston County"
1,6012,11107,NA,"AL","Houston County"
1,6014,11495,NA,"AL","Houston County"
1,6108,11000,NA,"AL","Houston County"
1,6109,2041,NA,"AL","Houston County"
1,6111,55469,NA,"AL","Houston County"
1,6112,43066,NA,"AL","Houston County"
1,6113,60352,NA,"AL","Houston County"
1,6222,214,NA,"AL","Houston County"
1,6224,15,NA,"AL","Houston County"
1,6414,4146,NA,"AL","Houston County"
1,6415,19,NA,"AL","Houston County"
1,6511,23,NA,"AL","Houston County"
1,6513,363,NA,"AL","Houston County"
1,7191,7830,NA,"AL","Houston County"
1,7192,1593,NA,"AL","Houston County"
1,7193,1274,NA,"AL","Houston County"
1,7195,1607,NA,"AL","Houston County"
1,7196,65,NA,"AL","Houston County"
1,7197,263,NA,"AL","Houston County"
1,7198,301,NA,"AL","Houston County"
1,7199,61,NA,"AL","Houston County"
1,7200,238,NA,"AL","Houston County"
1,7292,9661,NA,"AL","Houston County"
1,7295,57,NA,"AL","Houston County"
1,7296,39047,NA,"AL","Houston County"
1,7297,15760,NA,"AL","Houston County"
1,7298,7803,NA,"AL","Houston County"
1,7299,74952,NA,"AL","Houston County"
1,7915,929,NA,"AL","Houston County"
1,7916,11403,NA,"AL","Houston County"
1,7917,4444,NA,"AL","Houston County"
1,7918,27169,NA,"AL","Houston County"
1,7919,20064,NA,"AL","Houston County"
1,7935,1231,NA,"AL","Houston County"
1,7936,13629,NA,"AL","Houston County"
1,7937,109997,NA,"AL","Houston County"
1,7938,6790,NA,"AL","Houston County"
1,7939,39702,NA,"AL","Houston County"
1,7954,58,NA,"AL","Houston County"
1,7955,146,NA,"AL","Houston County"
1,7957,7112,NA,"AL","Houston County"
1,7958,5,NA,"AL","Houston County"
1,7959,206,NA,"AL","Houston County"
1,7990,785,NA,"AL","Houston County"
1,7992,427,NA,"AL","Houston County"
1,7993,106,NA,"AL","Houston County"
1,7994,335493,NA,"AL","Houston County"
1,7995,5800,NA,"AL","Houston County"
1,7996,111242,NA,"AL","Houston County"
1,7997,181047,NA,"AL","Houston County"
1,7998,11,NA,"AL","Houston County"
1,9319,342,NA,"AL","Houston County"
1,9320,588,NA,"AL","Houston County"
1,9321,106218,NA,"AL","Houston County"
1,9322,269323,NA,"AL","Houston County"
1,9323,3469,NA,"AL","Houston County"
1,9324,57,NA,"AL","Houston County"
1,9332,1429,NA,"AL","Houston County"
1,9823,34818,NA,"AL","Houston County"
1,6028,1038662,NA,"AL","Jackson County"
1,6030,1,NA,"AL","Jackson County"
1,6034,586158,NA,"AL","Jackson County"
1,6053,156381,NA,"AL","Jackson County"
1,6055,65021,NA,"AL","Jackson County"
1,6056,25486,NA,"AL","Jackson County"
1,6097,1,NA,"AL","Jackson County"
1,6099,45,NA,"AL","Jackson County"
1,6103,138133,NA,"AL","Jackson County"
1,6196,2553,NA,"AL","Jackson County"
1,6199,453,NA,"AL","Jackson County"
1,6305,421,NA,"AL","Jackson County"
1,6356,26010,NA,"AL","Jackson County"
1,6357,45703,NA,"AL","Jackson County"
1,7191,13442,NA,"AL","Jackson County"
1,7192,4487,NA,"AL","Jackson County"
1,7193,21980,NA,"AL","Jackson County"
1,7195,118,NA,"AL","Jackson County"
1,7197,90,NA,"AL","Jackson County"
1,7198,319,NA,"AL","Jackson County"
1,7199,64,NA,"AL","Jackson County"
1,7200,6482,NA,"AL","Jackson County"
1,7292,137236,NA,"AL","Jackson County"
1,7295,713,NA,"AL","Jackson County"
1,7296,23094,NA,"AL","Jackson County"
1,7297,9606,NA,"AL","Jackson County"
1,7298,3979,NA,"AL","Jackson County"
1,7299,74262,NA,"AL","Jackson County"
1,7905,7648,NA,"AL","Jackson County"
1,7906,5106,NA,"AL","Jackson County"
1,7907,11193,NA,"AL","Jackson County"
1,7908,35082,NA,"AL","Jackson County"
1,7909,6859,NA,"AL","Jackson County"
1,7930,126,NA,"AL","Jackson County"
1,7932,1383,NA,"AL","Jackson County"
1,7933,120,NA,"AL","Jackson County"
1,7934,993,NA,"AL","Jackson County"
1,7935,14727,NA,"AL","Jackson County"
1,7936,8135,NA,"AL","Jackson County"
1,7937,185,NA,"AL","Jackson County"
1,7938,1593,NA,"AL","Jackson County"
1,7939,20606,NA,"AL","Jackson County"
1,7952,44,NA,"AL","Jackson County"
1,7954,23,NA,"AL","Jackson County"
1,7957,5640,NA,"AL","Jackson County"
1,7958,16,NA,"AL","Jackson County"
1,7959,247,NA,"AL","Jackson County"
1,7970,362,NA,"AL","Jackson County"
1,7973,1451,NA,"AL","Jackson County"
1,7974,290070,NA,"AL","Jackson County"
1,7975,18290,NA,"AL","Jackson County"
1,7976,673,NA,"AL","Jackson County"
1,7977,327401,NA,"AL","Jackson County"
1,7978,587,NA,"AL","Jackson County"
1,9312,445,NA,"AL","Jackson County"
1,9314,1363,NA,"AL","Jackson County"
1,9315,10071,NA,"AL","Jackson County"
1,9317,450,NA,"AL","Jackson County"
1,9318,1179,NA,"AL","Jackson County"
1,9320,11329,NA,"AL","Jackson County"
1,9321,2597,NA,"AL","Jackson County"
1,9322,45074,NA,"AL","Jackson County"
1,9323,3125,NA,"AL","Jackson County"
1,9324,116,NA,"AL","Jackson County"
1,9817,18256,NA,"AL","Jackson County"
1,9823,21199,NA,"AL","Jackson County"
1,6028,517801,NA,"AL","Jefferson County"
1,6033,811,NA,"AL","Jefferson County"
1,6034,261058,NA,"AL","Jefferson County"
1,6053,58253,NA,"AL","Jefferson County"
1,6055,130428,NA,"AL","Jefferson County"
1,6056,9616,NA,"AL","Jefferson County"
1,6103,28366,NA,"AL","Jefferson County"
1,6176,70,NA,"AL","Jefferson County"
1,6196,280,NA,"AL","Jefferson County"
1,6199,19,NA,"AL","Jefferson County"
1,6212,6,NA,"AL","Jefferson County"
1,6227,16,NA,"AL","Jefferson County"
1,6228,45,NA,"AL","Jefferson County"
1,6230,36,NA,"AL","Jefferson County"
1,6305,2,NA,"AL","Jefferson County"
1,6356,113659,NA,"AL","Jefferson County"
1,6357,67834,NA,"AL","Jefferson County"
1,7191,43529,NA,"AL","Jefferson County"
1,7192,6927,NA,"AL","Jefferson County"
1,7193,57247,NA,"AL","Jefferson County"
1,7195,1093,NA,"AL","Jefferson County"
1,7196,69,NA,"AL","Jefferson County"
1,7197,179,NA,"AL","Jefferson County"
1,7198,543,NA,"AL","Jefferson County"
1,7199,89,NA,"AL","Jefferson County"
1,7200,7781,NA,"AL","Jefferson County"
1,7292,46434,NA,"AL","Jefferson County"
1,7295,12234,NA,"AL","Jefferson County"
1,7296,217499,NA,"AL","Jefferson County"
1,7297,101626,NA,"AL","Jefferson County"
1,7298,44404,NA,"AL","Jefferson County"
1,7299,282149,NA,"AL","Jefferson County"
1,7905,19988,NA,"AL","Jefferson County"
1,7906,82383,NA,"AL","Jefferson County"
1,7907,90883,NA,"AL","Jefferson County"
1,7908,90530,NA,"AL","Jefferson County"
1,7909,45746,NA,"AL","Jefferson County"
1,7935,175078,NA,"AL","Jefferson County"
1,7936,59738,NA,"AL","Jefferson County"
1,7937,93554,NA,"AL","Jefferson County"
1,7938,1249,NA,"AL","Jefferson County"
1,7939,30306,NA,"AL","Jefferson County"
1,7954,20,NA,"AL","Jefferson County"
1,7957,9725,NA,"AL","Jefferson County"
1,7958,2,NA,"AL","Jefferson County"
1,7959,63,NA,"AL","Jefferson County"
1,7970,21,NA,"AL","Jefferson County"
1,7973,53,NA,"AL","Jefferson County"
1,7974,2884,NA,"AL","Jefferson County"
1,7975,131,NA,"AL","Jefferson County"
1,7976,166,NA,"AL","Jefferson County"
1,7977,71869,NA,"AL","Jefferson County"
1,7978,3,NA,"AL","Jefferson County"
1,9320,6443,NA,"AL","Jefferson County"
1,9321,35757,NA,"AL","Jefferson County"
1,9322,377956,NA,"AL","Jefferson County"
1,9323,1879,NA,"AL","Jefferson County"
1,9324,42,NA,"AL","Jefferson County"
1,9823,33835,NA,"AL","Jefferson County"
1,6012,1842,NA,"AL","Lamar County"
1,6015,12443,NA,"AL","Lamar County"
1,6055,4667,NA,"AL","Lamar County"
1,6056,234275,NA,"AL","Lamar County"
1,6110,142,NA,"AL","Lamar County"
1,6112,3,NA,"AL","Lamar County"
1,6113,225107,NA,"AL","Lamar County"
1,6222,8,NA,"AL","Lamar County"
1,6356,4890,NA,"AL","Lamar County"
1,6357,11472,NA,"AL","Lamar County"
1,6414,4148,NA,"AL","Lamar County"
1,6415,64,NA,"AL","Lamar County"
1,6510,4,NA,"AL","Lamar County"
1,6511,2,NA,"AL","Lamar County"
1,6514,22,NA,"AL","Lamar County"
1,7191,62118,NA,"AL","Lamar County"
1,7192,9596,NA,"AL","Lamar County"
1,7193,11115,NA,"AL","Lamar County"
1,7195,478,NA,"AL","Lamar County"
1,7196,3,NA,"AL","Lamar County"
1,7197,78,NA,"AL","Lamar County"
1,7198,246,NA,"AL","Lamar County"
1,7199,77,NA,"AL","Lamar County"
1,7200,419,NA,"AL","Lamar County"
1,7292,6344,NA,"AL","Lamar County"
1,7295,445,NA,"AL","Lamar County"
1,7296,4255,NA,"AL","Lamar County"
1,7297,1215,NA,"AL","Lamar County"
1,7298,389,NA,"AL","Lamar County"
1,7299,64603,NA,"AL","Lamar County"
1,7915,5249,NA,"AL","Lamar County"
1,7916,5586,NA,"AL","Lamar County"
1,7917,16669,NA,"AL","Lamar County"
1,7918,5766,NA,"AL","Lamar County"
1,7919,6299,NA,"AL","Lamar County"
1,7935,1627,NA,"AL","Lamar County"
1,7936,2128,NA,"AL","Lamar County"
1,7937,51995,NA,"AL","Lamar County"
1,7938,1360,NA,"AL","Lamar County"
1,7939,8865,NA,"AL","Lamar County"
1,7954,1,NA,"AL","Lamar County"
1,7957,1020,NA,"AL","Lamar County"
1,7959,20,NA,"AL","Lamar County"
1,7994,20775,NA,"AL","Lamar County"
1,7995,331,NA,"AL","Lamar County"
1,7996,3507,NA,"AL","Lamar County"
1,7997,63363,NA,"AL","Lamar County"
1,7999,1,NA,"AL","Lamar County"
1,9320,387,NA,"AL","Lamar County"
1,9321,261005,NA,"AL","Lamar County"
1,9322,578674,NA,"AL","Lamar County"
1,9323,3592,NA,"AL","Lamar County"
1,9324,8,NA,"AL","Lamar County"
1,9823,43506,NA,"AL","Lamar County"
1,6015,6903,NA,"AL","Lauderdale County"
1,6028,4861,NA,"AL","Lauderdale County"
1,6034,21778,NA,"AL","Lauderdale County"
1,6036,28120,NA,"AL","Lauderdale County"
1,6053,63270,NA,"AL","Lauderdale County"
1,6055,11358,NA,"AL","Lauderdale County"
1,6056,508067,NA,"AL","Lauderdale County"
1,6098,258,NA,"AL","Lauderdale County"
1,6099,75,NA,"AL","Lauderdale County"
1,6103,54685,NA,"AL","Lauderdale County"
1,6110,228,NA,"AL","Lauderdale County"
1,6113,6433,NA,"AL","Lauderdale County"
1,6196,2350,NA,"AL","Lauderdale County"
1,6199,118,NA,"AL","Lauderdale County"
1,6222,73,NA,"AL","Lauderdale County"
1,6305,2631,NA,"AL","Lauderdale County"
1,6310,6,NA,"AL","Lauderdale County"
1,6356,13065,NA,"AL","Lauderdale County"
1,6357,3282,NA,"AL","Lauderdale County"
1,6414,399,NA,"AL","Lauderdale County"
1,6415,1,NA,"AL","Lauderdale County"
1,6510,185,NA,"AL","Lauderdale County"
1,6514,4,NA,"AL","Lauderdale County"
1,7191,11289,NA,"AL","Lauderdale County"
1,7192,1337,NA,"AL","Lauderdale County"
1,7193,10995,NA,"AL","Lauderdale County"
1,7195,401,NA,"AL","Lauderdale County"
1,7196,28,NA,"AL","Lauderdale County"
1,7197,9,NA,"AL","Lauderdale County"
1,7198,231,NA,"AL","Lauderdale County"
1,7199,6,NA,"AL","Lauderdale County"
1,7200,63,NA,"AL","Lauderdale County"
1,7292,135192,NA,"AL","Lauderdale County"
1,7295,33,NA,"AL","Lauderdale County"
1,7296,26629,NA,"AL","Lauderdale County"
1,7297,8876,NA,"AL","Lauderdale County"
1,7298,3378,NA,"AL","Lauderdale County"
1,7299,100673,NA,"AL","Lauderdale County"
1,7905,18401,NA,"AL","Lauderdale County"
1,7906,5829,NA,"AL","Lauderdale County"
1,7907,4125,NA,"AL","Lauderdale County"
1,7908,29356,NA,"AL","Lauderdale County"
1,7909,11578,NA,"AL","Lauderdale County"
1,7915,2300,NA,"AL","Lauderdale County"
1,7916,460,NA,"AL","Lauderdale County"
1,7917,2845,NA,"AL","Lauderdale County"
1,7918,1353,NA,"AL","Lauderdale County"
1,7919,789,NA,"AL","Lauderdale County"
1,7930,25972,NA,"AL","Lauderdale County"
1,7931,129,NA,"AL","Lauderdale County"
1,7932,60434,NA,"AL","Lauderdale County"
1,7933,2749,NA,"AL","Lauderdale County"
1,7934,31871,NA,"AL","Lauderdale County"
1,7935,290,NA,"AL","Lauderdale County"
1,7936,237,NA,"AL","Lauderdale County"
1,7937,14231,NA,"AL","Lauderdale County"
1,7938,967,NA,"AL","Lauderdale County"
1,7939,14927,NA,"AL","Lauderdale County"
1,7952,774,NA,"AL","Lauderdale County"
1,7954,245,NA,"AL","Lauderdale County"
1,7957,188,NA,"AL","Lauderdale County"
1,7959,4,NA,"AL","Lauderdale County"
1,7970,13,NA,"AL","Lauderdale County"
1,7973,522,NA,"AL","Lauderdale County"
1,7974,244642,NA,"AL","Lauderdale County"
1,7975,50535,NA,"AL","Lauderdale County"
1,7976,27,NA,"AL","Lauderdale County"
1,7977,306354,NA,"AL","Lauderdale County"
1,7978,25,NA,"AL","Lauderdale County"
1,7994,3816,NA,"AL","Lauderdale County"
1,7995,1063,NA,"AL","Lauderdale County"
1,7996,40,NA,"AL","Lauderdale County"
1,7997,16843,NA,"AL","Lauderdale County"
1,7998,139,NA,"AL","Lauderdale County"
1,9312,22012,NA,"AL","Lauderdale County"
1,9314,65,NA,"AL","Lauderdale County"
1,9315,6783,NA,"AL","Lauderdale County"
1,9317,355,NA,"AL","Lauderdale County"
1,9320,627,NA,"AL","Lauderdale County"
1,9321,50269,NA,"AL","Lauderdale County"
1,9322,72617,NA,"AL","Lauderdale County"
1,9323,1420,NA,"AL","Lauderdale County"
1,9324,118,NA,"AL","Lauderdale County"
1,9817,6888,NA,"AL","Lauderdale County"
1,9823,31166,NA,"AL","Lauderdale County"
1,6028,270942,NA,"AL","Lawrence County"
1,6034,143412,NA,"AL","Lawrence County"
1,6036,4669,NA,"AL","Lawrence County"
1,6053,135318,NA,"AL","Lawrence County"
1,6055,33729,NA,"AL","Lawrence County"
1,6056,114458,NA,"AL","Lawrence County"
1,6099,261,NA,"AL","Lawrence County"
1,6103,148237,NA,"AL","Lawrence County"
1,6196,1226,NA,"AL","Lawrence County"
1,6199,257,NA,"AL","Lawrence County"
1,6305,4491,NA,"AL","Lawrence County"
1,6356,18723,NA,"AL","Lawrence County"
1,6357,13603,NA,"AL","Lawrence County"
1,6503,5,NA,"AL","Lawrence County"
1,7191,12644,NA,"AL","Lawrence County"
1,7192,4355,NA,"AL","Lawrence County"
1,7193,9072,NA,"AL","Lawrence County"
1,7195,1094,NA,"AL","Lawrence County"
1,7196,859,NA,"AL","Lawrence County"
1,7197,1171,NA,"AL","Lawrence County"
1,7198,260,NA,"AL","Lawrence County"
1,7199,53,NA,"AL","Lawrence County"
1,7200,1753,NA,"AL","Lawrence County"
1,7292,79789,NA,"AL","Lawrence County"
1,7295,408,NA,"AL","Lawrence County"
1,7296,15011,NA,"AL","Lawrence County"
1,7297,5466,NA,"AL","Lawrence County"
1,7298,1808,NA,"AL","Lawrence County"
1,7299,65823,NA,"AL","Lawrence County"
1,7905,10277,NA,"AL","Lawrence County"
1,7906,3869,NA,"AL","Lawrence County"
1,7907,3765,NA,"AL","Lawrence County"
1,7908,19048,NA,"AL","Lawrence County"
1,7909,6501,NA,"AL","Lawrence County"
1,7930,9763,NA,"AL","Lawrence County"
1,7931,321,NA,"AL","Lawrence County"
1,7932,79525,NA,"AL","Lawrence County"
1,7933,1508,NA,"AL","Lawrence County"
1,7934,15445,NA,"AL","Lawrence County"
1,7935,6,NA,"AL","Lawrence County"
1,7937,57,NA,"AL","Lawrence County"
1,7938,20,NA,"AL","Lawrence County"
1,7939,408,NA,"AL","Lawrence County"
1,7952,1038,NA,"AL","Lawrence County"
1,7954,142,NA,"AL","Lawrence County"
1,7957,60,NA,"AL","Lawrence County"
1,7974,273555,NA,"AL","Lawrence County"
1,7975,99439,NA,"AL","Lawrence County"
1,7976,27,NA,"AL","Lawrence County"
1,7977,294883,NA,"AL","Lawrence County"
1,7978,653,NA,"AL","Lawrence County"
1,9320,3496,NA,"AL","Lawrence County"
1,9321,75229,NA,"AL","Lawrence County"
1,9322,68768,NA,"AL","Lawrence County"
1,9323,1351,NA,"AL","Lawrence County"
1,9324,197,NA,"AL","Lawrence County"
1,9823,13679,NA,"AL","Lawrence County"
1,6006,1546,NA,"AL","Lee County"
1,6012,2298,NA,"AL","Lee County"
1,6015,89,NA,"AL","Lee County"
1,6034,57559,NA,"AL","Lee County"
1,6053,196,NA,"AL","Lee County"
1,6054,228518,NA,"AL","Lee County"
1,6055,2781,NA,"AL","Lee County"
1,6056,2346,NA,"AL","Lee County"
1,6108,1,NA,"AL","Lee County"
1,6109,2,NA,"AL","Lee County"
1,6111,166,NA,"AL","Lee County"
1,6112,83,NA,"AL","Lee County"
1,6113,54035,NA,"AL","Lee County"
1,6115,442,NA,"AL","Lee County"
1,6199,18,NA,"AL","Lee County"
1,6222,6,NA,"AL","Lee County"
1,6232,5,NA,"AL","Lee County"
1,6310,5,NA,"AL","Lee County"
