"Class","NCells","State","County"
"1",9466,"AL","Autauga County"
"2",44670,"AL","Autauga County"
"4",870,"AL","Autauga County"
"5",4805,"AL","Autauga County"
"6",9,"AL","Autauga County"
"10",1267,"AL","Autauga County"
"12",3,"AL","Autauga County"
"24",1655,"AL","Autauga County"
"26",53,"AL","Autauga County"
"27",2,"AL","Autauga County"
"28",239,"AL","Autauga County"
"29",144,"AL","Autauga County"
"37",162222,"AL","Autauga County"
"44",103,"AL","Autauga County"
"57",556,"AL","Autauga County"
"58",51,"AL","Autauga County"
"59",1830,"AL","Autauga County"
"61",2210,"AL","Autauga County"
"67",141,"AL","Autauga County"
"70",2,"AL","Autauga County"
"74",3471,"AL","Autauga County"
"92",10,"AL","Autauga County"
"111",25006,"AL","Autauga County"
"121",67633,"AL","Autauga County"
"122",25635,"AL","Autauga County"
"123",8386,"AL","Autauga County"
"124",2189,"AL","Autauga County"
"131",2049,"AL","Autauga County"
"141",329774,"AL","Autauga County"
"142",395075,"AL","Autauga County"
"143",201534,"AL","Autauga County"
"152",120299,"AL","Autauga County"
"176",158471,"AL","Autauga County"
"190",165543,"AL","Autauga County"
"195",3897,"AL","Autauga County"
"220",9,"AL","Autauga County"
"221",2,"AL","Autauga County"
"224",80,"AL","Autauga County"
"226",1,"AL","Autauga County"
"236",7,"AL","Autauga County"
"238",15,"AL","Autauga County"
"242",11,"AL","Autauga County"
"0",61161,"AL","Baldwin County"
"1",46846,"AL","Baldwin County"
"2",62701,"AL","Baldwin County"
"4",3901,"AL","Baldwin County"
"5",21240,"AL","Baldwin County"
"6",2,"AL","Baldwin County"
"10",153514,"AL","Baldwin County"
"12",1791,"AL","Baldwin County"
"24",116,"AL","Baldwin County"
"26",3699,"AL","Baldwin County"
"27",4,"AL","Baldwin County"
"28",3813,"AL","Baldwin County"
"29",18962,"AL","Baldwin County"
"37",49738,"AL","Baldwin County"
"44",65,"AL","Baldwin County"
"46",7933,"AL","Baldwin County"
"50",5,"AL","Baldwin County"
"53",14,"AL","Baldwin County"
"57",17,"AL","Baldwin County"
"58",1,"AL","Baldwin County"
"59",124378,"AL","Baldwin County"
"61",3019,"AL","Baldwin County"
"67",48,"AL","Baldwin County"
"70",337,"AL","Baldwin County"
"72",86,"AL","Baldwin County"
"74",24686,"AL","Baldwin County"
"92",4,"AL","Baldwin County"
"111",145209,"AL","Baldwin County"
"121",230704,"AL","Baldwin County"
"122",95550,"AL","Baldwin County"
"123",38632,"AL","Baldwin County"
"124",10595,"AL","Baldwin County"
"131",20890,"AL","Baldwin County"
"141",3614,"AL","Baldwin County"
"142",1701840,"AL","Baldwin County"
"143",32676,"AL","Baldwin County"
"152",215720,"AL","Baldwin County"
"176",308579,"AL","Baldwin County"
"190",1276284,"AL","Baldwin County"
"195",95139,"AL","Baldwin County"
"205",14,"AL","Baldwin County"
"224",1,"AL","Baldwin County"
"226",1184,"AL","Baldwin County"
"238",239,"AL","Baldwin County"
"240",2636,"AL","Baldwin County"
"242",11,"AL","Baldwin County"
"1",6861,"AL","Barbour County"
"2",27269,"AL","Barbour County"
"4",969,"AL","Barbour County"
"5",2742,"AL","Barbour County"
"6",3,"AL","Barbour County"
"10",19176,"AL","Barbour County"
"12",2,"AL","Barbour County"
"24",2130,"AL","Barbour County"
"26",46,"AL","Barbour County"
"27",1091,"AL","Barbour County"
"28",2585,"AL","Barbour County"
"29",831,"AL","Barbour County"
"37",135032,"AL","Barbour County"
"44",25,"AL","Barbour County"
"48",17,"AL","Barbour County"
"50",53,"AL","Barbour County"
"53",4,"AL","Barbour County"
"57",50,"AL","Barbour County"
"58",11,"AL","Barbour County"
"59",1468,"AL","Barbour County"
"61",88825,"AL","Barbour County"
"74",1780,"AL","Barbour County"
"92",3,"AL","Barbour County"
"111",52846,"AL","Barbour County"
"121",71899,"AL","Barbour County"
"122",19626,"AL","Barbour County"
"123",5638,"AL","Barbour County"
"124",1691,"AL","Barbour County"
"131",679,"AL","Barbour County"
"141",154953,"AL","Barbour County"
"142",938832,"AL","Barbour County"
"143",482507,"AL","Barbour County"
"152",279853,"AL","Barbour County"
"176",98576,"AL","Barbour County"
"190",192431,"AL","Barbour County"
"195",1041,"AL","Barbour County"
"205",123,"AL","Barbour County"
"226",47,"AL","Barbour County"
"238",21,"AL","Barbour County"
"242",25,"AL","Barbour County"
"1",1130,"AL","Bibb County"
"2",3310,"AL","Bibb County"
"4",12,"AL","Bibb County"
"5",1338,"AL","Bibb County"
"10",125,"AL","Bibb County"
"12",2,"AL","Bibb County"
"24",20,"AL","Bibb County"
"26",53,"AL","Bibb County"
"28",4,"AL","Bibb County"
"29",27,"AL","Bibb County"
"36",1,"AL","Bibb County"
"37",33343,"AL","Bibb County"
"44",1,"AL","Bibb County"
"46",1,"AL","Bibb County"
"57",3,"AL","Bibb County"
"58",1,"AL","Bibb County"
"59",71,"AL","Bibb County"
"61",4578,"AL","Bibb County"
"67",2,"AL","Bibb County"
"74",78,"AL","Bibb County"
"92",6,"AL","Bibb County"
"111",11753,"AL","Bibb County"
"121",73429,"AL","Bibb County"
"122",9525,"AL","Bibb County"
"123",3282,"AL","Bibb County"
"124",645,"AL","Bibb County"
"131",2556,"AL","Bibb County"
"141",420684,"AL","Bibb County"
"142",648334,"AL","Bibb County"
"143",258278,"AL","Bibb County"
"152",157513,"AL","Bibb County"
"176",95174,"AL","Bibb County"
"190",77580,"AL","Bibb County"
"195",1237,"AL","Bibb County"
"224",25,"AL","Bibb County"
"236",3,"AL","Bibb County"
"238",1,"AL","Bibb County"
"242",5,"AL","Bibb County"
"1",12672,"AL","Blount County"
"2",10380,"AL","Blount County"
"4",130,"AL","Blount County"
"5",23412,"AL","Blount County"
"10",1290,"AL","Blount County"
"12",69,"AL","Blount County"
"24",99,"AL","Blount County"
"26",1893,"AL","Blount County"
"27",128,"AL","Blount County"
"28",18,"AL","Blount County"
"29",62,"AL","Blount County"
"36",7,"AL","Blount County"
"37",122463,"AL","Blount County"
"44",9,"AL","Blount County"
"46",39,"AL","Blount County"
"57",26,"AL","Blount County"
"58",12,"AL","Blount County"
"59",128,"AL","Blount County"
"61",3123,"AL","Blount County"
"67",28,"AL","Blount County"
"70",6,"AL","Blount County"
"74",115,"AL","Blount County"
"92",8,"AL","Blount County"
"111",23006,"AL","Blount County"
"121",98530,"AL","Blount County"
"122",25620,"AL","Blount County"
"123",6547,"AL","Blount County"
"124",1662,"AL","Blount County"
"131",3304,"AL","Blount County"
"141",831240,"AL","Blount County"
"142",190106,"AL","Blount County"
"143",106308,"AL","Blount County"
"152",40681,"AL","Blount County"
"176",373792,"AL","Blount County"
"190",6301,"AL","Blount County"
"195",1064,"AL","Blount County"
"225",20,"AL","Blount County"
"226",5,"AL","Blount County"
"238",1,"AL","Blount County"
"240",17,"AL","Blount County"
"242",1,"AL","Blount County"
"1",8408,"AL","Bullock County"
"2",14573,"AL","Bullock County"
"4",99,"AL","Bullock County"
"5",486,"AL","Bullock County"
"10",6516,"AL","Bullock County"
"12",13,"AL","Bullock County"
"24",597,"AL","Bullock County"
"26",42,"AL","Bullock County"
"27",20,"AL","Bullock County"
"28",373,"AL","Bullock County"
"29",276,"AL","Bullock County"
"36",1,"AL","Bullock County"
"37",74124,"AL","Bullock County"
"44",5,"AL","Bullock County"
"48",11,"AL","Bullock County"
"50",2,"AL","Bullock County"
"57",2184,"AL","Bullock County"
"58",15,"AL","Bullock County"
"59",3544,"AL","Bullock County"
"61",15829,"AL","Bullock County"
"70",1,"AL","Bullock County"
"74",2109,"AL","Bullock County"
"92",34,"AL","Bullock County"
"111",20679,"AL","Bullock County"
"121",39090,"AL","Bullock County"
"122",8124,"AL","Bullock County"
"123",1420,"AL","Bullock County"
"124",385,"AL","Bullock County"
"131",668,"AL","Bullock County"
"141",181396,"AL","Bullock County"
"142",588314,"AL","Bullock County"
"143",317568,"AL","Bullock County"
"152",175304,"AL","Bullock County"
"176",160105,"AL","Bullock County"
"190",183696,"AL","Bullock County"
"195",805,"AL","Bullock County"
"205",18,"AL","Bullock County"
"226",38,"AL","Bullock County"
"238",12,"AL","Bullock County"
"240",3,"AL","Bullock County"
"242",23,"AL","Bullock County"
"1",12483,"AL","Butler County"
"2",10368,"AL","Butler County"
"4",64,"AL","Butler County"
"5",1038,"AL","Butler County"
"10",2999,"AL","Butler County"
"12",2,"AL","Butler County"
"24",22,"AL","Butler County"
"26",18,"AL","Butler County"
"28",28,"AL","Butler County"
"29",123,"AL","Butler County"
"37",84788,"AL","Butler County"
"44",2,"AL","Butler County"
"57",4,"AL","Butler County"
"58",2,"AL","Butler County"
"59",250,"AL","Butler County"
"61",2203,"AL","Butler County"
"70",10,"AL","Butler County"
"74",967,"AL","Butler County"
"111",9075,"AL","Butler County"
"121",71750,"AL","Butler County"
"122",12788,"AL","Butler County"
"123",3664,"AL","Butler County"
"124",983,"AL","Butler County"
"131",346,"AL","Butler County"
"141",264861,"AL","Butler County"
"142",899255,"AL","Butler County"
"143",369037,"AL","Butler County"
"152",155147,"AL","Butler County"
"176",181239,"AL","Butler County"
"190",153083,"AL","Butler County"
"195",1694,"AL","Butler County"
"205",1,"AL","Butler County"
"224",1,"AL","Butler County"
"226",2,"AL","Butler County"
"238",66,"AL","Butler County"
"240",1,"AL","Butler County"
"242",19,"AL","Butler County"
"1",12972,"AL","Calhoun County"
"2",22431,"AL","Calhoun County"
"4",5,"AL","Calhoun County"
"5",8928,"AL","Calhoun County"
"10",293,"AL","Calhoun County"
"12",2,"AL","Calhoun County"
"24",124,"AL","Calhoun County"
"26",3521,"AL","Calhoun County"
"27",20,"AL","Calhoun County"
"28",19,"AL","Calhoun County"
"29",11,"AL","Calhoun County"
"37",77969,"AL","Calhoun County"
"57",11,"AL","Calhoun County"
"58",1,"AL","Calhoun County"
"59",101,"AL","Calhoun County"
"61",930,"AL","Calhoun County"
"70",6,"AL","Calhoun County"
"74",46,"AL","Calhoun County"
"92",1,"AL","Calhoun County"
"111",18995,"AL","Calhoun County"
"121",165147,"AL","Calhoun County"
"122",65432,"AL","Calhoun County"
"123",22785,"AL","Calhoun County"
"124",8338,"AL","Calhoun County"
"131",2697,"AL","Calhoun County"
"141",760286,"AL","Calhoun County"
"142",309595,"AL","Calhoun County"
"143",77635,"AL","Calhoun County"
"152",41842,"AL","Calhoun County"
"176",167422,"AL","Calhoun County"
"190",3130,"AL","Calhoun County"
"195",414,"AL","Calhoun County"
"226",12,"AL","Calhoun County"
"229",1,"AL","Calhoun County"
"236",8,"AL","Calhoun County"
"240",129,"AL","Calhoun County"
"1",3040,"AL","Chambers County"
"2",2416,"AL","Chambers County"
"4",14,"AL","Chambers County"
"5",323,"AL","Chambers County"
"10",262,"AL","Chambers County"
"12",3,"AL","Chambers County"
"24",744,"AL","Chambers County"
"26",249,"AL","Chambers County"
"28",15,"AL","Chambers County"
"29",9,"AL","Chambers County"
"36",1,"AL","Chambers County"
"37",58818,"AL","Chambers County"
"53",1,"AL","Chambers County"
"57",58,"AL","Chambers County"
"58",1,"AL","Chambers County"
"59",153,"AL","Chambers County"
"61",768,"AL","Chambers County"
"67",1,"AL","Chambers County"
"74",789,"AL","Chambers County"
"92",4,"AL","Chambers County"
"111",22262,"AL","Chambers County"
"121",70078,"AL","Chambers County"
"122",25251,"AL","Chambers County"
"123",4345,"AL","Chambers County"
"124",1554,"AL","Chambers County"
"131",733,"AL","Chambers County"
"141",524180,"AL","Chambers County"
"142",671650,"AL","Chambers County"
"143",56429,"AL","Chambers County"
"152",83192,"AL","Chambers County"
"176",158206,"AL","Chambers County"
"190",46466,"AL","Chambers County"
"195",373,"AL","Chambers County"
"205",1,"AL","Chambers County"
"226",4,"AL","Chambers County"
"238",3,"AL","Chambers County"
"240",1,"AL","Chambers County"
"242",5,"AL","Chambers County"
"1",29700,"AL","Cherokee County"
"2",133444,"AL","Cherokee County"
"4",23,"AL","Cherokee County"
"5",20476,"AL","Cherokee County"
"6",1,"AL","Cherokee County"
"10",560,"AL","Cherokee County"
"12",3,"AL","Cherokee County"
"24",1456,"AL","Cherokee County"
"26",2122,"AL","Cherokee County"
"27",140,"AL","Cherokee County"
"28",167,"AL","Cherokee County"
"29",40,"AL","Cherokee County"
"36",15,"AL","Cherokee County"
"37",54648,"AL","Cherokee County"
"44",3,"AL","Cherokee County"
"57",22,"AL","Cherokee County"
"59",2678,"AL","Cherokee County"
"61",1704,"AL","Cherokee County"
"70",5,"AL","Cherokee County"
"74",74,"AL","Cherokee County"
"111",135779,"AL","Cherokee County"
"121",65137,"AL","Cherokee County"
"122",21546,"AL","Cherokee County"
"123",4244,"AL","Cherokee County"
"124",1411,"AL","Cherokee County"
"131",2155,"AL","Cherokee County"
"141",516878,"AL","Cherokee County"
"142",333394,"AL","Cherokee County"
"143",117706,"AL","Cherokee County"
"152",66300,"AL","Cherokee County"
"176",198609,"AL","Cherokee County"
"190",13906,"AL","Cherokee County"
"195",1001,"AL","Cherokee County"
"225",3,"AL","Cherokee County"
"226",1,"AL","Cherokee County"
"229",1,"AL","Cherokee County"
"236",2,"AL","Cherokee County"
"238",1,"AL","Cherokee County"
"240",143,"AL","Cherokee County"
"242",1,"AL","Cherokee County"
"1",4679,"AL","Chilton County"
"2",8338,"AL","Chilton County"
"4",212,"AL","Chilton County"
"5",2481,"AL","Chilton County"
"6",2,"AL","Chilton County"
"10",493,"AL","Chilton County"
"12",1,"AL","Chilton County"
"24",197,"AL","Chilton County"
"26",80,"AL","Chilton County"
"28",116,"AL","Chilton County"
"29",422,"AL","Chilton County"
"37",88005,"AL","Chilton County"
"44",22,"AL","Chilton County"
"57",38,"AL","Chilton County"
"58",10,"AL","Chilton County"
"59",597,"AL","Chilton County"
"61",1506,"AL","Chilton County"
"67",868,"AL","Chilton County"
"70",9,"AL","Chilton County"
"74",816,"AL","Chilton County"
"92",7,"AL","Chilton County"
"111",23895,"AL","Chilton County"
"121",81096,"AL","Chilton County"
"122",26196,"AL","Chilton County"
"123",7090,"AL","Chilton County"
"124",2017,"AL","Chilton County"
"131",2719,"AL","Chilton County"
"141",592061,"AL","Chilton County"
"142",535554,"AL","Chilton County"
"143",188691,"AL","Chilton County"
"152",151252,"AL","Chilton County"
"176",250368,"AL","Chilton County"
"190",43747,"AL","Chilton County"
"195",1596,"AL","Chilton County"
"220",34,"AL","Chilton County"
"221",14,"AL","Chilton County"
"224",22,"AL","Chilton County"
"225",1,"AL","Chilton County"
"226",2,"AL","Chilton County"
"236",4,"AL","Chilton County"
"238",8,"AL","Chilton County"
"242",8,"AL","Chilton County"
"1",609,"AL","Choctaw County"
"2",4705,"AL","Choctaw County"
"4",47,"AL","Choctaw County"
"5",1761,"AL","Choctaw County"
"6",10,"AL","Choctaw County"
"10",275,"AL","Choctaw County"
"12",1,"AL","Choctaw County"
"24",3,"AL","Choctaw County"
"26",39,"AL","Choctaw County"
"29",6,"AL","Choctaw County"
"37",14312,"AL","Choctaw County"
"57",1,"AL","Choctaw County"
"59",24,"AL","Choctaw County"
"61",1291,"AL","Choctaw County"
"72",1,"AL","Choctaw County"
"74",40,"AL","Choctaw County"
"92",35,"AL","Choctaw County"
"111",24398,"AL","Choctaw County"
"121",70867,"AL","Choctaw County"
"122",6739,"AL","Choctaw County"
"123",2077,"AL","Choctaw County"
"124",659,"AL","Choctaw County"
"131",1651,"AL","Choctaw County"
"141",50713,"AL","Choctaw County"
"142",1034420,"AL","Choctaw County"
"143",574575,"AL","Choctaw County"
"152",200696,"AL","Choctaw County"
"176",161804,"AL","Choctaw County"
"190",487011,"AL","Choctaw County"
"195",6804,"AL","Choctaw County"
"224",1,"AL","Choctaw County"
"238",19,"AL","Choctaw County"
"242",175,"AL","Choctaw County"
"1",1975,"AL","Clarke County"
"2",5529,"AL","Clarke County"
"4",27,"AL","Clarke County"
"5",993,"AL","Clarke County"
"6",8,"AL","Clarke County"
"10",2325,"AL","Clarke County"
"24",7,"AL","Clarke County"
"26",25,"AL","Clarke County"
"28",59,"AL","Clarke County"
"29",45,"AL","Clarke County"
"36",1,"AL","Clarke County"
"37",24916,"AL","Clarke County"
"57",4,"AL","Clarke County"
"59",87,"AL","Clarke County"
"61",1747,"AL","Clarke County"
"74",124,"AL","Clarke County"
"92",16,"AL","Clarke County"
"111",44832,"AL","Clarke County"
"121",90109,"AL","Clarke County"
"122",10432,"AL","Clarke County"
"123",4718,"AL","Clarke County"
"124",1789,"AL","Clarke County"
"131",4980,"AL","Clarke County"
"141",37642,"AL","Clarke County"
"142",1507400,"AL","Clarke County"
"143",702630,"AL","Clarke County"
"152",323249,"AL","Clarke County"
"176",129275,"AL","Clarke County"
"190",706215,"AL","Clarke County"
"195",9013,"AL","Clarke County"
"224",4,"AL","Clarke County"
"236",1,"AL","Clarke County"
"238",18,"AL","Clarke County"
"242",29,"AL","Clarke County"
"1",3513,"AL","Clay County"
"2",649,"AL","Clay County"
"4",6,"AL","Clay County"
"5",921,"AL","Clay County"
"10",71,"AL","Clay County"
"12",1,"AL","Clay County"
"24",40,"AL","Clay County"
"26",129,"AL","Clay County"
"27",2,"AL","Clay County"
"28",13,"AL","Clay County"
"29",11,"AL","Clay County"
"37",55788,"AL","Clay County"
"44",1,"AL","Clay County"
"57",17,"AL","Clay County"
"59",20,"AL","Clay County"
"61",318,"AL","Clay County"
"70",2,"AL","Clay County"
"74",191,"AL","Clay County"
"92",1,"AL","Clay County"
"111",5774,"AL","Clay County"
"121",67963,"AL","Clay County"
"122",3876,"AL","Clay County"
"123",1311,"AL","Clay County"
"124",378,"AL","Clay County"
"131",606,"AL","Clay County"
"141",863734,"AL","Clay County"
"142",501304,"AL","Clay County"
"143",41813,"AL","Clay County"
"152",61108,"AL","Clay County"
"176",134149,"AL","Clay County"
"190",3215,"AL","Clay County"
"195",220,"AL","Clay County"
"240",4,"AL","Clay County"
"242",1,"AL","Clay County"
"1",5317,"AL","Cleburne County"
"2",1237,"AL","Cleburne County"
"4",4,"AL","Cleburne County"
"5",1069,"AL","Cleburne County"
"10",48,"AL","Cleburne County"
"12",2,"AL","Cleburne County"
"24",89,"AL","Cleburne County"
"26",203,"AL","Cleburne County"
"27",172,"AL","Cleburne County"
"28",14,"AL","Cleburne County"
"29",11,"AL","Cleburne County"
"36",1,"AL","Cleburne County"
"37",33965,"AL","Cleburne County"
"57",60,"AL","Cleburne County"
"59",38,"AL","Cleburne County"
"61",278,"AL","Cleburne County"
"70",2,"AL","Cleburne County"
"74",97,"AL","Cleburne County"
"92",5,"AL","Cleburne County"
"111",6153,"AL","Cleburne County"
"121",53978,"AL","Cleburne County"
"122",10820,"AL","Cleburne County"
"123",2326,"AL","Cleburne County"
"124",434,"AL","Cleburne County"
"131",417,"AL","Cleburne County"
"141",772263,"AL","Cleburne County"
"142",518634,"AL","Cleburne County"
"143",53483,"AL","Cleburne County"
"152",42996,"AL","Cleburne County"
"176",109689,"AL","Cleburne County"
"190",2647,"AL","Cleburne County"
"195",335,"AL","Cleburne County"
"240",4,"AL","Cleburne County"
"242",1,"AL","Cleburne County"
"1",47908,"AL","Coffee County"
"2",106830,"AL","Coffee County"
"4",679,"AL","Coffee County"
"5",1737,"AL","Coffee County"
"10",60905,"AL","Coffee County"
"12",2,"AL","Coffee County"
"24",440,"AL","Coffee County"
"26",44,"AL","Coffee County"
"27",31,"AL","Coffee County"
"28",1214,"AL","Coffee County"
"29",4682,"AL","Coffee County"
"37",162005,"AL","Coffee County"
"44",265,"AL","Coffee County"
"50",6,"AL","Coffee County"
"53",2,"AL","Coffee County"
"57",16,"AL","Coffee County"
"58",6,"AL","Coffee County"
"59",1373,"AL","Coffee County"
"61",10059,"AL","Coffee County"
"70",4,"AL","Coffee County"
"74",2512,"AL","Coffee County"
"92",18,"AL","Coffee County"
"111",16314,"AL","Coffee County"
"121",82660,"AL","Coffee County"
"122",25519,"AL","Coffee County"
"123",8276,"AL","Coffee County"
"124",2656,"AL","Coffee County"
"131",404,"AL","Coffee County"
"141",27487,"AL","Coffee County"
"142",654039,"AL","Coffee County"
"143",280142,"AL","Coffee County"
"152",151782,"AL","Coffee County"
"176",112926,"AL","Coffee County"
"190",194344,"AL","Coffee County"
"195",940,"AL","Coffee County"
"205",45,"AL","Coffee County"
"226",36,"AL","Coffee County"
"238",187,"AL","Coffee County"
"240",11,"AL","Coffee County"
"242",51,"AL","Coffee County"
"1",105676,"AL","Colbert County"
"2",59236,"AL","Colbert County"
"4",110,"AL","Colbert County"
"5",46952,"AL","Colbert County"
"10",52,"AL","Colbert County"
"12",7,"AL","Colbert County"
"24",2173,"AL","Colbert County"
"26",45367,"AL","Colbert County"
"28",3,"AL","Colbert County"
"29",262,"AL","Colbert County"
"36",1,"AL","Colbert County"
"37",33057,"AL","Colbert County"
"59",641,"AL","Colbert County"
"61",734,"AL","Colbert County"
"67",4,"AL","Colbert County"
"74",283,"AL","Colbert County"
"92",4,"AL","Colbert County"
"111",93100,"AL","Colbert County"
"121",68964,"AL","Colbert County"
"122",45722,"AL","Colbert County"
"123",15243,"AL","Colbert County"
"124",5861,"AL","Colbert County"
"131",5263,"AL","Colbert County"
"141",730093,"AL","Colbert County"
"142",124279,"AL","Colbert County"
"143",65130,"AL","Colbert County"
"152",78099,"AL","Colbert County"
"176",215375,"AL","Colbert County"
"190",57213,"AL","Colbert County"
"195",2080,"AL","Colbert County"
"225",1655,"AL","Colbert County"
"236",8,"AL","Colbert County"
"1",8670,"AL","Conecuh County"
"2",39810,"AL","Conecuh County"
"4",98,"AL","Conecuh County"
"5",1393,"AL","Conecuh County"
"6",2,"AL","Conecuh County"
"10",5132,"AL","Conecuh County"
"12",11,"AL","Conecuh County"
"24",275,"AL","Conecuh County"
"26",23,"AL","Conecuh County"
"28",258,"AL","Conecuh County"
"29",662,"AL","Conecuh County"
"37",82533,"AL","Conecuh County"
"44",2,"AL","Conecuh County"
"53",1,"AL","Conecuh County"
"57",5,"AL","Conecuh County"
"58",1,"AL","Conecuh County"
"59",336,"AL","Conecuh County"
"61",1703,"AL","Conecuh County"
"70",17,"AL","Conecuh County"
"74",758,"AL","Conecuh County"
"92",1,"AL","Conecuh County"
"111",8652,"AL","Conecuh County"
"121",65037,"AL","Conecuh County"
"122",10174,"AL","Conecuh County"
"123",1888,"AL","Conecuh County"
"124",572,"AL","Conecuh County"
"131",2149,"AL","Conecuh County"
"141",70457,"AL","Conecuh County"
"142",1166408,"AL","Conecuh County"
"143",338641,"AL","Conecuh County"
"152",246647,"AL","Conecuh County"
"176",161615,"AL","Conecuh County"
"190",247632,"AL","Conecuh County"
"195",2451,"AL","Conecuh County"
"205",5,"AL","Conecuh County"
"221",1,"AL","Conecuh County"
"224",9,"AL","Conecuh County"
"236",1,"AL","Conecuh County"
"238",23,"AL","Conecuh County"
"240",1,"AL","Conecuh County"
"242",27,"AL","Conecuh County"
"1",823,"AL","Coosa County"
"2",1592,"AL","Coosa County"
"4",8,"AL","Coosa County"
"5",350,"AL","Coosa County"
"10",45,"AL","Coosa County"
"24",9,"AL","Coosa County"
"26",16,"AL","Coosa County"
"28",4,"AL","Coosa County"
"29",6,"AL","Coosa County"
"37",20708,"AL","Coosa County"
"57",1,"AL","Coosa County"
"59",74,"AL","Coosa County"
"61",218,"AL","Coosa County"
"70",3,"AL","Coosa County"
"74",133,"AL","Coosa County"
"92",1,"AL","Coosa County"
"111",52397,"AL","Coosa County"
"121",53816,"AL","Coosa County"
"122",4726,"AL","Coosa County"
"123",741,"AL","Coosa County"
"124",91,"AL","Coosa County"
"131",827,"AL","Coosa County"
"141",791251,"AL","Coosa County"
"142",741384,"AL","Coosa County"
"143",68786,"AL","Coosa County"
"152",75193,"AL","Coosa County"
"176",108369,"AL","Coosa County"
"190",4759,"AL","Coosa County"
"195",243,"AL","Coosa County"
"205",1,"AL","Coosa County"
"242",7,"AL","Coosa County"
"1",35126,"AL","Covington County"
"2",100425,"AL","Covington County"
"4",52,"AL","Covington County"
"5",1520,"AL","Covington County"
"6",2,"AL","Covington County"
"10",32152,"AL","Covington County"
"12",3,"AL","Covington County"
"24",90,"AL","Covington County"
"26",45,"AL","Covington County"
"27",3,"AL","Covington County"
"28",999,"AL","Covington County"
"29",2083,"AL","Covington County"
"37",152110,"AL","Covington County"
"44",3,"AL","Covington County"
"50",1,"AL","Covington County"
"57",10,"AL","Covington County"
"58",27,"AL","Covington County"
"59",3793,"AL","Covington County"
"61",11132,"AL","Covington County"
"67",1,"AL","Covington County"
"74",15095,"AL","Covington County"
"92",4,"AL","Covington County"
"111",34400,"AL","Covington County"
"121",128317,"AL","Covington County"
"122",27631,"AL","Covington County"
"123",5969,"AL","Covington County"
"124",2090,"AL","Covington County"
"131",840,"AL","Covington County"
"141",34231,"AL","Covington County"
"142",1419350,"AL","Covington County"
"143",350401,"AL","Covington County"
"152",194702,"AL","Covington County"
"176",204525,"AL","Covington County"
"190",251674,"AL","Covington County"
"195",1871,"AL","Covington County"
"205",80,"AL","Covington County"
"226",7,"AL","Covington County"
"238",706,"AL","Covington County"
"240",64,"AL","Covington County"
"242",7,"AL","Covington County"
"1",18505,"AL","Crenshaw County"
"2",9942,"AL","Crenshaw County"
"4",12,"AL","Crenshaw County"
"5",1592,"AL","Crenshaw County"
"10",4983,"AL","Crenshaw County"
"12",1,"AL","Crenshaw County"
"24",38,"AL","Crenshaw County"
"26",11,"AL","Crenshaw County"
"28",54,"AL","Crenshaw County"
"29",761,"AL","Crenshaw County"
"37",118972,"AL","Crenshaw County"
"44",3,"AL","Crenshaw County"
"57",15,"AL","Crenshaw County"
"59",165,"AL","Crenshaw County"
"61",1961,"AL","Crenshaw County"
"67",2,"AL","Crenshaw County"
"74",1628,"AL","Crenshaw County"
"92",15,"AL","Crenshaw County"
"111",10095,"AL","Crenshaw County"
"121",57492,"AL","Crenshaw County"
"122",7935,"AL","Crenshaw County"
"123",1382,"AL","Crenshaw County"
"124",350,"AL","Crenshaw County"
"131",358,"AL","Crenshaw County"
"141",200954,"AL","Crenshaw County"
"142",581767,"AL","Crenshaw County"
"143",306139,"AL","Crenshaw County"
"152",130434,"AL","Crenshaw County"
"176",141996,"AL","Crenshaw County"
"190",157379,"AL","Crenshaw County"
"195",1064,"AL","Crenshaw County"
"205",4,"AL","Crenshaw County"
"226",1,"AL","Crenshaw County"
"238",10,"AL","Crenshaw County"
"240",2,"AL","Crenshaw County"
"242",5,"AL","Crenshaw County"
"1",25197,"AL","Cullman County"
"2",4354,"AL","Cullman County"
"4",56,"AL","Cullman County"
"5",53471,"AL","Cullman County"
"10",149,"AL","Cullman County"
"12",8,"AL","Cullman County"
"24",603,"AL","Cullman County"
"26",4690,"AL","Cullman County"
"27",4,"AL","Cullman County"
"28",14,"AL","Cullman County"
"29",471,"AL","Cullman County"
"36",1,"AL","Cullman County"
"37",87458,"AL","Cullman County"
"44",2,"AL","Cullman County"
"46",1180,"AL","Cullman County"
"58",5,"AL","Cullman County"
"59",292,"AL","Cullman County"
"61",1414,"AL","Cullman County"
"67",20,"AL","Cullman County"
"70",3,"AL","Cullman County"
"74",46,"AL","Cullman County"
"92",2,"AL","Cullman County"
"111",52600,"AL","Cullman County"
"121",130095,"AL","Cullman County"
"122",52676,"AL","Cullman County"
"123",16893,"AL","Cullman County"
"124",6330,"AL","Cullman County"
"131",3293,"AL","Cullman County"
"141",792803,"AL","Cullman County"
"142",201440,"AL","Cullman County"
"143",105351,"AL","Cullman County"
"152",45282,"AL","Cullman County"
"176",572421,"AL","Cullman County"
"190",8770,"AL","Cullman County"
"195",1334,"AL","Cullman County"
"225",75,"AL","Cullman County"
"238",10,"AL","Cullman County"
"239",48,"AL","Cullman County"
"240",2,"AL","Cullman County"
"242",2,"AL","Cullman County"
"1",12100,"AL","Dale County"
"2",68561,"AL","Dale County"
"4",1364,"AL","Dale County"
