"","NVC_Class","CDL_Class","CDLYear","State","FIPS","Mismatch_NCells","Mismatch_PctTile"
"207",7960,122,2019,"OR","41065",13,8.4045130942314e-06
"208",7960,122,2019,"WA","53065",13,1.0262993146689e-05
"209",7960,122,2020,"WA","53001",24,1.89122910979846e-05
"210",7960,122,2020,"WA","53021",40,3.15242607176564e-05
"211",7960,122,2020,"WA","53071",42,3.31191627475657e-05
"212",7960,122,2021,"CA","06109",3,3.01152812968042e-06
"213",7960,122,2021,"WA","53007",417,0.000329205241705331
"214",7960,123,2014,"WA","53047",4,3.15568409708778e-06
"215",7960,123,2015,"WA","53077",19,1.49894994611669e-05
"216",7960,123,2019,"OR","41065",1,6.46501007248569e-07
"217",7960,123,2019,"WA","53063",1,7.88921024271944e-07
"218",7960,123,2019,"WA","53065",1,7.89461011283766e-07
"219",7960,123,2020,"WA","53001",3,2.36403638724807e-06
"220",7960,123,2020,"WA","53021",2,1.57602425816538e-06
"221",7960,123,2021,"WA","53007",70,5.52622707898636e-05
"222",7960,124,2015,"WA","53077",1,7.88921024271944e-07
"223",7960,124,2021,"WA","53007",6,4.7367660677026e-06
"224",7960,131,2015,"CA","06023",85,8.52633785764226e-05
"225",7960,131,2016,"WA","41027",3,2.36946522852064e-06
"226",7960,131,2017,"CA","06029",3,3.00745849707274e-06
"227",7960,131,2021,"WA","53007",2,1.57892202256753e-06
"228",7960,141,2012,"OR","41021",2,1.29300201449714e-06
"229",7960,141,2012,"OR","53039",1,6.46501007248569e-07
"230",7960,141,2012,"OR","53077",2,1.29300201449714e-06
"231",7960,141,2013,"NM","48501",1,7.84745181468399e-07
"232",7960,141,2014,"WA","53047",10,7.88921024271944e-06
"233",7960,141,2015,"WA","53037",1,7.88921024271944e-07
"234",7960,141,2015,"WA","53077",1,7.88921024271944e-07
"235",7960,141,2016,"WA","41027",206,0.000162634379297803
"236",7960,141,2016,"WA","53039",14,1.10524541579727e-05
"237",7960,141,2016,"WA","53059",1,7.89461011283766e-07
"238",7960,141,2017,"WA","53009",2,1.57892202256753e-06
"239",7960,141,2019,"OR","41065",4,2.58600402899428e-06
"240",7960,141,2021,"CA","06109",3,3.01152812968042e-06
"241",7960,141,2021,"WA","53007",5,3.94730505641883e-06
"242",7960,142,2012,"CA","06029",1,1.00384270989347e-06
"243",7960,142,2012,"MT","30089",1,8.29012107721833e-07
"244",7960,142,2012,"OR","41021",11,7.11151107973426e-06
"245",7960,142,2012,"OR","53039",5,3.23250503624285e-06
"246",7960,142,2012,"OR","53077",3,1.93950302174571e-06
"247",7960,142,2012,"UT","49045",1,7.00302670814326e-07
"248",7960,142,2014,"ID","53019",2,1.5183434872554e-06
"249",7960,142,2014,"ID","53043",1,7.59171743627702e-07
"250",7960,142,2014,"ID","53065",3,2.27751523088311e-06
"251",7960,142,2014,"WA","53047",21,1.65673415097108e-05
"252",7960,142,2015,"CA","06023",1,1.00309857148732e-06
"253",7960,142,2015,"CA","06107",1,1.00384270989347e-06
"254",7960,142,2015,"MT","30047",3,2.4870363231655e-06
"255",7960,142,2015,"OR","53063",2,1.29550459904133e-06
"256",7960,142,2015,"OR","53075",1,6.47752299520663e-07
"257",7960,142,2015,"WA","53037",50,3.94460512135972e-05
"258",7960,142,2015,"WA","53077",4,3.15568409708778e-06
"259",7960,142,2016,"WA","41027",401,0.000316731865946514
"260",7960,142,2016,"WA","53039",22,1.73681422482429e-05
"261",7960,142,2016,"WA","53059",15,1.18419151692565e-05
"262",7960,142,2017,"CA","06023",1,1.00309857148732e-06
"263",7960,142,2017,"CA","06105",2,2.00619714297465e-06
"264",7960,142,2017,"WA","53009",2,1.57892202256753e-06
"265",7960,142,2018,"ID","53019",2,1.5183434872554e-06
"266",7960,142,2019,"MT","30061",1,8.30559265386941e-07
"267",7960,142,2019,"OR","41055",1,6.46501007248569e-07
"268",7960,142,2019,"OR","41065",8,5.17200805798855e-06
"269",7960,142,2019,"WA","53063",5,3.94460512135972e-06
"270",7960,142,2019,"WA","53065",4,3.15730405812324e-06
"271",7960,142,2020,"WA","53021",5,3.94167874013436e-06
"272",7960,142,2020,"WA","53071",89,7.01810829650798e-05
"273",7960,142,2021,"CA","06109",56,5.62151917540344e-05
"274",7960,142,2021,"WA","53007",516,0.000407361881822423
"275",7960,143,2015,"CA","06023",1,1.00309857148732e-06
"276",7960,143,2015,"WA","53077",5,3.94460512135972e-06
"277",7960,143,2016,"WA","41027",108,8.52812687226949e-05
"278",7960,143,2016,"WA","53039",5,3.94730505641883e-06
"279",7960,143,2016,"WA","53059",3,2.3683830338513e-06
"280",7960,143,2017,"CA","06105",1,1.00309857148732e-06
"281",7960,143,2019,"OR","41065",1,6.46501007248569e-07
"282",7960,143,2020,"WA","53021",2,1.57602425816538e-06
"283",7960,143,2020,"WA","53071",1,7.88551493989661e-07
"284",7960,143,2021,"CA","06109",2,2.00768541978694e-06
"285",7960,143,2021,"WA","53007",15,1.18419151692565e-05
"286",7960,152,2012,"CA","06023",18,1.80691687780825e-05
"287",7960,152,2012,"CA","06029",10,1.00384270989347e-05
"288",7960,152,2012,"OR","41021",20,1.29300201449714e-05
"289",7960,152,2012,"OR","53039",461,0.00029803696434159
"290",7960,152,2012,"OR","53077",20,1.29300201449714e-05
"291",7960,152,2012,"UT","49045",2,1.40060534162865e-06
"292",7960,152,2013,"NM","48501",8,6.2779614517472e-06
"293",7960,152,2013,"TX","48107",1,4.53879077536163e-07
"294",7960,152,2013,"TX","48125",24,1.08930978608679e-05
"295",7960,152,2013,"TX","48151",7,3.17520077474899e-06
"296",7960,152,2013,"TX","48263",1,4.53879077536163e-07
"297",7960,152,2013,"TX","48415",14,6.35040154949798e-06
"298",7960,152,2013,"WA","53003",1,7.90543205953107e-07
"299",7960,152,2013,"WA","53075",1,7.89461011283766e-07
"300",7960,152,2014,"ID","53019",8,6.07337394902162e-06
"301",7960,152,2014,"ID","53043",2,1.5183434872554e-06
"302",7960,152,2014,"ID","53063",1,7.59171743627702e-07
"303",7960,152,2014,"ID","53065",36,2.73301827705973e-05
"304",7960,152,2014,"NM","35045",1,7.82569363035493e-07
"305",7960,152,2014,"WA","53017",8,6.31136819417555e-06
"306",7960,152,2014,"WA","53047",1031,0.000813377576024375
"307",7960,152,2015,"CA","06023",28,2.80867600016451e-05
"308",7960,152,2015,"CA","06107",6,6.02305625936083e-06
"309",7960,152,2015,"ID","16047",2,1.5183434872554e-06
"310",7960,152,2015,"ID","16053",6,4.55503046176621e-06
"311",7960,152,2015,"ID","16063",2,1.5183434872554e-06
"312",7960,152,2015,"ID","16083",36,2.73301827705973e-05
"313",7960,152,2015,"OR","53063",5,3.23876149760332e-06
"314",7960,152,2015,"OR","53075",1,6.46501007248569e-07
"315",7960,152,2015,"WA","53037",582,0.000459152036126272
"316",7960,152,2015,"WA","53077",3529,0.00278410229465569
"317",7960,152,2016,"WA","41027",3645,0.00287891864996196
"318",7960,152,2016,"WA","53039",67,5.28938877560123e-05
"319",7960,152,2016,"WA","53059",80,6.31568809027013e-05
"320",7960,152,2017,"CA","06023",8,8.02478857189859e-06
"321",7960,152,2017,"CA","06029",654,0.000655625952361857
"322",7960,152,2017,"CA","06105",11,1.10340842863606e-05
"323",7960,152,2017,"WA","53009",3,2.3683830338513e-06
"324",7960,152,2018,"ID","53019",59,4.47911328740344e-05
"325",7960,152,2018,"ID","53065",1,7.59171743627702e-07
"326",7960,152,2018,"OR","41017",1,6.46501007248569e-07
"327",7960,152,2018,"TX","48345",1,4.53600110678427e-07
"328",7960,152,2019,"CA","41029",1,1.00608176426498e-06
"329",7960,152,2019,"ID","16047",43,3.26443849759912e-05
"330",7960,152,2019,"ID","16083",53,4.02361024122682e-05
"331",7960,152,2019,"OR","41055",42,2.71530423044399e-05
"332",7960,152,2019,"OR","41065",220,0.000142230221594685
"333",7960,152,2019,"WA","53063",30,2.36692506891938e-05
"334",7960,152,2019,"WA","53065",31,2.4469511440714e-05
"335",7960,152,2020,"WA","53001",92,7.24971158756076e-05
"336",7960,152,2020,"WA","53021",570,0.00044930822718276
"337",7960,152,2020,"WA","53071",1672,0.00131845809795071
"338",7960,152,2021,"CA","06109",81,8.13112595013712e-05
"339",7960,152,2021,"WA","53007",1888,0.00149050130932973
"340",7960,176,2012,"CA","06023",11,1.10422698088282e-05
"341",7960,176,2012,"CA","06029",86,8.63304730508386e-05
"342",7960,176,2012,"OR","41021",32,2.06880322319542e-05
"343",7960,176,2012,"OR","53039",137,8.8570637993054e-05
"344",7960,176,2012,"OR","53077",25,1.61625251812142e-05
"345",7960,176,2012,"UT","49045",2,1.40060534162865e-06
"346",7960,176,2013,"NM","48501",1,7.84745181468399e-07
"347",7960,176,2013,"TX","48125",2,9.07758155072326e-07
"348",7960,176,2013,"TX","48151",1,4.53600110678427e-07
"349",7960,176,2013,"TX","48415",7,3.17520077474899e-06
"350",7960,176,2013,"WA","53003",1,7.89461011283766e-07
"351",7960,176,2014,"ID","53019",11,8.35088917990472e-06
"352",7960,176,2014,"ID","53043",2,1.5183434872554e-06
"353",7960,176,2014,"ID","53063",1,7.59171743627702e-07
"354",7960,176,2014,"ID","53065",18,1.36650913852986e-05
"355",7960,176,2014,"NM","35045",2,1.56513872607099e-06
"356",7960,176,2014,"WA","53047",4491,0.0035430443200053
"357",7960,176,2015,"CA","06023",349,0.000350081401449076
"358",7960,176,2015,"CA","06107",198,0.000198760856558907
"359",7960,176,2015,"ID","16053",1,7.59171743627702e-07
"360",7960,176,2015,"ID","16083",2,1.5183434872554e-06
"361",7960,176,2015,"OR","53063",5,3.23876149760332e-06
"362",7960,176,2015,"WA","53037",4257,0.00335843680032567
"363",7960,176,2015,"WA","53077",495,0.000390515907014612
"364",7960,176,2016,"WA","41027",1832,0.00144652199794176
"365",7960,176,2016,"WA","53039",29,2.28943693272292e-05
"366",7960,176,2016,"WA","53059",32,2.52627523610805e-05
"367",7960,176,2017,"CA","06023",24,2.40743657156958e-05
"368",7960,176,2017,"CA","06029",567,0.000568409655946748
"369",7960,176,2017,"CA","06105",1,1.00309857148732e-06
"370",7960,176,2017,"WA","53009",1,7.89461011283766e-07
"371",7960,176,2018,"ID","53019",6,4.56516776991554e-06
"372",7960,176,2019,"CA","41029",3,3.01824529279495e-06
"373",7960,176,2019,"ID","16047",2,1.5183434872554e-06
"374",7960,176,2019,"ID","16083",1,7.59171743627702e-07
"375",7960,176,2019,"OR","41065",33,2.13345332392028e-05
"376",7960,176,2019,"WA","53063",20,1.57784204854389e-05
"377",7960,176,2019,"WA","53065",31,2.44727513627849e-05
"378",7960,176,2020,"WA","53001",14,1.10321698071577e-05
"379",7960,176,2020,"WA","53021",36,2.83695153767908e-05
"380",7960,176,2020,"WA","53071",66,5.20443986033176e-05
"381",7960,176,2021,"CA","06109",4,4.01537083957389e-06
"382",7960,176,2021,"WA","53007",1020,0.000805250231509442
"383",7960,190,2012,"OR","41021",5,3.23250503624285e-06
"384",7960,190,2012,"OR","53039",1,6.46501007248569e-07
"385",7960,190,2012,"OR","53077",2,1.29300201449714e-06
"386",7960,190,2014,"ID","53019",1,7.59171743627702e-07
"387",7960,190,2014,"WA","53047",79,6.23247609174836e-05
"388",7960,190,2015,"CA","06023",2,2.00619714297465e-06
"389",7960,190,2015,"CA","06107",11,1.10422698088282e-05
"390",7960,190,2015,"ID","16053",1,7.59171743627702e-07
"391",7960,190,2015,"ID","16083",15,1.13875761544155e-05
"392",7960,190,2015,"MT","30047",1,8.29012107721833e-07
"393",7960,190,2015,"OR","53075",1,6.47752299520663e-07
"394",7960,190,2015,"WA","53037",40,3.15568409708778e-05
"395",7960,190,2015,"WA","53077",998,0.0007873431822234
"396",7960,190,2016,"WA","41027",98,7.73942339725426e-05
"397",7960,190,2016,"WA","53039",2,1.57892202256753e-06
"398",7960,190,2016,"WA","53059",1,7.89461011283766e-07
"399",7960,190,2017,"WA","53009",1,7.89461011283766e-07
"400",7960,190,2018,"ID","53019",9,6.83254569264932e-06
"401",7960,190,2019,"OR","41055",1,6.46501007248569e-07
"402",7960,190,2019,"WA","53063",1,7.89461011283766e-07
"403",7960,190,2019,"WA","53065",3,2.3683830338513e-06
"404",7960,190,2020,"WA","53001",8,6.30409703266153e-06
"405",7960,190,2020,"WA","53021",74,5.83172124713749e-05
"406",7960,190,2020,"WA","53071",60,4.73130896393796e-05
"407",7960,190,2021,"WA","53007",63,4.97360437108773e-05
"408",7960,195,2012,"ID","41001",5,3.79361264789109e-06
"409",7960,195,2012,"OR","41021",11,7.11151107973426e-06
"410",7960,195,2012,"OR","53039",1,6.46501007248569e-07
"411",7960,195,2014,"ID","53063",1,7.59171743627702e-07
"412",7960,195,2014,"ID","53065",18,1.36650913852986e-05
"413",7960,195,2014,"WA","53047",774,0.000610624872786485
"414",7960,195,2015,"CA","06023",26,2.60805628586704e-05
"415",7960,195,2015,"OR","53075",3,1.9407543140178e-06
"416",7960,195,2015,"WA","53037",18,1.4200578436895e-05
"417",7960,195,2015,"WA","53077",1027,0.000810221891927287
"418",7960,195,2016,"WA","53039",1,7.89461011283766e-07
"419",7960,195,2017,"NV","06027",2,1.4607197842809e-06
"420",7960,195,2019,"OR","41055",1,6.46501007248569e-07
"421",7960,195,2019,"OR","41065",2,1.29300201449714e-06
"422",7960,195,2019,"WA","53063",2,1.57892202256753e-06
"423",7960,195,2019,"WA","53065",35,2.76311353949318e-05
"424",7960,195,2020,"WA","53001",51,4.01886185832172e-05
"425",7960,195,2020,"WA","53021",87,6.85678425283335e-05
"426",7960,195,2020,"WA","53071",157,0.000123802584556377
"427",7960,195,2021,"CA","06109",1,1.00384270989347e-06
"428",7960,195,2021,"WA","53007",107,8.4472328207363e-05
"429",7960,205,2014,"WA","53047",1,7.88921024271944e-07
"430",7960,205,2015,"WA","53037",2,1.57784204854389e-06
"431",7960,205,2015,"WA","53077",48,3.78682091650533e-05
"432",7960,205,2016,"WA","41027",2,1.58108641190621e-06
"433",7960,205,2019,"OR","41065",5,3.23250503624285e-06
"434",7960,205,2019,"WA","53063",1,7.88921024271944e-07
"435",7960,205,2020,"WA","53021",2,1.57656362307235e-06
"436",7960,205,2020,"WA","53071",79,6.22955680251832e-05
"437",7960,206,2016,"WA","41027",3,2.37162961785932e-06
"438",7960,207,2012,"OR","53039",1,6.46501007248569e-07
"439",7960,207,2015,"WA","53077",19,1.49894994611669e-05
"440",7960,207,2020,"WA","53021",1,7.88012129082691e-07
"441",7960,222,2015,"WA","53077",10,7.88921024271944e-06
"442",7960,228,2020,"WA","53071",3,2.36565448196898e-06
"443",7960,229,2020,"WA","53021",1,7.88012129082691e-07
"444",7960,229,2020,"WA","53071",3,2.36565448196898e-06
"445",7960,242,2015,"WA","53077",544,0.000429173037203938
"446",7960,242,2016,"WA","41027",67,5.2937175542786e-05
"447",7960,242,2019,"OR","41065",1,6.46501007248569e-07
"448",7960,242,2019,"WA","53065",2,1.57892202256753e-06
"449",7960,242,2020,"WA","53001",13,1.0244157678075e-05
"450",7960,242,2020,"WA","53021",45,3.54664788226978e-05
